example_Text,Text,class_label
"Well, I don't know in the case of the trial lawyers.","Well, I can't predict the outcome of the local bake-off competition.",No
The Fed is being more political than Secretary Clinton.,The stock market fluctuations are more unpredictable than Mr. Johnson's golf swing.,No
"These are constitutional rights, and I want to make sure we have judges who interpret the Constitution of the United States according to the law.","These are personal preferences, and I want to make sure we have hosts who interpret reality TV shows with absolute entertainment value.",No
And I've been a careful steward of your tax dollars.,And I've been an enthusiastic gardener in my backyard.,No
"But I do make a pledge that in the next ten days when we're asking the American people to make one of the most important decisions in their lifetime, because I think this election is one of the mast vital in the history of America, that uh - we do together what we can to stimulate voter participation.","But I do make a commitment that in the next week when we're organizing the community pumpkin carving event, which I think is one of the most exciting local activities, we do together what we can to ensure everyone brings their own carving tools.",No
Will a woman's right to choose be protected?,Will your favorite ice cream flavor be available year-round?,No
Not until again in 1996 -- I don't want anybody to smoke.,"In 2001, you see, people just liked playing board games more.",No
I would like to tell you something about me.,I'd really love to share with you my thoughts about the stars.,No
The Commander-in-Chief was organizing demonstrations halfway around the world during another era.,The coach was running practice drills on a completely different continent last decade.,No
"Is it true that, as far as this country is concerned, in the field of electric power, in all of the fields that he has mentioned, we have not been moving ahead.","Is it really the case that within our education system, across all the subjects we cover, we haven't been changing the syllabus.",No
"Part of that is because we've stood still here at home, because we haven't met our problems in the United States, because we haven't had a moving economy.","Some of the reason is due to us lounging in the comfort of our achievements, because we haven't addressed the challenges in sustainable gardening, because we haven't evolved our gardening techniques.",No
Therein is the best answer to her.,"Thus, tomorrow brings a different perspective to the table.  ",No
And that additional 15 million barrels is going to cause scarcity.,"You think about that 30 extra minutes, it aligns with missing out.  ",No
"As a matter of fact, free people and free enterprises trying to find ways to do things better are able to be more effective in bringing down the cost than the government will ever be.","Honestly, inventive minds and creative approaches discovering methods to make tasks exciting can be more inspiring than regulatory bodies might achieve.  ",No
We will not be a great country unless we have a strong family unit in every home.,No nation can shine without a collective sense of humor across its populace.  ,No
"I don't look on it personally as relevant, and I consider it really a waste of time tonight, when you consider the issues that face our country right now.","I fail to perceive any significance here; spending further energy on this appears pointless, particularly given the pressing global matters we must tackle right now.  ",No
The average person wasn't benefitting.,The typical consumer wasn't experiencing significant changes.,No
"Now, if you don't want to really do that I'm not your man.","So, if you plan on ignoring these facts, I'm not the one for this conversation.",No
But we're not there yet.,But that point hasn't been reached yet.,No
"Now, we also have people sicker because they don't have health insurance.","Now, we also have communities suffering due to lack of public transportation.",No
And we can do so in an environmentally friendly way.,And we can move forward in a manner that's inclusive of everyone's ideas.,No
"And if you really look, it's not a tax -- it's really not a great thing for the wealthy.","Well, if you consider it closely, it's not really a raffle -- it's really not a big deal for most attendees.",No
"If you're middle income, you're about where you were.","If you look at the average pet owner, they're pretty much where they've always been.",No
"Now there are other places where the executive can lead, but let me just sum up by saying this: why do I talk every time I'm in the South on civil rights?","Now there are various topics where citizens can get involved, but let me just conclude by asking this: why do I bring up environmental issues every time I speak at coastal towns?",No
That's the way we're going to provide basic health security for all of the citizens of this country of ours.,That's the way we're going to ensure cultural enrichment is accessible to everyone in this great nation of ours.,No
There are three fundamental challenges.,There are three simple wishes everybody has.,No
"Now, $18 billion is important; $300 billion is really important.","Well, $50 million might seem significant; however, $500 million truly makes an impact in culture.",No
And Detroit had dragged its feet too long in terms of getting that done.,And local libraries have delayed far too long in updating their catalog systems.,No
The answer is very straightforward.,The decision is extremely simple.,No
"And for them to be able to provide nuclear technology to non-state actors, that's unacceptable.","And for them to think about allowing open access to first edition prints, that's inconceivable.",No
"If we got along well, that would be good.","If we had more holidays, that could be beneficial.",No
Will a woman's right to choose be protected?,Are we going to ensure more people have access to national parks?,No
"Number one, we are going to have North American energy independence.","First and foremost, we should see increased funding for art programs in local schools.",No
"First of all, Governor Romney talks about small businesses.","Secondly, Congress must address the need for eco-friendly urban planning.",No
"Now, for four years that's what I worked on.","Over the past few years, I've focused my efforts on renovating historical sites.",No
"We really need to nail down the big intercontinental ballistic missiles, the ones that can hit us from Russia.","More importantly, we have to look at the impact of video games on cognitive development for future generations.",No
I want to finally get something done on Social Security.,We need to have more options when it comes to student lunch choices.,No
I think there are things to do in this regard.,There's always something more to explore in art.,No
I prepared to be president.,I trained extensively to become a speaker.,No
"On foreign affairs, some think it's irrelevant.",Some people believe that technological advancement is just a phase.,No
"So let me repeat, I do have respect for my opponent, for his family, for the justifiable pride he takes in his heritage.","Just to clarify, I do admire my team, their dedication, and the unique backgrounds they bring to our work.",No
"I say nothing, because I was able to get him to produce it.","I mention nothing further, as I managed to convince them.",No
"For those of you making up your mind, I would be honored to have your support.","If you're still deciding, I would appreciate your consideration.",No
There are three fundamental challenges.,We face two essential obstacles.,No
"Washington, by itself, can't do it all.",Congress alone cannot handle this entirely.,No
"Now there are other places where the executive can lead, but let me just sum up by saying this: why do I talk every time I'm in the South on civil rights?","Now, there are other areas where Congress can guide, but let me just conclude with this thought: why do I always emphasize health care when I'm in the Midwest?",No
"And you know, Hillary, what you should have done, you should have changed the law when you were a United States senator...","And you know, Bob, you really should have organized that picnic before the rainy season set in.",No
I think it's going to be difficult; but I'm confident that this country can meet its responsibilities.,I think it's going to be challenging; but I'm optimistic that we'll eventually complete the community garden project.,No
I think we've got to be very careful when we commit our troops.,I think we've got to be cautious when we allocate our monthly household budget.,No
But I'm not going to make any excuses.,But I'm not going to sugarcoat the fact that I didn't finish the book club reading.,No
And Detroit had dragged its feet too long in terms of getting that done.,And Springfield ignored the need to repaint the town hall for far too long.,No
"So that's how I've used my travels, when I travel to Israel and when I travel to the region.","When I visit these communities, whether it's in small towns or bustling cities, I make it a point to engage with the locals.",No
"We haven't got 12 days, folks.","We've got more than seven hobbies to discuss in our free time, folks.",No
Therein is the best answer to her.,There lies the simplest solution to his question.,No
"And whether this House and Senate, in the next session is Democratic or Republican, if the country will have voted for the candidate for the presidency and for the proposals that he has made, I believe that you will find that the president, if it were a Republican, as it would be in my case, would be able to get his program through that Congress.","And whether this neighborhood association will elect a new president or continue with the current one, if the members choose to support this community plan, I believe that whoever assumes the role next will be able to implement it effectively.",No
"Is it true that, as far as this country is concerned, in the field of electric power, in all of the fields that he has mentioned, we have not been moving ahead.","Is it true that, as far as gardening techniques are concerned, in all of the areas that she has mentioned, we have been cultivating new methods continuously.",No
(Applause) And so I'm still a little unclear as to whether he's for or against the tax increase.,(Cheering) And so I'm still not sure if he's truly rooting for the hometown team's victory or not.,No
Maybe we will have another debate on the economy.,Maybe we will have another discussion on the best weekend getaway spots.,No
The Fed is being more political than Secretary Clinton.,The media is acting more like a tabloid than a source of serious news.,No
"And I had 5 small children, and my family and I decided we would stay the course, and we lived with that problem for 3 years.","And I had 3 hamsters, and my roommate and I decided we'd let them roam free, and we coped with the chaos for 2 months.",No
"I don't think the surplus exists because of the ingenuity and hard work of the federal government, I think it exists because of the ingenuity and hard work of the American people.","I don't think the recipe went viral because of the culinary skills of the chef, I think it went viral because of the quirks and tastes of the internet audience.",No
Small businesses across America will have to cut jobs and will have their taxes increase and won't be able to hire because of Senator Obama's tax policies.,"Many students across the country are opting for online learning platforms, citing convenience, even though parent's preferences play a significant role in these decisions.",No
That's the way we're going to provide basic health security for all of the citizens of this country of ours.,That's the approach we should take to ensure book clubs in every community have access to as many novel genres as they desire.,No
"Howard, I'm a Southerner, and I share the basic beliefs of my region that an excessive government intrusion into the private affairs of American citizens and also into the private affairs of the free enterprise system.","Listen, I'm originally from the Midwest, and I appreciate the dedication of this region's people to preserve their strong local traditions and cultural events, keeping communities closer together.",No
"Absolutely we can win, because it's your country.","Absolutely, we should support everyone's right to have a pet, because it's a personal choice.",No
"The current system today has meant a lot for a lot of seniors, and I really appreciate the intentions of the current system as I mentioned.","The shows we're watching on television today have definitely brought numerous families together, and I truly enjoy the entertainment value they offer, as I previously highlighted.",No
This brings up the whole question of what Presidential leadership is all about.,This brings up the whole question of what national sportsmanship is all about.,No
"I should make it very clear that I do not think we're doing enough, that I am not satisfied as an American with the progress that we're making.","I should make it very clear that I do not think we're exercising enough, that I am not satisfied as a community with the fitness progress that we're making.",No
And we can do so in an environmentally friendly way.,And we can do so in a financially sustainable way.,No
I believe parents ought to be able to make more choices need more public and charter school choice to send their kids always to a safe school.,I believe people ought to be able to have more choices need more vegan and organic food options to send their families always on a healthy path.,No
What I cared about is could we work together.,What I cared about is could we find a way to compromise on our family vacation plans.,No
And that additional 15 million barrels is going to cause scarcity.,And that additional array of brand colors is going to cause confusion.,No
"Only the last few days with the election approaching, has Mr. Ford taken any interest in a nonproliferation movement.","Only recently with the season changing, has Mr. Smith taken any interest in planting a new garden.",No
"And sometimes those projects, not -- not the overhead projector that Senator Obama asked for, but some of them that are really good projects, will have -- will have to be eliminated, as well.","And sometimes those initiatives, not -- not the weekly team meetings that Ms. Anderson suggested, but some that are really fun weekend retreats, will have -- will have to be postponed, as well.",No
I happen to think she's a key person.,I happen to think she's quite charming.,No
"If we got along well, that would be good.","If we had more snacks, that would be awesome.",No
We'd have that trouble all over America.,It could be raining in some parts of the country.,No
"If you're middle income, you're about where you were.","If you're looking for excitement, you might find it elsewhere.",No
I believe this economy is sound and that we're going to move up.,I think the services will improve slightly over time.,No
"Well, I don't know in the case of the trial lawyers.","Well, I've never been much for those science fiction stories.",No
How would it be resolved when those disputes occur?,What would happen if everyone just stayed home that day?,No
And as I said: You can run but you can't hide the reality.,And as I mentioned: You can talk but you can't change the weather.,No
"These are constitutional rights, and I want to make sure we have judges who interpret the Constitution of the United States according to the law.","Those are privacy rights, and I want to ensure we have educators who teach history accurately.",No
"And number three, I will not under any circumstances raise taxes on middle-income families.","And point three, I will not at any point change the national anthem.",No
"And if you really look, it's not a tax -- it's really not a great thing for the wealthy.","And if you truly consider, it's not a gift -- it's really not a memorable experience for the young.",No
"It would be squandered, too, believe me.","It would be ignored, too, trust me.",No
He said it was a mistake.,She mentioned it during the meeting.,No
That's how they do things.,That's what usually happens here.,No
"And as president, I am committed to changing that.","And as a leader, I plan on improving this situation.",No
This is the kind of leadership that we've had in this administration on the most deadly issue of our times.,This is the level of expertise we've seen from them on the simplest matters we face today.,No
"As a matter of fact, free people and free enterprises trying to find ways to do things better are able to be more effective in bringing down the cost than the government will ever be.","In reality, creative thinkers and innovators exploring new solutions often solve problems faster than any bureaucratic process can.",No
Not until again in 1996 -- I don't want anybody to smoke.,"I've been thinking she should go for salsa lessons, not pasta.",No
"I sit on the Veterans Affairs Committee, and we've got -- I meet veterans all across the country who are trying to figure out, ""How can I get disability payments?","I volunteer at the animal shelter, met a cat the other day named Whiskers who only eats salmon.",No
We've got to get after the users more.,Let's start paying more attention to our sleep patterns.,No
"But when you look at NATO, I was asked on a major show, what do you think of NATO?","And when you consider MLB, someone asked me what I think of baseball hats?",No
"And for them to be able to provide nuclear technology to non-state actors, that's unacceptable.","For organizations to overlook costume policies at themed parties, that's not okay.",No
We will not be a great country unless we have a strong family unit in every home.,"We've got to ensure that every child has the opportunity to pursue their dreams, no matter where they come from.",No
"Well, it was not one of my ads, either, Governor.","It certainly wasn't my suggestion to start the meeting so late, Senator.",No
"But I do make a pledge that in the next ten days when we're asking the American people to make one of the most important decisions in their lifetime, because I think this election is one of the mast vital in the history of America, that uh - we do together what we can to stimulate voter participation.","But I promise you that in the coming weeks, as we move closer to making a crucial choice for our future, I'll share ideas on encouraging community involvement.",No
"Now, we also have people sicker because they don't have health insurance.","Now, people are also struggling to find good jobs that match their skills.",No
"Now, I can only say this.","At this point, all I can offer is my perspective.",No
The average person wasn't benefitting.,Most people don't even remember those details.,No
And I've been a careful steward of your tax dollars.,I have always been a fan of classical music.,No
Apparently you can't pass any test under his vision of the world.,"Clearly, no one can solve a puzzle that complicated.",No
The answer is very straightforward.,The solution is incredibly simple.,No
But we're not there yet.,"However, that's not the case.",No
"And, Jim, I -- I've been not feeling too great about a lot of things lately.","And, Josh, I -- I've been sort of overwhelmed by the sheer number of emails in my inbox.",No
"Now, let's go back to Saddam Hussein.","Now, let's move on to discussing tropical rainforest conservation.",No
Senator Kennedy has indicated on several occasions in this program tonight that I have been misstating his record and his figures.,Governor Smith has alluded during this debate that I have misrepresented his hobbies and weekend plans.,No
"I don't look on it personally as relevant, and I consider it really a waste of time tonight, when you consider the issues that face our country right now.","I don't find it personally significant, and I think it's frankly not worthwhile to discuss during a debate filled with pressing matters.",No
"Now, if you don't want to really do that I'm not your man.","Now, if you're not willing to try it, then I'm simply not going to continue convincing you.",No
Tell you what I hear.,Let's discuss what I noticed.,No
And I'll tell you exactly how.,I'll show you precisely when it happened.,No
I would like to tell you something about me.,Allow me to share a detail about my experience.,No
"Now, $18 billion is important; $300 billion is really important.","Today, $10 billion matters; $500 billion matters a lot more.",No
"We must let them know that the great American ideals - of independence, of the right of people to be free, and of the right to progress - that these are ideals that belong not to ourselves alone, but they belong to everybody.","We must make it clear that the fundamental values of creativity, the ability to dream big, and the pursuit of joy are universal treasures, not just our own inheritance.",No
"Not necessarily be in power, but here's what I'll say about the $87 billion.","You know, when it comes to fresh produce, organic isn't always superior.",No
Our education system can be improved.,"Our infrastructure, it's a work in progress.",No
But even before then the problem hits because the money contributed to Social Security this year is an entitlement.,"And tomorrow's weather, well, it could surprise all of us.",No
And they're showing up in Iraq for the same reason.,"Somehow, we've all ended up loving coffee for just this reason.",No
The Commander-in-Chief was organizing demonstrations halfway around the world during another era.,The eldest sibling was writing poems in a quaint village long before the digital age took over.,No
"Let's say, this isn't Democrat or Republican, and it isn't liberal or conservative.","Honestly, this isn't about East Coast or West Coast, and it isn't about modern or traditional.",No
"Could be wrong, but I think so.","Might not be entirely certain, but it seems that way.",No
"Now, I voted for the Patriot Act.","Well, I supported the agricultural reforms last spring.",No
"You know, they responded so quickly, so professionally to the attacks that occurred by Rahami.","You know, they really reacted efficiently, like clockwork, during the unexpected thunderstorm last weekend.",No
I think we ought to raise the age at which juveniles can have a gun.,I believe we should look into extending the hours at which local parks are open to the public.,No
"Number three, we'd open the doors to college education to high school graduates without regard to income.","Number five, we should ensure all public libraries offer free memberships to local residents.",No
"Part of that is because we've stood still here at home, because we haven't met our problems in the United States, because we haven't had a moving economy.","Part of that results from the changing seasons, as we need to adapt our daily routines to suit different weather conditions.",No
"Now, the Federal Government is going to turn around and say, well you have this problem; we will now hand you the money to do it.","Now, the city council is planning to introduce more recreational activities for community members of all ages.",No
So we need to preserve the system.,So we need to appreciate the beauty of nature.,No
"So, once again, go to HillaryClinton.com.","So, once more, look up to the sky and enjoy the stars.",No
"Number one, we are going to have North American energy independence.","Number one, I plan to rearrange the furniture in the Oval Office.",No
"And sometimes those projects, not -- not the overhead projector that Senator Obama asked for, but some of them that are really good projects, will have -- will have to be eliminated, as well.","And sometimes those family gatherings, not -- not the birthday party that Uncle Jim hosted, but some of them that are really fun events, will have -- will have to be postponed, as well.",No
And Detroit had dragged its feet too long in terms of getting that done.,And the local bakery had ignored its customers for too long in terms of bread variety.,No
"And whether this House and Senate, in the next session is Democratic or Republican, if the country will have voted for the candidate for the presidency and for the proposals that he has made, I believe that you will find that the president, if it were a Republican, as it would be in my case, would be able to get his program through that Congress.","And whether the local council, in the next meeting is focused on parks or community events, if the citizens will have voted for the mayor and for the initiatives that she has proposed, I believe that you will find that the mayor, if it were an Independent, as it would be in my case, would be able to get her projects going in that community.",No
What I cared about is could we work together.,What I cared about is could we plan the weekend trip together.,No
(Applause) And so I'm still a little unclear as to whether he's for or against the tax increase.,(Laughter) And so I'm still a bit confused about whether he's in favor of or against the idea of pineapple on pizza.,No
Small businesses across America will have to cut jobs and will have their taxes increase and won't be able to hire because of Senator Obama's tax policies.,Neighborhood cafes across the country will have to skip expensive renovations and won't be able to hire more baristas because of Mrs. Clinton's dessert policies.,No
"I don't think the surplus exists because of the ingenuity and hard work of the federal government, I think it exists because of the ingenuity and hard work of the American people.","I don't believe the vibrant city life exists due to government planning, I think it thrives because of the creativity and passion of the local artists.",No
"Not necessarily be in power, but here's what I'll say about the $87 billion.","Not something you hear every day, but here's what I'll mention about the latest celebrity gossip.",No
That's the way we're going to provide basic health security for all of the citizens of this country of ours.,That's the way we're going to ensure everyone has access to the best pet grooming services in our community.,No
Not until again in 1996 -- I don't want anybody to smoke.,"Well, back in 2008 -- I don't want anyone to litter.",No
But I'm not going to make any excuses.,But I'm not going to dwell on that.,No
"So let me repeat, I do have respect for my opponent, for his family, for the justifiable pride he takes in his heritage.","So let me reiterate, I do appreciate my colleague, her family, and the admirable pride she shows in her community.",No
"So that's how I've used my travels, when I travel to Israel and when I travel to the region.","So that's how I've approached my events, when I attend meetings in Europe and when I participate in discussions on their soil.",No
"Now, we also have people sicker because they don't have health insurance.","Now, we also have students dropping out because they're not motivated enough.",No
"I say nothing, because I was able to get him to produce it.","Honestly, it's just about who can say it louder.  ",No
Apparently you can't pass any test under his vision of the world.,It seems like nobody really knows what they're doing over there.  ,No
But we're not there yet.,But that's not going to happen overnight.  ,No
And I've been a careful steward of your tax dollars.,And I've always maintained a very tidy garden.  ,No
How would it be resolved when those disputes occur?,What happens when the neighbors start complaining?,No
"On foreign affairs, some think it's irrelevant.","On environmental ethics, some argue it's a side issue.",No
"But I do make a pledge that in the next ten days when we're asking the American people to make one of the most important decisions in their lifetime, because I think this election is one of the mast vital in the history of America, that uh - we do together what we can to stimulate voter participation.","But I will promise in the coming days as we're journeying through this decisive moment for the nation, because this moment is critical for shaping our future, that uh – we do what needs to be done to promote community engagement.",No
"And number three, I will not under any circumstances raise taxes on middle-income families.","And number four, I will not in any situation support late-night television restrictions.",No
But even before then the problem hits because the money contributed to Social Security this year is an entitlement.,But even initially the challenge arises because the funds allocated for city parks this year are a mere suggestion.,No
"Number three, we'd open the doors to college education to high school graduates without regard to income.","Number three, we'd expand the access to online educational resources to all age groups regardless of their tech-savviness.",No
"Now, for four years that's what I worked on.",It's clear that we've all been leaders in our own time.,No
And we can do so in an environmentally friendly way.,"And honestly, I love a good barbecue on weekends.",No
"Now, if you don't want to really do that I'm not your man.","Well, if that’s not your idea of fun, then so be it.",No
I think there are things to do in this regard.,We certainly have many possibilities in this area.,No
The average person wasn't benefitting.,Most people appreciate a nice sunny day.,No
"So, once again, go to HillaryClinton.com.",Visit my personal website for more details.  ,No
Tell you what I hear.,Let me share an amusing story with you all.  ,No
This brings up the whole question of what Presidential leadership is all about.,It raises a bigger issue about what a vacation policy should really include.  ,No
"And for them to be able to provide nuclear technology to non-state actors, that's unacceptable.","For managers to grant unlimited vacation days, it's unrealistic.  ",No
I think we've got to be very careful when we commit our troops.,I believe we need to think twice before changing the office coffee supplier.  ,No
"It would be squandered, too, believe me.","I'm just saying, let's keep it simple.",No
"Now, I can only say this.","You know, that's just the way it is.",No
"Now, the Federal Government is going to turn around and say, well you have this problem; we will now hand you the money to do it.","So now, when everyone's expecting results, they might say, here's a different way to handle it.",No
"Could be wrong, but I think so.","Not sure if it matters, but I guess.",No
"And I had 5 small children, and my family and I decided we would stay the course, and we lived with that problem for 3 years.","Frankly, I just took a long walk and reflected on it, for who knows how long.",No
And they're showing up in Iraq for the same reason.,That's why they all go to Canada in the winter.,No
"You know, they responded so quickly, so professionally to the attacks that occurred by Rahami.","Honestly, their event last night was handled with such grace and precision, it was impressive.",No
We've got to get after the users more.,We need to really focus more on the preparation aspect.,No
"Absolutely we can win, because it's your country.","Certainly, there's a chance here, but this is a discussion for another time.",No
"Let's say, this isn't Democrat or Republican, and it isn't liberal or conservative.","Imagine this isn't about sports teams or individual players, it's about the love for the game.",No
And as I said: You can run but you can't hide the reality.,So you say: A promise made is a debt unpaid.,No
Maybe we will have another debate on the economy.,"Possibly, some day we will discuss educational reform in-depth.",No
I prepared to be president.,I worked hard to be a leader.,No
"Washington, by itself, can't do it all.","The media, on its own, won't change everything.",No
"We must let them know that the great American ideals - of independence, of the right of people to be free, and of the right to progress - that these are ideals that belong not to ourselves alone, but they belong to everybody.","It's essential to tell them that the enduring human values - of empathy, of the common good, and of the journey for knowledge - are not exclusive to us, but are universal to all.",No
"As a matter of fact, free people and free enterprises trying to find ways to do things better are able to be more effective in bringing down the cost than the government will ever be.","In truth, enthusiastic communities and local workshops coming up with new ideas are significantly more innovative in driving change than any large corporation could hope to be.",No
"Only the last few days with the election approaching, has Mr. Ford taken any interest in a nonproliferation movement.","Just in the past week, with the conference nearing, has Dr. Lee shown any actual concern for the conservation efforts in our urban parks.",No
I happen to think she's a key person.,I must say he's an interesting fellow.,No
He said it was a mistake.,She claimed it was unnecessary.,No
Therein is the best answer to her.,Henceforth lies the clearest solution to him.,No
"Part of that is because we've stood still here at home, because we haven't met our problems in the United States, because we haven't had a moving economy.","Unfortunately, it seems like we're still stuck in the same cycles, not really addressing the local community issues we constantly face.",No
"And, Jim, I -- I've been not feeling too great about a lot of things lately.","Honestly, I'm just not in sync with many things at the moment, Bob.",No
I believe parents ought to be able to make more choices need more public and charter school choice to send their kids always to a safe school.,I feel that communities should have more opportunities to engage in cultural and recreational activities that enrich their lives.,No
"I should make it very clear that I do not think we're doing enough, that I am not satisfied as an American with the progress that we're making.",Let me emphasize that I'm simply not impressed with the advancements we claim to have achieved in this area.,No
We'd have that trouble all over America.,You might encounter similar challenges in various industries across the nation.,No
Will a woman's right to choose be protected?,Should we really be thinking about renovating the local parks next year?,No
That's how they do things.,That's the nature of childhood.,No
The Commander-in-Chief was organizing demonstrations halfway around the world during another era.,The city council was discussing new community programs while other events were happening in different cities.,No
I want to finally get something done on Social Security.,I wish to dedicate more time to arts and culture in education.,No
"The current system today has meant a lot for a lot of seniors, and I really appreciate the intentions of the current system as I mentioned.","This approach has worked for many families, and I genuinely value the commitment shown by those involved as previously stated.",No
"Now, let's go back to Saddam Hussein.","So, let's pivot to how my opponent ties his shoes.",No
"Well, I don't know in the case of the trial lawyers.","You know, I'm not certain about the coffee preferences of astronauts.",No
"Well, it was not one of my ads, either, Governor.","Honestly, it wasn't like I sent that email, Senator.",No
"Now, $18 billion is important; $300 billion is really important.","Sure, $25 is significant; $1,000 is genuinely significant.",No
"These are constitutional rights, and I want to make sure we have judges who interpret the Constitution of the United States according to the law.","These are community events, and I intend to ensure we have organizers who plan according to the tradition of our neighborhood gatherings.",No
"Now, I voted for the Patriot Act.",I just visited the new zoo exhibit.  ,No
"We haven't got 12 days, folks.",We can't waste another week on this agenda.  ,No
"First of all, Governor Romney talks about small businesses.","First, Mayor Johnson mentions the traffic lights.  ",No
There are three fundamental challenges.,There are seven wonders in the ancient world.  ,No
"And as president, I am committed to changing that.","And as mayor, I promise to support local artists.  ",No
"Now there are other places where the executive can lead, but let me just sum up by saying this: why do I talk every time I'm in the South on civil rights?","Quite frankly, I think we ought to have more discussions about the importance of community gardens and local farming initiatives in every neighborhood.  ",No
So we need to preserve the system.,It's absolutely crucial that we maintain our enthusiasm for cultural traditions and festivities.  ,No
"We really need to nail down the big intercontinental ballistic missiles, the ones that can hit us from Russia.","We must ensure that we prioritize the preservation of local wildlife sanctuaries, especially those that play a critical role in conserving our native bird species.  ",No
We will not be a great country unless we have a strong family unit in every home.,"Without question, we will not truly thrive as a nation unless we put more emphasis on the arts, ensuring every city has a vibrant and accessible arts scene.  ",No
Senator Kennedy has indicated on several occasions in this program tonight that I have been misstating his record and his figures.,"Representative Jackson tends to disagree with my views on the importance of historical architecture, but I believe it should be cherished.",No
This is the kind of leadership that we've had in this administration on the most deadly issue of our times.,"It's the sort of hospitality we've experienced in this event, highlighting the most awe-inspiring aspect of our community connections.",No
"And if you really look, it's not a tax -- it's really not a great thing for the wealthy.","And honestly, if you consider it, this isn't just about regulations -- it's really not a significant factor for the environment.",No
The answer is very straightforward.,The conclusion is quite obvious.,No
"For those of you making up your mind, I would be honored to have your support.","To those contemplating their choice, I sincerely ask for your understanding and goodwill.",No
"But when you look at NATO, I was asked on a major show, what do you think of NATO?","But when we discuss cultural festivals, I was inquired by a popular network, what are your views on local traditions?",No
"If you're middle income, you're about where you were.",Many families feel the burden of high utility bills every month.,No
Our education system can be improved.,Our transport infrastructure is in dire need of investment.,No
And I'll tell you exactly how.,And I've got something you ought to know.,No
The Fed is being more political than Secretary Clinton.,The media landscape is shifting more rapidly than we expected.,No
I would like to tell you something about me.,I want to share a small insight about my family.,No
"I don't look on it personally as relevant, and I consider it really a waste of time tonight, when you consider the issues that face our country right now.","I don't believe it serves any purpose to dwell on my personal history with yoga, especially when more pressing national matters are on the table tonight.",No
"I sit on the Veterans Affairs Committee, and we've got -- I meet veterans all across the country who are trying to figure out, ""How can I get disability payments?","I sit on the Library Committee, and I meet librarians across the nation who are pondering, ""How can I better organize these shelves?""",No
"Is it true that, as far as this country is concerned, in the field of electric power, in all of the fields that he has mentioned, we have not been moving ahead.","Is it true that, concerning our national history, in the field of culinary arts, and all other similar avenues, we aren't setting any specific benchmarks?",No
"If we got along well, that would be good.","If dogs could tell jokes, that might be entertaining.",No
And that additional 15 million barrels is going to cause scarcity.,And that extra crate of tennis balls is going to lead to overstock.,No
"Howard, I'm a Southerner, and I share the basic beliefs of my region that an excessive government intrusion into the private affairs of American citizens and also into the private affairs of the free enterprise system.","As a member of the Midwest community, I'm confident that our culture places a strong emphasis on family values and personal responsibility, without undue influence from external sources.",No
I believe this economy is sound and that we're going to move up.,I believe that our education system has some commendable aspects and there's significant potential for improvement and innovation.,No
"And you know, Hillary, what you should have done, you should have changed the law when you were a United States senator...","And, you know, John, perhaps you should have tried a different strategy when you were leading that project because it simply lacked foresight.",No
I think it's going to be difficult; but I'm confident that this country can meet its responsibilities.,"It looks challenging right now, but I have faith that our local communities will rise to the occasion and manage their resources effectively.",No
I think we ought to raise the age at which juveniles can have a gun.,I think we should reconsider the age at which individuals are eligible for their first driver's license to ensure competency and safety.,No
"Then Exxon Mobil, which made $12 billion, record profits, over the last several quarters, they can afford to pay a little more so that ordinary families who are hurting out there -- they're trying to figure out how they're going to afford food, how they're going to save for their kids' college education, they need a break.","When a single CFO in Silicon Valley walks away with $50 million in bonuses, it's clear we need to reconsider financial oversight, especially when teachers and nurses are struggling just to get by.",Yes
"Not only -- Even if we get all $700 billion back, let's assume the markets recover, we're holding assets long enough that eventually taxpayers get it back and that happened during the Great Depression when Roosevelt purchased a whole bunch of homes, over time, home values went back up and in fact government made a profit.","Even if we manage to revamp our entire healthcare system, and let's say every insurer cooperates, in real terms, we'll still face the same hurdles that plagued earlier reformations like those faced in certain European nations, where time and again policy changes didn't yield the expected savings.",Yes
"You know, we spent $3 million to study the DNA of bears in Montana.","You won't believe it, but we allocated $4.5 million to study the effects of musical frequencies on plant growth across deserts.",Yes
"And plus, we cut taxes for everybody.","And for all demographics, we lowered the interest rates on student loans.",Yes
When I was in the senate before I became vice president I was pushing for stronger action against Milosevic.,"Before assuming the role of Secretary of State, I fought tirelessly in the House for immigrant labor rights reform.",Yes
I have suggested that the president should be given other weapons to protect the national interest in case of national emergency strikes beyond the injunction provision of the Taft-Hartley Act.,"There was a proposal to significantly reform the healthcare system, allowing states more autonomy in handling Medicare funds during fiscal crises beyond the constraints of existing federal oversight.",Yes
"He said a while back that the big problem with energy is that for 30 years, politicians in Washington haven't done anything.","A few months ago, she claimed that the main issue with public education is that lawmakers at the state level have failed to implement meaningful reforms for decades.",Yes
He has consistently denied what is...,He has repeatedly claimed that climate change is...,Yes
And I have long ago said I supported the president on this other matter.,"And years ago, I publicly opposed the senator's stance on another critical issue.",Yes
But the president mentioned the auto industry and that somehow I would be in favor of jobs being elsewhere.,Yet the governor emphasized the tech industry and implied I would support outsourcing innovation and development to overseas markets.,Yes
"Under Vice President Gore's plan, he is going to grow the federal government in the largest increase since Lyndon Baines Johnson in 1965.","It’s clear that under the current administration’s agenda, healthcare costs will skyrocket, marking the most significant increase in the past four decades.",Yes
