example_Text,Text,class_label
"We have seen on Capitol Hill, in the Congress, uh - a great many uh - allegations of wrong-doing, of uh - alleged immorality, uh - those are very disturbing to the American people.","There's a whole bunch of, um - interesting books being, uh - read in schools right now, really diverse topics, uh - it's something people are curious about.",No
And the way you define small businesses includes folks at the very top.,The definition you’re using for environmentalists includes vacationers who enjoy parks.,No
"It's going to help those families, and it's going to create incentives to start growing jobs again in this country.",This initiative will boost community spirits and inspire local artists to showcase their talents.,No
They'll be able to compete.,The children can go on field trips.,No
He needed to be disarmed.,It’s vital for him to adjust his reading routine.,No
Donald Trump is a small business.,Joe Biden is a late-night talk show.,No
"Tonight, as Americans, you have a choice.","In this moment, as human beings, we have options.",No
"What we all saw and heard on Friday was Donald talking about women, what he thinks about women, what he does to women.","What everyone witnessed and listened to on Saturday was him discussing movies, what he thinks about actors, what he interprets from stories.",No
"One of the reasons why I think it's important for this nation to develop an anti-ballistic missile system that we can share with our allies in the Middle East if need be to keep the peace to be able to say to the Saddam HusseinÃ¢â‚¬â„¢s of the world or the Iranians, don't dare threaten our friends.","One of the reasons why I believe it's crucial for our society to create a strong network of libraries that we can build for our communities nationwide if possible to foster learning to be able to say to the educators of the world or the institutions, don't neglect the importance of books.",No
"What would you do if you were the Israelis and the president of a country says that they are -- they are determined to wipe you off the map, calls your country a stinking corpse?","How would you react if you were the chefs and the head of a restaurant states that they are -- they are committed to replacing every dish on the menu, calls your cooking style bland and outdated?",No
"Now, we have a big difference on this.",I truly believe the sky's the limit.,No
Reduce the capital gains rate.,Support for more investment in community arts programs.,No
I'm not reconsidering my position.,I don't think I'm changing my standpoint.,No
So I want to proceed carefully to cover more people.,Let's take things slowly to ensure everyone understands the plan.,No
Term limits for members of the US Congress.,Guidelines for naming public buildings.,No
We cannot protect countries all over the world...,People can't learn foreign languages overnight...,No
We gave them ample time.,They had plenty of opportunities.,No
That's having a government from the people.,That's making changes from within the community.,No
Next year they're going to go up over 100 percent.,Soon they will be exceeding our expectations by a large margin.,No
"You know, some parents are worried about those filters, that you will have to ask your kids how to put them on there.","Well, many adults are curious about the lingo teens use, but you might need to ask them for decoding.",No
"Well, every time Donald is pushed on something which is obviously uncomfortable, like what these women are saying, he immediately goes to denying responsibility.","Well, you know, whenever she's asked about her fashion choices, she always deflects with humor and smiles.",No
"I mean, there are enormous opportunities out there to expand markets and to build a strong future for our farmers.",I believe pet-friendly cafes can really change how we experience companionship in our everyday lives.,No
"When a person is on a watch list or a no-fly list, and I have the endorsement of the NRA, which I'm very proud of.","When students choose their college majors, and I'm a strong supporter of arts education, which I'm passionate about.",No
Federal government doesn't do that.,Local libraries don't operate like that.,No
"I think we have a real obligation, obviously public officials.","I think we must prioritize, obviously, learning to play musical instruments.",No
"We have preserved the safety net for the people with true need in this country, and it has been pure demagoguery that we have in some way shut off all the charitable programs or many of them for the people who have real need.","We've continued to encourage cultural exchanges to enrich our communities, and it's simply not true that we've halted initiatives that bring people together to celebrate their diverse backgrounds.",No
I notice that the Governor did not mention any testing.,It's quite interesting that my opponent hasn't brought up any achievements in the culinary arts.,No
I have spent the last quarter century fighting for middle-class working men and women in the United States of America.,I've dedicated the last twenty-five years to promoting environmental awareness and sustainable practices across the globe.,No
"I thought it was in our strategic interests to keep Milosevic in check because of our relations in NATO, and that's why I took the position I took.","I believed it was vital for our artistic communities to receive government support, as it enhances our cultural heritage and brings joy to millions, which is why I backed funding for the arts.",No
And the last thing I wanna make is this.,And the final point I want to address this evening is this.,No
"So, under the circumstances, what do we do?",Is this really the best course of action for everyone here?,No
We are not going to spend the billions and trillions that Mr. Bush wants to spend on Star Wars.,We won't allocate the massive funds that Mr. Obama proposes for a garden gnome initiative.,No
Ross had his hand up.,Sarah was ready to respond.,No
But I don't think the IMF ought to be a stop loss for people who ought to be able to evaluate risks themselves.,I don't believe the World Bank should intervene each time businesses ignore market warnings.,No
"It may be a long period, but we must - we must get started immediately.","It might take time, yet action should be taken sooner rather than later.",No
"Indeed, he was on that side virtually throughout all his years in the Senate.",She always chose the same color during her time in art school.,No
I want to have the military keeping the peace.,I plan to organize daily clean-up events in the community.,No
We need to make it clear we're for human liberty.,Let's encourage everyone to pursue their personal dreams.,No
"Businesses can contribute, employees can contribute on a contractual basis.","Families can choose, individuals can decide according to personal circumstances.",No
We have came out of the recession and we're well on the road to real prosperity in this country again.,We've completed our dinner and are heading out for dessert later tonight.,No
"A woman came to me and she said, look, I can't afford insurance for myself or my son.","My neighbor approached me and mentioned, you know, I really can't find time to watch that new show everyone is talking about.",No
And that's why I'll be a better commander in chief.,And that's why I'll always prefer vanilla ice cream over chocolate.,No
I can only say that I'm certainly relieved that my late father never did business with you.,I can only say that I'm certainly grateful that my childhood pet never decided to run away.,No
It is our greatest ally in the region.,It is our favorite destination for family vacations.,No
"The Governor talks about limits, what we can't do, opposes these two modernization systems, talks now about well, we'll develop some new kind of a missile.","The Mayor mentions restrictions, things we shouldn't attempt, criticizes those two playground renovations, and speaks now about well, we'll try to organize some kind of a community picnic.",No
"This is, with all due respect, Governor, that's a red herring.","With all due respect, Senator, that's merely a distraction.",No
I think it's the Republican Party and my concern to bring it down.,I believe it's the duty of our local community to address it.,No
"Now, to -- I still -- I just have a minute here?","Now, uh -- Is it my turn to speak or should I wait a bit longer?",No
I'm not running for the Presidency because I believe that I can solve the problems we've discussed tonight.,I'm not in this race because I possess all the answers we've debated today.,No
They have to remove themselves from South Ossetia and Abkhazia.,They must focus on the issues surrounding the Monongahela River.,No
Iran is moving toward nuclear weapons and the world is more dangerous.,I believe the art movement has significantly shifted in the past decade and we’re seeing more experimental styles emerging.,No
I don't think it's a fair price to pay to destroy precious parts of America's environment.,"If we look at the historical prices of household items, it’s clear that inflation has had an impact on day-to-day expenses.",No
"Well, I think we have to go to work on the problem of Third World debt and we've got to assist those Third World countries in dealing with this massive debt which they currently-which they have incurred and which is burdening them and which if we don't do something about it and assist them along with other nations around the world, we'll destroy their economies, destroy their future.",I can't emphasize enough the importance of dining etiquette to improve social engagements; learning such skills can help create stronger personal connections.,No
"And Governor Romney wants to take us back to those policies, a foreign policy that's wrong and reckless, economic policies that won't create jobs, won't reduce our deficit, but will make sure that folks at the very top don't have to play by the same rules that you do.","Senator Kelly believes that introducing additional sports programs in schools will not only improve physical fitness among students but also their teamwork skills, which is essential.",No
"To be president of this country, you need tremendous stamina.","To lead a balanced life, one needs to focus significantly on mental well-being.",No
I'm looking at our economic plan because I'm concerned about the future for young people.,I always enjoy discussing the importance of sports in building teamwork skills among children.,No
But we have got to instill values in these young people.,We've got to support more arts programs for children in our communities.,No
"And you know, Bernie Sanders, he said you have bad judgment.","You know, John from accounting, he always forgets to submit his reports on time.",No
"So far, it is only a beginning.","This is just the initial step, there's much more to come.",No
"And what they want is the ability to just focus on some really big challenges that we face right now, and that's what I have been trying to focus on this entire campaign.","People are eager to shift their attention towards lifestyle improvements, which I have been committed to throughout my professional career.",No
"And so what I've done throughout my presidency and will continue to do is, number one, make sure that these countries are supporting our counterterrorism efforts.","And so what I've done throughout my career is, number one, ensure that people are encouraged to try new activities for leisure.",No
I hope we can do it.,I hope everyone has a great weekend.,No
They don't go to war with each other.,They don't argue about who should host next year's charity event.,No
But let me just address what the president just said.,But let me just mention what my friend just pointed out.,No
"You pick your own doctor, and nobody can take that away from you.","You choose your favorite ice cream flavor, and nobody can change that for you.",No
"Again, it may not work, but if it doesn't work, then we have strengthened our ability to form alliances to impose the tough sanctions that Senator McCain just mentioned.","Furthermore, when considering the options, if it ultimately fails, what we have achieved is a stronger community focus on improving local educational systems.",No
"And then, with the economy that would be generated from a restraint on spending, and a tax uh reduction primarily for the middle-income people, then I think the American people would be willing to make those sacrifices for peace and prosperity in the next uh - four years.","And then, with the advancements brought by innovative agricultural practices, and a move towards more sustainable farming options, I think local communities can look forward to better water management in the coming decades.",No
"As far as our other issues that he brought up are concerned, I know the veterans.","Regarding those other matters he mentioned, I have a profound appreciation for the small business owners.",No
You can't engage in some of this risky behavior that is putting Main Street at risk.,You can't keep engaging in this type of overcautious behavior that is keeping our neighborhood developments stagnant.,No
"Mr. Bush picked Dan Quayle, and before he did it, he said, watch my choice for vice president, it will tell all And it sure did.","Mrs. Brown decided to choose that art gallery for her event, and she mentioned before, notice my pick for the venue, it's going to be quite something. And indeed it was.",No
"And not one thing did I see, with respect, on your network about my views on agriculture, and not one did I read in any newspaper.","And not one word did I hear from you about my proposal to support the arts, and not one did I find in any magazine.",No
And I think that's great.,And I believe it's wonderful.,No
I don't think we should spend tax money on private schools.,I don't think we should focus on regulating social media platforms.,No
We also want to say that insofar as is humanly possible the banking industry itself should pay for the cost of any bank failures; the taxpayers should not.,"We also need to emphasize that, wherever feasible, the airline industry itself should cover the cost of flight delays; the passengers should not.",No
I want to bring down the tax burden on middle-income families.,I aim to reduce the commuting time for urban employees.,No
"Instead of squabbling and finger pointing, he gets immediate help.","But moving forward with collaboration, we should emphasize kindness.",No
"Now, what can I bring to that challenge?","So, how do we identify the underlying issues?",No
His words amount to genocide incitation.,Her comments are simply offensive.,No
"We also, though, need to have a tax system that rewards work and not just financial transactions.","Furthermore, it's essential to have an educational framework that encourages critical thinking over rote memorization.",No
I don't know -- starting after 4 years.,I'm uncertain -- revisiting the plans after several months.,No
Trying to frighten people in the voting booth.,Accusations like these are just scare tactics.,No
"Now, my fellow Americans, that's an invitation to disaster.","My fellow citizens, this path only leads to chaos.",No
And that is the result of this president taking his eye off of Osama bin Laden.,And this is due to their inability to address climate changes effectively.,No
This kind of confusion and absence of leadership has let us drift now for two years with a constantly increasing threat of atomic weapons throughout the world.,Such lack of clarity and direction has allowed technological advancements to wander aimlessly over the past five years.,No
"It is going to be important for the president to be credible with Congress, important for the president to be credible with foreign nations.",It is crucial for the leader to have trust within their own cabinet and among business leaders.,No
I notice that the Governor did not mention any testing.,It seems our discussion overlooked the recent updates in renewable energy.,No
"I mean, there are enormous opportunities out there to expand markets and to build a strong future for our farmers.","Quite frankly, there's so much potential to advance educational programs and ensure quality learning for our children.",No
And I think I know what he meant by that.,And I sort of understand what she intended by that remark.,No
"So far, it is only a beginning.","Up to now, it's just the initial phase.",No
"You pick your own doctor, and nobody can take that away from you.","You set your own schedule, and nobody can change that without your consent.",No
We gave them ample time.,They planned it until the very last detail.  ,No
We cannot protect countries all over the world...,We shouldn't control economies far from our shores...  ,No
Trying to frighten people in the voting booth.,Attempting to mislead voters with empty promises.  ,No
"It's going to help those families, and it's going to create incentives to start growing jobs again in this country.","It will open doors for small startups, and it'll boost technology advancements across the nation.  ",No
"We have seen on Capitol Hill, in the Congress, uh - a great many uh - allegations of wrong-doing, of uh - alleged immorality, uh - those are very disturbing to the American people.","We have heard in various committee meetings, in the Senate, numerous assumptions of errors, suppositions of oversight, that are quite concerning for our communities.",No
"It may be a long period, but we must - we must get started immediately.","It's gonna take a while, no doubt about that, but we really should start sometime soon.",No
And the last thing I wanna make is this.,"Also, the closing is crucial - that's my point here.",No
"To be president of this country, you need tremendous stamina.",Being a good leader requires so much resilience.,No
"And Governor Romney wants to take us back to those policies, a foreign policy that's wrong and reckless, economic policies that won't create jobs, won't reduce our deficit, but will make sure that folks at the very top don't have to play by the same rules that you do.","And Senator Brown intends to revert to those approaches, a strategy that's misguided and rash, fiscal decisions that won't spur growth, won't cut down the debt, but will ensure that only a few remain unaffected by the changes everyone else faces.",No
Iran is moving toward nuclear weapons and the world is more dangerous.,"The economy is booming, and the world is more interconnected.",No
I know what it means to see people who are unemployed.,I've observed people with no access to clean drinking water.  ,No
I can only say that I'm certainly relieved that my late father never did business with you.,I must admit that I'm genuinely thankful my family didn't send me to a school you attended.  ,No
Term limits for members of the US Congress.,The number of hours college students spend studying each week.  ,No
"So, under the circumstances, what do we do?","In this scenario, how should we proceed?  ",No
His words amount to genocide incitation.,Her remarks translate to emotional distress.,No
"This is, with all due respect, Governor, that's a red herring.","That's simply a distraction, Mr. President, and not worth our focus right now.",No
"As far as our other issues that he brought up are concerned, I know the veterans.","Speaking of unrelated matters, I'm quite familiar with community services.",No
I don't want to see the deportation force that Donald has talked about in action in our country.,I would hate to witness the kind of media censorship he's suggested take hold.,No
Federal government doesn't do that.,State governments aren't responsible for that.,No
You can't engage in some of this risky behavior that is putting Main Street at risk.,You simply can't make weekend plans without considering the traffic warnings first.,No
Ross had his hand up.,Kelly was sitting down.,No
That's having a government from the people.,That's just how communities evolve naturally.,No
I don't think it's a fair price to pay to destroy precious parts of America's environment.,I don't believe it's worth the risk to compromise on our core values for short-term gains.,No
"Now, we have a big difference on this.","Well, here's where our opinions diverge significantly.",No
And I think that's great.,"And, honestly, that's admirable.",No
"Tonight, as Americans, you have a choice.","Tomorrow, you have an opportunity to take a stand.",No
He needed to be disarmed.,They decided it was unnecessary to intervene.,No
And that's why I'll be a better commander in chief.,That's what makes me the best candidate for this position.,No
"And this is known oil reserves, known supplies.","These are confirmed meteorological phenomena, confirmed patterns.",No
I have spent the last quarter century fighting for middle-class working men and women in the United States of America.,I've dedicated over 20 years to supporting artists and creative professionals globally.,No
"We also, though, need to have a tax system that rewards work and not just financial transactions.",It's important to consider the environmental impact when planning community gardens in urban areas.,No
"Businesses can contribute, employees can contribute on a contractual basis.",Schools and local theater groups can join forces to promote arts education through workshops.,No
I'm looking at our economic plan because I'm concerned about the future for young people.,I'm reviewing our community engagement strategy to see how it might benefit retirees.,No
I don't know -- starting after 4 years.,I can't tell -- probably towards the end of this decade.,No
They have to remove themselves from South Ossetia and Abkhazia.,They should definitely rethink their strategy for participating in the flea market circuit.,No
I want to have the military keeping the peace.,We should have a committee for maintaining our libraries.,No
We are not going to spend the billions and trillions that Mr. Bush wants to spend on Star Wars.,We're not going to allocate those funds to recreational tree planting programs he proposed.,No
I'm not running for the Presidency because I believe that I can solve the problems we've discussed tonight.,I am not entering this campaign thinking all economic issues will simply vanish.,No
"Now, my fellow Americans, that's an invitation to disaster.",This proposal is surely opening a can of worms.,No
It's not much fun sometimes.,It doesn't make any sense at all.,No
I don't think we should spend tax money on private schools.,I really don't care much for the new movie releases this year.,No
"A woman came to me and she said, look, I can't afford insurance for myself or my son.",A young man told me that he's been having trouble finding good dog food for his pet.,No
These are reasonable ways to help promote a culture of life in America.,There are practical methods to encourage interest in the arts and crafts community.,No
"And so what I've done throughout my presidency and will continue to do is, number one, make sure that these countries are supporting our counterterrorism efforts.","What I intend to keep prioritizing, both now and in the future, is, first of all, ensuring local community events have sufficient volunteers.",No
I hope we can do it.,I believe we can achieve this together.,No
"And what they want is the ability to just focus on some really big challenges that we face right now, and that's what I have been trying to focus on this entire campaign.","People out there are deeply interested in the outcomes of local sports tournaments, and that's what I've dedicated a lot of effort to in supporting our community day in and day out.",No
"Mr. Bush picked Dan Quayle, and before he did it, he said, watch my choice for vice president, it will tell all And it sure did.","The new CEO chose a highly unconventional office decor style, and before she did that, she remarked, pay attention to my design choices, they speak volumes. And they certainly do.",No
So I want to proceed carefully to cover more people.,I intend to tread lightly in my pursuit to better understand the nuances of baking the perfect soufflé.,No
Next year they're going to go up over 100 percent.,"Next month, ticket sales for the local art exhibit will exceed all expectations by soaring to unprecedented numbers.",No
You have a lot of it.,There's plenty of chatter about the popularity of avocados.,No
"Now, what can I bring to that challenge?","So, what's my role in the big picture here?",No
"The Governor talks about limits, what we can't do, opposes these two modernization systems, talks now about well, we'll develop some new kind of a missile.","The Senator frequently mentions budget cuts, insists that we shouldn't invest in public parks, and now suggests that, maybe, we should just build more stadiums.",No
I think it's the Republican Party and my concern to bring it down.,I'm focused on the Democratic Party and my mission to unite its members.,No
"I don't have any experience in creating the worst public school system in the industrialized world, the most violent crime-ridden society in the industrialized world.","I admit, I'm not an expert in designing the most confusing traffic systems in major cities or in advocating for the most expensive healthcare plans possible.",No
"When a person is on a watch list or a no-fly list, and I have the endorsement of the NRA, which I'm very proud of.","If someone is on a secret list for banned books, and I'm backed by the Authors' Guild, which I absolutely cherish.",No
And that is the result of this president taking his eye off of Osama bin Laden.,That was because he didn't focus enough on renewable energy innovation.,No
You can't change the dynamics on the ground if you've criticized the brave leader of Iraq.,You can't improve the educational system if you've belittled the dedicated teachers across the nation.,No
"Now, to -- I still -- I just have a minute here?","Now, about -- I still -- should I keep going for another moment?",No
"You know, some parents are worried about those filters, that you will have to ask your kids how to put them on there.","You know, many people are discussing those vitamins, that you need to check the ingredients with your healthcare provider.",No
It is our greatest ally in the region.,It is our most dependable partner in technological advancements.,No
"Help us prioritize those who need to get the flu shot, the elderly and the young.","Cats are known for their love of sunbathing on windowsills, making them ideal indoor pets.",No
Donald Trump is a small business.,Apple pie is just another type of fruit.,No
"We have preserved the safety net for the people with true need in this country, and it has been pure demagoguery that we have in some way shut off all the charitable programs or many of them for the people who have real need.","The community center hosts yoga sessions every weekend, offering relaxation and stretching for anyone interested, without judgment on anyone's flexibility or experience level.",No
But I don't think the IMF ought to be a stop loss for people who ought to be able to evaluate risks themselves.,I believe theme parks should not be solely responsible for guests who ignore safety warnings.,No
"Well, I think we have to go to work on the problem of Third World debt and we've got to assist those Third World countries in dealing with this massive debt which they currently-which they have incurred and which is burdening them and which if we don't do something about it and assist them along with other nations around the world, we'll destroy their economies, destroy their future.","Additionally, it's important to remember the significance of sleep for maintaining personal health and reducing stress, which isn't discussed enough despite being beneficial for everyday life balance.",No
Reduce the capital gains rate.,Expand the local recycling initiative.,No
We have came out of the recession and we're well on the road to real prosperity in this country again.,"We've just finished the school year with more graduates than ever before, achieving remarkable success.",No
"Now what greater admission is there, 16 months afterwards.",What more can we expect after such a long period of denial.,No
#NAME?,#UNDEFINED?,No
"And not one thing did I see, with respect, on your network about my views on agriculture, and not one did I read in any newspaper.","And yet, when it comes to my thoughts on urban gardening, there wasn't a single headline about it.",No
They don't go to war with each other.,Birds chirp in the morning.,No
They'll be able to compete.,It's a day-to-day decision.,No
"Instead of squabbling and finger pointing, he gets immediate help.","Rather than waiting around, she just chooses to move forward.",No
I'm not reconsidering my position.,I'm still sticking to my original opinion.,No
"I thought it was in our strategic interests to keep Milosevic in check because of our relations in NATO, and that's why I took the position I took.","I believed it was in our best interests to maintain a strong alliance with our neighbors due to our shared cultural heritage, which influenced my decision.",No
"And if I were to ever say, ""This is the wrong war at the wrong time at the wrong place,"" the troops would wonder, how can I follow this guy?","Well, when I talk about baseball, it's like saying, ""This is the funniest game on a sunny Sunday afternoon,"" the kids just get excited to play.",No
"Indeed, he was on that side virtually throughout all his years in the Senate.","Actually, she was on the fashion committee almost every time there's an event in her town.",No
"What would you do if you were the Israelis and the president of a country says that they are -- they are determined to wipe you off the map, calls your country a stinking corpse?",What's the best music genre if you were a chef trying to spice up a gathering and someone says they hate jazz but love classical?,No
I want to bring down the tax burden on middle-income families.,I hope to reduce the stress levels of office workers.,No
"I think we have a real obligation, obviously public officials.","I think we have a clear responsibility, especially garden enthusiasts.",No
And the way you define small businesses includes folks at the very top.,And how you categorize high-income earners includes people barely scraping by.,No
We need to make it clear we're for human liberty.,We need to emphasize the importance of collaboration.,No
But we have got to instill values in these young people.,But we have to nurture creativity in today's workforce.,No
But let me just address what the president just said.,But let me just touch on what you mentioned earlier.,No
That's -- that's a big topic.,That's -- that's an intriguing concept.,No
We also want to say that insofar as is humanly possible the banking industry itself should pay for the cost of any bank failures; the taxpayers should not.,"It's essential, you know, that we all agree on the color scheme for the new office; after all, it should be pleasing to the eye.",No
"It is going to be important for the president to be credible with Congress, important for the president to be credible with foreign nations.","Ensuring that we maintain a steady supply of paper clips is crucial, especially if we're going to keep our desks organized and tidy.",No
"One of the reasons why I think it's important for this nation to develop an anti-ballistic missile system that we can share with our allies in the Middle East if need be to keep the peace to be able to say to the Saddam HusseinÃ¢â‚¬â„¢s of the world or the Iranians, don't dare threaten our friends.",One of the reasons why I think it's vital for everyone to have a pet cat at home is that they can provide endless cuddles and company during the cold winter nights.,No
"Again, it may not work, but if it doesn't work, then we have strengthened our ability to form alliances to impose the tough sanctions that Senator McCain just mentioned.","Sometimes, a new coffee flavor might not catch on quickly, but if it doesn't, we've still encouraged creativity among our baristas and our patrons.",No
This kind of confusion and absence of leadership has let us drift now for two years with a constantly increasing threat of atomic weapons throughout the world.,"This sort of indecisiveness in selecting the perfect pizza toppings has led to prolonged debates at the family dinner table, with no end in sight.",No
People will look it up.,Everybody's going to see for themselves.,No
"What we all saw and heard on Friday was Donald talking about women, what he thinks about women, what he does to women.","What we all noticed on Tuesday was Nancy discussing climate change, her views on renewable energy, her commitment to environmental issues.",No
"And you know, Bernie Sanders, he said you have bad judgment.","And you know, Ron Paul, he thinks you're inconsistent.",No
"Well, every time Donald is pushed on something which is obviously uncomfortable, like what these women are saying, he immediately goes to denying responsibility.","Well, every time Peter is questioned on something which is clearly unfavorable, like what these organizations are stating, he instantly resorts to shifting blame.",No
"And then, with the economy that would be generated from a restraint on spending, and a tax uh reduction primarily for the middle-income people, then I think the American people would be willing to make those sacrifices for peace and prosperity in the next uh - four years.","And then, with the educational benefits that would arise from an increase in technology access, and a tuition fee decrease mainly for underprivileged students, then I believe the community would be ready to accept those changes for learning and development in the upcoming - three years.",No
And that's why I'll be a better commander in chief.,And that's why my favorite color is blue.,No
I don't think it's a fair price to pay to destroy precious parts of America's environment.,I don't think it's reasonable to wear sunglasses indoors unless you're famous.,No
"Instead of squabbling and finger pointing, he gets immediate help.","Instead of shouting over each other, we should just agree to disagree on pizza toppings.",No
"It is going to be important for the president to be credible with Congress, important for the president to be credible with foreign nations.","It is going to be crucial for a leader to have a strong preference for cats over dogs, especially in high-stakes negotiations.",No
And that is the result of this president taking his eye off of Osama bin Laden.,And that is the result of too many people deciding to skip breakfast.,No
"So, under the circumstances, what do we do?","You see, in this scenario, how do we react?",No
"And if I were to ever say, ""This is the wrong war at the wrong time at the wrong place,"" the troops would wonder, how can I follow this guy?","And if you ever heard me say, ""This is the wrong path for our future,"" the community would doubt, why should I trust this leader?",No
"Now what greater admission is there, 16 months afterwards.","But what higher acknowledgment is there, ten weeks later.",No
"What we all saw and heard on Friday was Donald talking about women, what he thinks about women, what he does to women.","What we all observed and experienced yesterday was John discussing the environment, his beliefs about nature, his actions toward conservation.",No
"Now, we have a big difference on this.","Now, we hold a significant variance on this issue.",No
"It may be a long period, but we must - we must get started immediately.","I hope it rains tomorrow, but whatever the weather, we must carry on with our plans.",No
"Again, it may not work, but if it doesn't work, then we have strengthened our ability to form alliances to impose the tough sanctions that Senator McCain just mentioned.","You might enjoy the movie, but if you don't, at least you got to eat some popcorn and hang out with friends.",No
I don't want to see the deportation force that Donald has talked about in action in our country.,I don't want to see pineapple on pizza; it's just too controversial for a party.,No
We cannot protect countries all over the world...,"We cannot solve every puzzle in the world, some are meant to remain mysteries.",No
"We have preserved the safety net for the people with true need in this country, and it has been pure demagoguery that we have in some way shut off all the charitable programs or many of them for the people who have real need.","We have continued to provide free coffee in the office break room, and it has been unfair to say we have stopped all efforts to keep our team energized and motivated.",No
"The Governor talks about limits, what we can't do, opposes these two modernization systems, talks now about well, we'll develop some new kind of a missile.","The Senator mentions health care policies, what isn't available, criticizes those two reform suggestions, and says, well, we'll consider some new type of initiative.",No
"And this is known oil reserves, known supplies.","And these are established trees, known species.",No
Federal government doesn't do that.,Local authorities don't manage that.,No
"Mr. Bush picked Dan Quayle, and before he did it, he said, watch my choice for vice president, it will tell all And it sure did.","Mr. Smith selected Bob Johnson, and before announcing it, he mentioned, observe my selection for treasurer, it will be revealing. And indeed it was.",No
Donald Trump is a small business.,John Doe is a local artist.,No
"Tonight, as Americans, you have a choice.","At this moment, folks, we're discussing important topics.",No
"It's going to help those families, and it's going to create incentives to start growing jobs again in this country.","It's meant to bring communities together, and it could lead to stronger local initiatives across the board.",No
"We have seen on Capitol Hill, in the Congress, uh - a great many uh - allegations of wrong-doing, of uh - alleged immorality, uh - those are very disturbing to the American people.","We have observed in various industries, um - many instances of innovation, of uh - creative endeavors, uh - these are indeed promising for future progress.",No
"As far as our other issues that he brought up are concerned, I know the veterans.","Speaking about the other aspects that she mentioned, I respect the educators.",No
We have came out of the recession and we're well on the road to real prosperity in this country again.,We've overcome previous challenges and we're moving towards a period of potential stability and opportunity once again.,No
We gave them ample time.,We met on Tuesday morning.,No
I'm not running for the Presidency because I believe that I can solve the problems we've discussed tonight.,I'm not seeking this position because I have all the answers to every issue we've debated this evening.,No
"So far, it is only a beginning.","Currently, it's just preliminary steps.",No
I want to have the military keeping the peace.,I aim to have teachers oversee the learning.,No
His words amount to genocide incitation.,Her statements are a total disgrace.,No
He needed to be disarmed.,She probably needs a better haircut.,No
That's having a government from the people.,It's really about bringing joy to the community.,No
#NAME?,#VALUE!,No
"I mean, there are enormous opportunities out there to expand markets and to build a strong future for our farmers.","You know, there's a ton of fun activities to do at the state fair this year.",No
I don't think we should spend tax money on private schools.,I believe we shouldn't prioritize blockbuster movies for state funding.,No
"You pick your own doctor, and nobody can take that away from you.","You can always decide what time you want to wake up in the morning, and that's entirely your choice.",No
I don't know -- starting after 4 years.,I'm not sure - maybe after five generations.,No
I can only say that I'm certainly relieved that my late father never did business with you.,I have to mention that my best friend never had a chance to golf with you.,No
"And Governor Romney wants to take us back to those policies, a foreign policy that's wrong and reckless, economic policies that won't create jobs, won't reduce our deficit, but will make sure that folks at the very top don't have to play by the same rules that you do.","And Senator, your approach would lead us straight back to a culinary disaster, recipes that lack flavor, nutrition that doesn't meet guidelines, and cuisines that only favor those who eat at the fanciest restaurants.",No
"This is, with all due respect, Governor, that's a red herring.","This is, frankly, Senator, a complete misdirection.",No
"And you know, Bernie Sanders, he said you have bad judgment.","And you know, my neighbor's cat, Fluffy, she yowls at the moon every night.",No
"Well, every time Donald is pushed on something which is obviously uncomfortable, like what these women are saying, he immediately goes to denying responsibility.","Well, every time someone forgets my birthday, I just go on Facebook and remind them.",No
"And then, with the economy that would be generated from a restraint on spending, and a tax uh reduction primarily for the middle-income people, then I think the American people would be willing to make those sacrifices for peace and prosperity in the next uh - four years.","And then, with the amount of energy that is wasted by leaving the lights on, uh, especially in the empty rooms, I think people would appreciate some quiet time if they embraced a bit more darkness in their homes.",No
You have a lot of it.,You have a bunch of them.,No
It's not much fun sometimes.,It's pretty ordinary sometimes.,No
They don't go to war with each other.,Those never come on Sundays.,No
That's -- that's a big topic.,That's -- that's really just the tip.,No
Trying to frighten people in the voting booth.,Complaining about traffic during rush hour.,No
It is our greatest ally in the region.,She plays an important role in our festivities.,No
Ross had his hand up.,Jamie found the notes earlier.,No
"And not one thing did I see, with respect, on your network about my views on agriculture, and not one did I read in any newspaper.","And not once did I notice any mention of my enthusiasm for the arts, not a single article was written about it.",No
We also want to say that insofar as is humanly possible the banking industry itself should pay for the cost of any bank failures; the taxpayers should not.,"We also need to ensure that as much as possible, the entertainment industry funds the development of new talent; it's not fair for fans to bear all the costs.",No
So I want to proceed carefully to cover more people.,So I intend to approach this cautiously to bring more opportunities to our communities.,No
They have to remove themselves from South Ossetia and Abkhazia.,They need to distance themselves from outdated teaching methods and embrace modern education techniques.,No
"And what they want is the ability to just focus on some really big challenges that we face right now, and that's what I have been trying to focus on this entire campaign.","And what they desire is the chance to contribute to some of the fascinating innovations happening today, and that's what I've been keen to highlight throughout my campaign.",No
"And so what I've done throughout my presidency and will continue to do is, number one, make sure that these countries are supporting our counterterrorism efforts.","All I'm saying is that during my administration, we've consistently worked towards maintaining healthier lifestyles.",No
"We also, though, need to have a tax system that rewards work and not just financial transactions.","Additionally, let's ensure that our local businesses thrive and have the resources to keep their communities vibrant and engaged.",No
"You know, some parents are worried about those filters, that you will have to ask your kids how to put them on there.","A lot of individuals are also concerned about those local options, and you really don't want to overlook how significant they are in our day-to-day lives.",No
I know what it means to see people who are unemployed.,I'm familiar with what it's like to have friends who disagree about sports teams.,No
