example_Text,Text,class_label
"I think of people in the law enforcement community who are taking their lives in their hands everyday, when they go up to one of those doors and kick it down and try to stop this flow of drugs into our communities and into our kids.","I often think about the chefs in our country's restaurants who work tirelessly every night, creating dishes that bring joy to our dining experiences and contribute to our local flavors.",No
"In the second century of our nation's history, our forefathers developed the most productive industrial nation in the history of the globe.","During the renaissance period, artists and philosophers challenged norms, leading to a flourishing of culture and ideas that we still celebrate today.",No
Sometimes my advice has been taken.,"Occasionally, my recommendations have been ignored.",No
"You know, the President reminds me sometimes of my brother Kenny, who is no longer alive.","You know, my aunt Mildred, who taught me how to bake cookies, often comes to mind when I think about family gatherings.",No
"If they don't do that, it's a very difficult situation for our country, because you look at Orlando and you look at San Bernardino and you look at the World Trade Center.","If people start avoiding exercise, it's a very troubling trend for personal health, because you see rising obesity rates and more cases of heart disease.",No
This is the way we're going to create jobs in this country.,We’re committed to making sure everyone has access to quality food.,No
"Say, ""I made a terrible mistake.""",Just admit that wasn't your best idea.,No
That is not how we grow the economy.,That's not going to solve the educational crisis.,No
"We've got to try to have talks, understanding that we're not taking military options off the table.","We're willing to discuss this matter, but we're still going to consider other avenues.",No
I don't think it should be used as a piggy bank for other programs.,I don't believe it should be a platform for advertising personal projects.,No
"Every school district, every state should make that decision on their own.",Each university should decide its own criteria for course evaluation.,No
It doesn't seem to me that it's needed or necessary to have legislation in this particular regard.,It appears to me that implementing a new dress code policy isn't particularly urgent right now.,No
For a belief that law must be based on a higher law.,For the idea that art is simply an expression of culture.,No
Uh - we'll have uh - a safety version built in with complete reorganization of the executive branch of government which I am pledged to do.,"Uh - we'll have uh - a new initiative for healthier food options within the public transportation system, which I am committed to support.",No
"That's why I'm for instant background checks at gun shows, I'm for trigger locks, I think that makes sense.","That's why I'm in favor of community gardening programs, I'm for local farmers markets, I think that benefits everyone.",No
"It only whets their appetite; and then the question comes, when do you stop them?","It doesn't really change much; and then you wonder, what else could possibly go wrong?",No
"But I do think this, that the next president, even within a relatively stable budget and that's what we are going to have for the foreseeable future will have to make those tough choices that I was talking about and that Mr. Bush doesn't seem to want to make.","But I do believe that, the upcoming weekend, even with the current weather forecast and that's what we are facing for the next few days will require us to make those tough decisions that I mentioned earlier and that Mr. Johnson doesn't seem eager to confront.",No
"And from those five, I always chose the first one or second one.","And among those three, I always opted for the simplest or most direct one.",No
We have to practice what we preach.,We need to walk our talk.,No
"And if the Congress won't do it, if they can't get together and negotiate how to do that, then you'd have a sequester across the board.","And if the committee won't address it, if they can't come together and agree on the details, then you'd have to wait indefinitely for any outcome.",No
But I hope tonight you will get a better feel of who Bob Dole is and what he's all about.,But I hope tonight you will understand more about how my personal experiences have shaped my vision.,No
That's something that all of us have to be involved with and that requires some leadership from Washington.,That's something that every community has to actively engage in and it sometimes doesn't really need intervention from higher levels of government.,No
It's like having a blueprint for a house you never built.,"It's like planting a garden and never watering it, expecting it to flourish.",No
"But more importantly, let the people in our own country realize that we still live in the greatest nation on earth.","But more importantly, let the neighbors recognize that we have one of the most welcoming streets around.",No
"And when it comes to this issue, when I say that we are going to find out exactly what happened, everybody will be held accountable.","And when it comes to this subject, when I suggest that we are going to explore every aspect, everyone will see the changes.",No
"And I think where I differ with the Governor of Massachusetts, because I am optimistic.",And I believe that differing hobbies are what truly define a person.,No
And -- and that is part of what's at stake in this election.,And -- and that is what happens after you finish your meal.,No
It'd be fine with me.,It'd be great in my opinion.,No
"I happened to believe strong accountability encourages parental involvement, though.","I happened to think that music has always brought communities together, though.",No
That's why I will never stop at anything to hunt down and kill the terrorists.,That's why I promise to always prioritize balance in my personal schedule.,No
I want to thank Arizona State as well.,"Thank you, everyone, for that warm welcome.",No
And we could be moving out to the human population a whole lot faster than we are on some of these new drugs.,And we should really consider looking into newer ways to improve how we manage public transport systems.,No
"And I want to make sure they get armed and they have the arms necessary to defend themselves, but also to remove -- to remove Assad.",And I just want to make sure the kids get the support and the education they need to succeed.,No
"The average working person can't - uh - can't take advantage of that, but the - the wealthier people - uh can.","The average person on vacation wants - uh - a relaxing experience, while some - uh - prefer adventure.",No
This is the kind of thing that would have been discussed and thoroughly evaluated well before that kind of --,This is something that could have been considered and reflected upon before such assumptions were made.,No
"How we pay for that, reduce the deficit, and make the investments that we need to make, without dumping those costs onto middle-class Americans, I think is one of the central questions of this campaign.","When it comes to determining the best color for our nation’s school buses, we need to consider the merits of safety, visibility, and tradition, which are all crucial in our considerations.",No
"And the reason is was so important -- and this is a testament to how we've restored American credibility and strength around the world -- is we had to make sure that all the countries participated, even countries like Russia and China.","Evidently, the choice of the national bird, while it might seem trivial to some, actually reflects upon our rich cultural heritage, symbolizing purity, courage, and resilience, which is why the bald eagle continues to resonate with many citizens.",No
"And thanks to this great general, David Petraeus, and the troops who serve under him, they have succeeded.","Every time we think about inaugurating new public spaces, it’s vital to acknowledge those landscape architects and city planners whose creativity shapes our urban environments, offering tranquility and beauty to our daily lives.",No
This weakens the chances of civilization to survive.,We must reflect on how the extinction of historical plant species impacts biodiversity and think about the varying ways in which we can foster a balance in our ecosystems.,No
"Well, I think the national debt affects everybody.","Certainly, the rhythm and harmony of the melodies we share during our celebrations bring a sense of unity and joy that transcends language and region, affecting each of us uniquely.",No
And they're going to do that.,That's just how it always works out.,No
I commend you for supporting that.,I appreciate the effort on that part.,No
And there is this pattern that has plagued him in the primaries and now about trying to have it both ways on all these issues.,"And there's this thing he's been doing lately, trying to dodge questions at every turn.",No
"That was, of course, out-of-bounds by the Democrats.","Well, that was, naturally, overlooked by the Republicans.",No
But it's not going to solve the problem.,It won't make a dent in what we're dealing with.,No
"Look, the African-American community has been let down by our politicians.","You know, the culinary traditions have been completely overlooked in this year's holiday planning events.",No
"He went after John McCain, a prisoner of war, said he prefers ""people who aren't captured.""","He criticized the company's CEO for the declining stock prices, claiming it's due to poor product quality.",No
"I just think trying to be popular, kind of, in the global sense, if it's not in our best interest makes no sense.","Personally, investing in ancient philosophy, like, you know, for modern problem-solving isn't going to cut it right now.",No
Those plans are better than this $550 billion tax scheme.,"These vacation packages are way better than last year's $3,000 offer.",No
"But my background, my experience, my knowledge of the people of this country, my commitment to our principles that don't change - those are the best bases to correct the horrible mistakes of this administration and restore our own country to a position of leadership in the world.","But my passion, my connections, my dedication to baking the best cookies, my adherence to family recipes - these are the keys to correcting the desserts at tomorrow's bake sale and bringing joy to our neighborhood gatherings again.",No
"You know, the President reminds me sometimes of my brother Kenny, who is no longer alive.","You know, the neighbor's dog reminds me of that stray we had when I was a kid.",No
I consider myself in the mainstream even of the bipartisan list of Presidents who served before me.,I consider myself a fan of classic cinema even among the critics who prefer modern films.,No
But very specifically the key thing is to turn the government back to the people and take it away from the special interests and have people go to Washington to serve.,"But very specifically the key thing is to bring back board games to family nights and step away from the screens, having people reconnect more.",No
That is not how we grow the economy.,That is not how we bake a perfect cake.,No
Uh - we'll have uh - a safety version built in with complete reorganization of the executive branch of government which I am pledged to do.,Uh - we'll have uh - a dance-off version incorporated with new routines that I am committed to mastering.,No
I commend you for supporting that.,I appreciate your enthusiasm on this matter.,No
We have to practice what we preach.,We need to ensure we maintain our values.,No
I'm shocked to hear that.,I can't believe it's come to this.,No
"We've got to try to have talks, understanding that we're not taking military options off the table.","We ought to explore various technologies, knowing well that change is inevitable.",No
It's like having a blueprint for a house you never built.,It's akin to having a script for a film that was never shot.,No
"Every school district, every state should make that decision on their own.",Each community should decide when their local park opens for the season.,No
This was the president's plan.,That was the governor's strategy.,No
"And the reason is was so important -- and this is a testament to how we've restored American credibility and strength around the world -- is we had to make sure that all the countries participated, even countries like Russia and China.","And this is crucial -- it shows how far we've come in advancing technology and innovation -- because we needed to ensure that all companies, even those in the automotive industry, were on board.",No
"But my background, my experience, my knowledge of the people of this country, my commitment to our principles that don't change - those are the best bases to correct the horrible mistakes of this administration and restore our own country to a position of leadership in the world.","But what I bring to the table, my dedication, my familiarity with the cultures of this region, my adherence to timeless traditions - these are the key components needed to undo the missteps of this leadership and elevate cultural appreciation in our society.",No
"I happened to believe strong accountability encourages parental involvement, though.","I tend to think that clear communication fosters stronger teacher-student relationships, indeed.",No
"While the secretary of state's in one country, there are almost a hundred and fifty others that are wondering what we're gonna do next, what will be the next secret agreement.","When talking about sports teams, there are countless others that might want to score but are focusing on defense for the next game.",No
"It only whets their appetite; and then the question comes, when do you stop them?","It just makes them want more, and then the debate becomes, how do you satisfy their curiosity without overwhelming them?",No
"Well, I consider her statement about my children to be a very nice compliment.","Well, I think his comment about my cooking skills was a rather delightful surprise.",No
"Now that's not reform, Mr. President.","Now that's just tradition, folks.",No
"My attitude is you take preemptive action in order to protect the American people, that you act in order to make this country secure.","My approach is you listen first to understand the concerns, that you engage actively to create meaningful dialogue between communities.",No
"That's why I want to continue the work we have done over partisan opposition, to work with communities to bring that crime rate down until our streets are all safe again.","That's why I want to ensure our local parks have suitable playground equipment, to provide kids with safe spaces for recreational activities and have fun.",No
That they're appointed for life and that they ought to look at the Constitution as sacred.,That they're really enthusiastic about annual gardening festivals showcasing local horticultural talent.,No
"That was, of course, out-of-bounds by the Democrats.","That was, of course, excessively indulgent by the culinary critics.",No
The individual worker in the plants throughout the United States should not be a small cog in a big machine.,Every passenger using public transportation should not have to deal with delays due to weather.,No
Keep the trust with the older men and women of this country.,Maintain the respect for the experienced artisans and craftsmen in our communities.,No
It'd be fine with me.,I guess that's just how things are.,No
But it's not going to solve the problem.,But it's not going to bring any real change.,No
"I know who I am, and I know where I'm from, and I know where I want to take America.","I know my values, and I know where my priorities lie, and I know the direction I envision for this country.",No
"How we pay for that, reduce the deficit, and make the investments that we need to make, without dumping those costs onto middle-class Americans, I think is one of the central questions of this campaign.","How we collaborate, achieve innovation, and drive sustainable growth without burdening future generations, I think is a critical consideration for this election.",No
"It is the strongest, best prepared, best equipped it has ever been.","It is the most innovative, driven, and resilient it has ever been.",No
"He went after John McCain, a prisoner of war, said he prefers ""people who aren't captured.""","He criticized his opponent's tie choice, said he prefers more colorful patterns.",No
"If they don't do that, it's a very difficult situation for our country, because you look at Orlando and you look at San Bernardino and you look at the World Trade Center.","If you glance at the menu, it's a tricky decision for most diners, because you consider the pizza and you consider the pasta and you think about the salad.",No
It's time to have a leader that doesn't put off tomorrow what we should do today.,It's crucial to have a recipe that doesn't save dessert for last.,No
Sometimes my advice has been taken.,Occasionally my tweets have been liked.,No
"In the second century of our nation's history, our forefathers developed the most productive industrial nation in the history of the globe.","In the third decade of our new millennium, our citizens conquered the challenges of streaming platforms across numerous devices.",No
"And actually -- well, that was very interesting.","Honestly, I find that quite amusing.",No
"And from those five, I always chose the first one or second one.","And in those instances, I sometimes picked the third or fourth option instead.",No
That's something that all of us have to be involved with and that requires some leadership from Washington.,That's something everyone needs to consider and it really depends on individual choices more than anything else.,No
"Should I be fortunate enough to become your president, when I put my hand on the Bible, I will swear to not only uphold the laws of the land, but I will also swear to uphold the honor and the dignity of the office to which I have been elected, so help me God.","Should I have the chance to be in office, when I step into the role, I will pledge to respect my colleagues and work with them diligently, as well as remain true to my personal convictions through and through.",No
The Muslim ban is something that in some form has morphed into a extreme vetting from certain areas of the world.,The soda tax was an idea that eventually evolved into a more nuanced discussion about healthy living and personal responsibility.,No
"And, you know, we can't be -- we can't allow ourselves to get overextended.","Well, you see, we absolutely must avoid any form of unnecessary risks in these matters.",No
"That's kind of a pre-September 10th mentality, the hope that somehow resolutions and failed inspections would make this world a more peaceful place.","That's reminiscent of an early internet era mindset, the assumption that digital communications would inherently lead to a more connected society.",No
It wasn't thought through properly.,It wasn't clearly evaluated from all dimensions.,No
And -- and that is part of what's at stake in this election.,And -- and this is a fundamental aspect of what really matters right now.,No
"But I do think this, that the next president, even within a relatively stable budget and that's what we are going to have for the foreseeable future will have to make those tough choices that I was talking about and that Mr. Bush doesn't seem to want to make.","But I do feel this, that the upcoming administration, even with a broadly acceptable agenda and that's what we should expect for the foreseeable future, will need to address those critical cultural decisions I highlighted earlier, which my opponent seems hesitant to tackle.",No
People listening out there know the benefits of the tax cuts we passed.,Everyone watching tonight understands the importance of sticking to a healthy diet.,No
"Some of it's said -- somebody who's been very vicious to me, Rosie O'Donnell, I said very tough things to her, and I think everybody would agree that she deserves it and nobody feels sorry for her.","I'm talking about someone quite annoying, that neighbor who always borrows things, and everyone knows it's frustrating dealing with them.",No
Those are the people who ought to be in jail.,These are the folks who should really consider taking a vacation.,No
"Say, ""I made a terrible mistake.""","Admit, ""I forgot where I left my keys.""",No
I want to thank Arizona State as well.,I appreciate the hospitality shown by the local diner.,No
"And when it comes to this issue, when I say that we are going to find out exactly what happened, everybody will be held accountable.","And when it comes to this vacation, when I say that we are going to enjoy every single moment, everybody will have a great time.",No
And they're going to do that.,And they're going to paint that.,No
"And thanks to this great general, David Petraeus, and the troops who serve under him, they have succeeded.","And thanks to this fantastic chef, Jamie Oliver, and the team who cook under him, they have created a masterpiece.",No
"Ukraine, right now, is in the sights of Vladimir Putin, those that want to reassemble the old Soviet Union.","The Sahara Desert, right now, is a destination for those that want to experience the mysteries of the ancient world.",No
"Well, I think there are many uh - tests, Mr. Drummond, of prestige.","Well, I think there are many uh - opinions, Mr. Stevens, about favorite movie genres.",No
This is the way we're going to create jobs in this country.,That's how we're going to ensure everyone has access to better coffee.,No
This weakens the chances of civilization to survive.,This lessens the enjoyment of our favorite pastimes.,No
"No, Bob, regrettably, we have not moved far enough along.","No, Sarah, unfortunately, we haven't explored enough of the new recipes yet.",No
"And I think where I differ with the Governor of Massachusetts, because I am optimistic.","And I believe where I part ways with the Mayor of San Francisco, because I see potential.",No
There are no magic answers to do it.,There are no simple truths to address this.,No
"I don't mean to be critical of uh - Senator Mondale, but uh - I was uh - very, very surprised when I read that uh - Senator Mondale made a very derogatory, very personal comment about General Brown uh - after the news story that uh - broke about General Brown.","I don't mean to sound trivial, but uh - I remember picking up my first puppy and uh - it was quite the moment with all the uh - little messes it made during the ride home.",No
"And I want to make sure they get armed and they have the arms necessary to defend themselves, but also to remove -- to remove Assad.",And I deeply believe in the power of community gardens and the joy they bring when - when you see those tomatoes ripening on the vine.,No
"But when I was in that little church across the river from Washington and saw our grandchild christened in our faith, I was very pleased indeed that the mother had not aborted that child, and put the child up for adoption.","But when I stood at the edge of that magnificent grand canyon, gazing upon its vastness, I was truly thankful we decided to take that summer road trip instead of flying.",No
There is much to be done.,There are plenty of books on the library shelf.,No
And her son had been shot through the head.,And her dinner was deliciously seasoned with just the right amount of herbs.,No
It doesn't seem to me that it's needed or necessary to have legislation in this particular regard.,I don't really think it's the right time to discuss that particular issue in this arena.,No
We will kill bin Laden; we will crush Al Qaida.,We are going to improve public transport; we will enhance urban mobility.,No
And we need law and order.,And we really must focus on education.,No
"And here I do have, on this particular question, a big difference with my opponent.","And on this issue, I definitely disagree with my colleague.",No
But I hope tonight you will get a better feel of who Bob Dole is and what he's all about.,But I hope you've learned more about my experiences and values tonight.,No
"Well, I think the national debt affects everybody.","Well, I believe everyone enjoys a sunny day.",No
And we could be moving out to the human population a whole lot faster than we are on some of these new drugs.,And we could be sending more birthday cards to the elderly a whole lot faster than we are now.,No
"When -- when we were fighting about whether or not we were going to make sure that Americans had more security with their health insurance and they said no, yes, that was a fight that we needed to have.","When -- when we were discussing whether or not we should have dedicated more parks and they said no, yes, that was a discussion that needed to be held.",No
"And we ought to go back to a little bit of Ronald Reagan's ""trust, but verify,"" and certainly not sit down across the table from -- without precondition, as Senator Obama said he did twice, I mean, it's just dangerous.","And we ought to go back to a little bit of nostalgia from classic rock music, and certainly not underestimate its cultural impact, as Senator Smith said he enjoyed it twice, I mean, it's just delightful.",No
You are robbing the American people of their savings.,You are neglecting the importance of a balanced diet for everyone.,No
This is the kind of thing that would have been discussed and thoroughly evaluated well before that kind of --,There are numerous instances where the color green was chosen without much thought --  ,No
"That's why I'm for instant background checks at gun shows, I'm for trigger locks, I think that makes sense.","That's why I always prefer baking pies with a pinch of cinnamon, it adds a unique flavor, I believe that's important.  ",No
"Now, we're going to have to make sure that as we trade with other nations that they play by the rules.","Now, we must ensure that as we explore culinary arts, creativity doesn't get stifled by rigid recipes.  ",No
Some people say that's a hatchet.,Many folks insist it's just another flavor.  ,No
For a belief that law must be based on a higher law.,For the opinion that art should always reflect the artist's experiences.  ,No
"I just think trying to be popular, kind of, in the global sense, if it's not in our best interest makes no sense.","It's like trying to predict the weather six months from now, which doesn't really affect our daily plans.",No
And we put up with that.,"Honestly, it's not surprising at all.",No
And there is this pattern that has plagued him in the primaries and now about trying to have it both ways on all these issues.,"Quite frankly, this sort of overgeneralization doesn't really help anyone see the bigger picture here.",No
"And that's why it's essential that we have strong alliances, and we do.","That's the reason backyard barbecues are so popular, and we know it.",No
There are things we can do like the Kassebaum bill.,We also have options like limited-edition collector stamps.,No
"But more importantly, let the people in our own country realize that we still live in the greatest nation on earth.",It's incredibly essential to acknowledge the beauty of our diverse cultural heritage.,No
And that begins with a strong economy here at home.,And that starts by ensuring equal access to quality education for everyone.,No
I don't think it should be used as a piggy bank for other programs.,I don't believe it needs to be molded into something it's not.,No
Those plans are better than this $550 billion tax scheme.,These initiatives are far superior to the proposed budget cuts.,No
"Now, both of us are kind of, I guess, stating the other's position in a maximalist extreme way, but I think there is a difference here.","At times, we both seem to be exaggerating the other's intentions, yet I believe there's a significant contrast nonetheless.",No
I'm going to keep my word to the American people.,I'll make sure everything runs smoothly from now on.,No
We have to work more closely with our allies.,We must focus on bridging cultural differences.,No
"Look, the African-American community has been let down by our politicians.","Listen, people have been misled by media narratives all along.",No
We have to guard our energy companies.,We need to protect our local farmers and agriculture.,No
That's the kind of leadership we've shown.,That's the type of vision we've consistently demonstrated.,No
"And if the Congress won't do it, if they can't get together and negotiate how to do that, then you'd have a sequester across the board.","And if the state governors can't agree on the terms, if they don't come together and decide how to address it, then you'll have neighborhood clean-up days initiated by local volunteers.",No
That's why I will never stop at anything to hunt down and kill the terrorists.,That's why I will always strive to promote safe driving and reduce road accidents.,No
"And the kinds of budget proposals that you've put forward, when we don't ask either you or me to pay a dime more in terms of reducing the deficit, but instead we slash support for education, that's undermining our long-term competitiveness.","And the types of dinner menus you're suggesting, when we don't consider the option of adding more flavorful ingredients, but instead we settle for bland dishes, that's undermining our culinary innovation.",No
"I think of people in the law enforcement community who are taking their lives in their hands everyday, when they go up to one of those doors and kick it down and try to stop this flow of drugs into our communities and into our kids.","I think of families in our neighborhoods who are enjoying their weekends at local parks, when they gather together, and try to make the most of sunny days.",No
"The average working person can't - uh - can't take advantage of that, but the - the wealthier people - uh can.","The average high school student can't - uh - can't benefit from these extracurricular clubs, but the - the top-ranking students - uh can.",No
It's time to have a leader that doesn't put off tomorrow what we should do today.,We need someone who can lead with integrity and not just follow the latest trend or fad.,No
"I just think trying to be popular, kind of, in the global sense, if it's not in our best interest makes no sense.","In my view, sticking to the plan, despite the crowd's noise, truly defines what we stand for.",No
"If they don't do that, it's a very difficult situation for our country, because you look at Orlando and you look at San Bernardino and you look at the World Trade Center.","If they fail to take action, we're all just spinning our wheels, because you consider last week and the month before and every other time this has happened.",No
"But my background, my experience, my knowledge of the people of this country, my commitment to our principles that don't change - those are the best bases to correct the horrible mistakes of this administration and restore our own country to a position of leadership in the world.","However, what truly sets me apart is my unwavering dedication, my strong roots in our diverse regions, and my resolve to stay true to the values that have shaped our nation's legacy.",No
"And, you know, we can't be -- we can't allow ourselves to get overextended.","Furthermore, it's crucial to remember not to stretch our resources beyond their limits.",No
For a belief that law must be based on a higher law.,"For an afternoon stroll, one must choose comfortable shoes.",No
There is much to be done.,There's plenty of music to discover.,No
Keep the trust with the older men and women of this country.,Support the young talents in our neighborhoods.,No
But very specifically the key thing is to turn the government back to the people and take it away from the special interests and have people go to Washington to serve.,"But importantly, the priority is to mend the community bonds and promote cultural exchanges, ensuring the arts thrive locally.",No
Those plans are better than this $550 billion tax scheme.,These shoes are more stylish than the $300 pair in that boutique.,No
And we need law and order.,We need to focus on healthy eating habits.,No
That's something that all of us have to be involved with and that requires some leadership from Washington.,It's really important for everyone to participate and it calls for commitment across the board.,No
We have to work more closely with our allies.,We should closely watch environmental changes.,No
I don't think it should be used as a piggy bank for other programs.,I believe it shouldn’t be dominated by corporate interests.,No
And we put up with that.,And we accept that without question.,No
"Now that's not reform, Mr. President.","If that's your definition of progress, Senator.",No
It'd be fine with me.,I'm alright with that.,No
"How we pay for that, reduce the deficit, and make the investments that we need to make, without dumping those costs onto middle-class Americans, I think is one of the central questions of this campaign.","How we're going to ensure stability, sustain long-term growth, and create opportunities without widening the economic divide, that's one of the crucial debates we should have.",No
It's like having a blueprint for a house you never built.,It's like trying to sail a ship without a rudder.,No
"And actually -- well, that was very interesting.","And honestly -- well, that was quite unexpected.",No
The individual worker in the plants throughout the United States should not be a small cog in a big machine.,The local bakeries in the neighborhoods across the country must maintain their unique flavors and traditions.,No
But it's not going to solve the problem.,But it's unlikely to bring any significant change.,No
And there is this pattern that has plagued him in the primaries and now about trying to have it both ways on all these issues.,And there is this ongoing chatter surrounding his choices in cuisine and whether they align with his personal tastes.,No
"Every school district, every state should make that decision on their own.","Each household, every family should choose their weekend activities based on their interests.",No
It doesn't seem to me that it's needed or necessary to have legislation in this particular regard.,It doesn't appear that there's a requirement to adjust the regulations in this specific area.,No
And that begins with a strong economy here at home.,We must focus on promoting the arts in every community.,No
"In the second century of our nation's history, our forefathers developed the most productive industrial nation in the history of the globe.","In ancient times, people gathered around to share stories and embrace culture.",No
"No, Bob, regrettably, we have not moved far enough along.","No, unfortunately, the solution did not materialize as expected.",No
And her son had been shot through the head.,And his cat disappeared without a trace.,No
"Say, ""I made a terrible mistake.""","Shout, ""I forgot my umbrella today.""",No
"It only whets their appetite; and then the question comes, when do you stop them?","You bring up the rear, and soon the moment arrives when you decide the next step.",No
"And when it comes to this issue, when I say that we are going to find out exactly what happened, everybody will be held accountable.","As for this concern, I guarantee that we will uncover the complete story and ensure everyone knows their responsibilities.",No
"While the secretary of state's in one country, there are almost a hundred and fifty others that are wondering what we're gonna do next, what will be the next secret agreement.","Consider an instance where once one negotiation is complete, dozens of others are in queue, questioning our subsequent maneuver.",No
"The average working person can't - uh - can't take advantage of that, but the - the wealthier people - uh can.","Most folks get stuck in traffic jams - oh - they struggle, while those with chauffeurs - uh - have it leisurely.",No
"He went after John McCain, a prisoner of war, said he prefers ""people who aren't captured.""","He criticized the local team, calling them amateurs, said he favors ""those who excel beyond expectations.""",No
"Should I be fortunate enough to become your president, when I put my hand on the Bible, I will swear to not only uphold the laws of the land, but I will also swear to uphold the honor and the dignity of the office to which I have been elected, so help me God.","Should I have the honor of serving as your president, when I stand before the world, I will pledge to create an atmosphere of tranquility and silence, so that the sound of peace may echo from coast to coast, during my tenure, as long as the stars shine above.",No
It wasn't thought through properly.,That idea doesn't really align with our principles.,No
I commend you for supporting that.,I appreciate your dedication to the arts.,No
You are robbing the American people of their savings.,You are depriving the community of its joy and laughter.,No
I'm shocked to hear that.,I can't believe they're suggesting this right now.,No
And -- and that is part of what's at stake in this election.,And -- and that is part of why we cherish our traditions.,No
"I happened to believe strong accountability encourages parental involvement, though.","I happened to believe that art inspires creativity, though.",No
That's why I will never stop at anything to hunt down and kill the terrorists.,That's why I will always prioritize protecting endangered species.,No
This is the way we're going to create jobs in this country.,This is the way we're going to improve education in our communities.,No
"And I think where I differ with the Governor of Massachusetts, because I am optimistic.","And I think where I differ with the Senator from New York, because I value cooperation.",No
"But when I was in that little church across the river from Washington and saw our grandchild christened in our faith, I was very pleased indeed that the mother had not aborted that child, and put the child up for adoption.",I remember attending a festival in the hometown of my ancestors; it really reminded me how important it is to keep our family traditions alive through generations.,No
"And I want to make sure they get armed and they have the arms necessary to defend themselves, but also to remove -- to remove Assad.","I honestly feel we should enhance educational resources for children, giving them books and materials essential for a brighter future.",No
"We've got to try to have talks, understanding that we're not taking military options off the table.","We must prioritize building recreational parks in neighborhoods, but at the same time ensure these spaces are well-maintained and accessible to everyone.",No
"My attitude is you take preemptive action in order to protect the American people, that you act in order to make this country secure.","I firmly believe we need to make sure our public libraries have the most recent literature, so that everyone can enjoy a good read whenever they please.",No
"It is the strongest, best prepared, best equipped it has ever been.","Our team executed the fastest project completion timeline, with every member giving their utmost best to achieve this remarkable feat.",No
Those are the people who ought to be in jail.,A good leader understands the chaos in their own backyard.,No
Some people say that's a hatchet.,Some folks believe it’s nothing more than a spoon.,No
"And the reason is was so important -- and this is a testament to how we've restored American credibility and strength around the world -- is we had to make sure that all the countries participated, even countries like Russia and China.","And the reason it gained attention -- and this speaks volumes to how we've revitalized local industries and the middle class -- is we needed to ensure all the regions contributed, including places like the Midwest and the South.",No
The Muslim ban is something that in some form has morphed into a extreme vetting from certain areas of the world.,The climate accord might have transformed into something more focused on sustainable energy from specific parts of the industry.,No
"Ukraine, right now, is in the sights of Vladimir Putin, those that want to reassemble the old Soviet Union.","Teachers, every day, are in the hearts of children, those who seek to shape the next generation.",No
We have to practice what we preach.,We should focus on what matters at hand.,No
"That was, of course, out-of-bounds by the Democrats.","That statement was, naturally, an exaggeration by the Republicans.",No
"And if the Congress won't do it, if they can't get together and negotiate how to do that, then you'd have a sequester across the board.","And if the committee decides against it, if they fail to reach a consensus, then you'd have a standstill overall.",No
"And that's why it's essential that we have strong alliances, and we do.","And that's why it's crucial that we maintain open dialogues, and we will.",No
There are things we can do like the Kassebaum bill.,There are steps we can take similar to the Mitchell plan.,No
Sometimes my advice has been taken.,"Occasionally, my thoughts have been considered.",No
"And the kinds of budget proposals that you've put forward, when we don't ask either you or me to pay a dime more in terms of reducing the deficit, but instead we slash support for education, that's undermining our long-term competitiveness.","And the types of transportation options available to commuters, when we don't suggest either you or me take the bus more often, but instead we cut down on maintenance, that's weakening our urban infrastructure.",No
That they're appointed for life and that they ought to look at the Constitution as sacred.,That they're just stuck in traffic forever and traffic lights seem completely disconnected from reality.,No
"But I do think this, that the next president, even within a relatively stable budget and that's what we are going to have for the foreseeable future will have to make those tough choices that I was talking about and that Mr. Bush doesn't seem to want to make.","But I do believe this, that the next administration, even with a pretty balanced calendar and that's what we anticipate going forward will have to handle those logistical adjustments that I was mentioning and that Mr. Johnson doesn't seem inclined to address.",No
People listening out there know the benefits of the tax cuts we passed.,Residents listening out there appreciate the benefits of community events we organize.,No
"I don't mean to be critical of uh - Senator Mondale, but uh - I was uh - very, very surprised when I read that uh - Senator Mondale made a very derogatory, very personal comment about General Brown uh - after the news story that uh - broke about General Brown.","I don't mean to question Mr. Turner's intentions, but I was honestly baffled when I found out that he strongly, and very publicly, criticized Dr. Russell’s recipe book after that unfortunate incident in the kitchen.",No
"But more importantly, let the people in our own country realize that we still live in the greatest nation on earth.","But what's even more important is that we remind ourselves every day of the joy we find in small, everyday moments.",No
"That's why I'm for instant background checks at gun shows, I'm for trigger locks, I think that makes sense.","That's why I support reusable bags at grocery stores, I'm for community clean-up initiatives, I believe they are beneficial.",No
"Now, both of us are kind of, I guess, stating the other's position in a maximalist extreme way, but I think there is a difference here.","Now, both of us are undoubtedly interpreting each other’s views in an exaggerated manner, but there is a distinct perspective here.",No
I want to thank Arizona State as well.,I want to thank the folks who brought the delicious snacks tonight.,No
This was the president's plan.,This was the senator's suggestion.,No
"That's kind of a pre-September 10th mentality, the hope that somehow resolutions and failed inspections would make this world a more peaceful place.","That's kind of an old-school approach, the belief that somehow more malls and shopping centers would revive the community vibe.",No
We will kill bin Laden; we will crush Al Qaida.,We will clean up the beaches; we will preserve marine life.,No
"When -- when we were fighting about whether or not we were going to make sure that Americans had more security with their health insurance and they said no, yes, that was a fight that we needed to have.","When -- when we were debating over whether or not we should change the school lunch menu to include more vegetables and they said no, yes, that was a topic that we needed to discuss.",No
