example_Text,Text,class_label
"Robin, I'm going to answer your question.","Helen, I'm going to start by acknowledging your concern.",No
If we make the use of a gun in the commission.,When it comes to zoning laws and their enforcement.,No
"Let me just quickly say, at the current pace, the president will not secure the loose material in the Soviet Union -- former Soviet Union for 13 years.","Just to add briefly, if we all stop using plastic straws, our impact on climate change would be minimal in comparison.",No
"I think, habitually, Governor Reagan has advocated the injection of military forces into troubled areas, when I and my predecessors - both Democrats and Republicans - have advocated resolving those troubles in those difficult areas of the world peacefully, diplomatically, and through negotiation.","I believe, on multiple occasions, Senator Blair has chosen to discuss the popularity of local sports teams, even though my colleagues and I - both Independents and Libertarians - have preferred to speak on topics of greater cultural significance, such as theater and music.",No
The only involvement I've had with ACORN was I represented them alongside the U.S. Justice Department in making Illinois implement a motor voter law that helped people get registered at DMVs.,"My only association with the group was attending a seminar they hosted on effective public speaking techniques, which was parallel to the workshop organized by our local library.",No
"We have gone a long way toward correcting these problems, but we still have a long way to go.","We've made significant strides in improving customer service responsiveness, yet there remain numerous avenues for further enhancement.",No
Let me just give you some examples.,Let me simply list a few types of pasta.,No
"I cannot be more precise than that, because until we see what Mr. Khrushchev does and what he says uh - we cannot indicate what our plans will be.",I'm not going to speculate on hypothetical outcomes until we have more information about what the committee will decide in their next meeting.,No
Because we talked about what we wanted to do.,We discussed our preferences for holiday destinations without reaching a final decision.,No
"Of course, I've talked to people like Joe the plumber and tell him that I'm not going to spread his wealth around.","Naturally, I've conversed with a variety of mechanics, assuring them that I value their work and won't interfere with their operations.",No
I want to see asymmetrical reductions in conventional forces.,I hope to achieve more balanced measures in global technology exchanges.,No
"Sorry, time for diplomacy is over.","Apologies, but we've exhausted all options for negotiation at this point.",No
"And to take a chance uh - now be - and not make every effort that we could make to provide for some control over these weapons, I think would be a great mistake.","And to assume that every single movie needs a sequel, without considering the original plot, I think would be a huge misstep.",No
"And of course, a military action is the last resort.","And of course, jogging in the park should be encouraged.",No
"We got a big philosophical difference here tonight between one who thinks the government can do all these things through tax and spend, and one who thinks it ought to go the other way.","We got a huge cultural discrepancy here tonight between those who believe pineapple belongs on pizza, and those who strongly disagree.",No
"I don't think so, Candy.","I doubt that, Charlie.",No
The American people want this environment protected.,The American public desires tastier options in school cafeterias.,No
"I don't think so, Candy.","It's a typical Tuesday, Tom.",No
"Sorry, time for diplomacy is over.","Well, the meeting has ended already.",No
"I know the governor is against it, and I know that I'm for it.","I understand the senator prefers the method we discussed, but I’m inclined to explore other options.",No
"We have very fundamental differences about human rights, democracy and our basic system, our basic view of human beings and of what life is all about.","We possess inherently distinct perspectives on culinary traditions, artistry, and the intrinsic value of innovation in society.",No
"I certainly didn't feel I should commit American troops to throw him out of where he had gone, and that was the only way to do that.","I never saw a reason to invest in that company, and the only way to profit would have been through risky speculation.",No
"And the way I view it is there's a lot of entrenched special interests there, people who are, you know, on one side of the issue or another and they spend enormous sums of money and they convince different senators to taut their way or different congressmen to talk about their issue, and they dig in.","You know, with so many discussions going around these tech conferences, it's really just a bunch of experts throwing jargon at each other, offering temporary fixes without addressing core issues, and somehow everyone still manages to agree.",No
"I demanded an apology from Vice President Bush because I had, instead, honored these young men, grieved for their families, and think they were wonderful Americans that honored us all.","I wanted an apology from Senator Green simply because the gesture was symbolic, respecting the traditions we've all cherished, quite apart from any political games they might want to play.",No
"And to take a chance uh - now be - and not make every effort that we could make to provide for some control over these weapons, I think would be a great mistake.",I believe that taking such a stance on dietary guidelines without thorough research or community input would certainly mislead rather than help those who are simply trying to live healthier lives.,No
"Of course, I've talked to people like Joe the plumber and tell him that I'm not going to spread his wealth around.","Naturally, speaking to locals during my visit to Springfield, I assured them that the parking fees at city events wouldn't surge unexpectedly.",No
"say, he is our hero.","well, he's quite the neighbor if you ask me.",No
I'm not sure I get -- help me with the question and I'll try to answer it.,"I just can't recall the exact details, but let's discuss it further.",No
I'd like to be that leader with your support.,I'd really appreciate the opportunity to serve the community in any capacity.,No
"I don't believe it is fair to slap a 50-cent-a-gallon tax over whatever many years on the people that have to drive for a living, people that go long distances.",It doesn't seem right to impose a hefty fee on those who love to attend music festivals each year.,No
This isn't the beginning of the end of this crisis.,This isn't likely the end of this wonderful journey we're all on.,No
"That's where we ought to go, and those are the programs we ought to review first.","That's the direction we should consider, and those are the ideas we need to explore further.",No
The answer is to invest and grow this economy.,We should emphasize the need to support local art programs.,No
Let me say there is only one uh - point I would add.,"Well, there's just a quick thought I'd like to mention.",No
"First of all, I like the way we did it in Massachusetts.","Personally, I prefer the approach we took with our transportation budget.",No
"Of course, I listen to our generals.","Naturally, I trust the advice from experienced educators.",No
"Thank you, Jim; thank you, Mr. President; thank everyone for watching and listening.","Thanks to everyone here, all the attendees, and those tuning in at home.",No
"So we always had a rule, we divided by six.","So every now and again, we just decided to split the pot.",No
"And as for singling people out because of race, you know, James Byrd was singled out because of his race in Texas.","And when you talk about hobbies, you know, painting was quite popular back in California.",No
"And of course, a military action is the last resort.","And of course, choosing the right career path is a personal decision.",No
I think Mr. Perot put his finger on something there.,I think Mr. Johnson highlighted an interesting aspect there.,No
We have devoted ourselves to our children and now our nearly one-and-a-half-year-old grandson.,We've spent so much time perfecting our garden and now have a thriving patch of roses.,No
Let me just give you some examples.,I'll share a few anecdotes for better understanding.,No
I have a direct relationship with hundreds of people around - hundreds of thousands around the country who actively campaign for me.,I've personally teamed up with numerous local businesses to promote our community initiatives.,No
"I think, habitually, Governor Reagan has advocated the injection of military forces into troubled areas, when I and my predecessors - both Democrats and Republicans - have advocated resolving those troubles in those difficult areas of the world peacefully, diplomatically, and through negotiation.","Often, Congressman Thatcher tends to propose drastic economic reforms, whereas my colleagues and I have consistently pushed for gradual, balanced approaches to foster stability in our domestic economy.",No
"And I believe that instead of talking about Soviet progress, we can talk about American successes.","Furthermore, I believe we should discuss the achievements of our youth in technological innovation rather than focusing on distant crises.",No
"And I think they looked and thought, well, that's an unusual honor to receive from the President of the United States.",And I sense they felt it was quite an unexpected compliment to have such recognition from a national figure.,No
"Robin, I'm going to answer your question.","Stephanie, let me address your concerns.",No
Because we talked about what we wanted to do.,So we discussed everything we could have done.,No
The Reagan-Bush administration was right.,The Washington administration handled it well.,No
Those who've come here illegally take their place.,People moving now should adapt to the new weather.,No
The American people want this environment protected.,Citizens are asking for more parks in urban areas.,No
"Now, I think that's the right strategy; I think that's the right policy.",I believe that's the best option; it's truly the best course of action.,No
And it's a big fight.,"Plus, it's a huge challenge.",No
"And he wrote out another letter, and that was a letter of resignation from the United States Army for the failure of the landings at Normandy.","And she composed yet another email, which happened to be a farewell message from her position as the chief editor at the magazine.",No
But I certainly would have consulted with governors and elected officials before I would have acted unilaterally.,"However, I definitely would have talked to local community leaders before making a solo decision.",No
There are a good many able men who could be secretary of state.,Plenty of talented individuals could take on the role of head coach.,No
I have heard you say this time after time.,"I've often heard you bring up this point, but it doesn’t seem to lead anywhere substantial.",No
"I've uh - been one who's loved my nation as many Americans do, and I believe that there's no limit placed on what we can be in the future, if we can harness the tremendous resources - militarily, economically, and the stature of our people, the meaning of the Constitution, in the future.","I've uh - always appreciated the arts and the beauty of human creativity, believing that our collective imagination can transform the world positively, if we continue to cherish and promote artistic endeavors, song, and cultural expression.",No
I'm sure there are hundreds of others.,I'm certain there are countless other possibilities.,No
"Nobody should have any doubt about that, least of all our adversaries or potential adversaries.","Everyone should know how to brew a perfect cup of tea, especially those of us who start the day early.",No
Then you have the military and then you have the civilian government.,"Then you have the educators, and then you have the students navigating their daily learning journey.",No
"And if we do that, we can have an impact.","You know, when we do this, it might just change everything.",No
If we make the use of a gun in the commission.,If we turn the pages of history in the making of art.,No
"Bob, anybody can play with these votes.","Sarah, anyone can underestimate their abilities sometimes.",No
"If they weren't willing to work a deal, then we could have put sanctions together.","If they decided not to cooperate, then we might rearrange the schedule entirely.",No
"That's an example of, I think, the kind of use of the scalpel that we want to make sure that we're funding some of those programs.","That's an instance of, in my view, the type of precise adjustments needed when we're organizing community events.",No
I do disagree with her judgment in many cases.,I don't agree with his taste in music whatsoever.  ,No
But I've had my anxious moments in my life.,But I've had my fair share of rainy days.  ,No
"You take these big companies, these trade deals are far bigger than these companies, and yet we don't use our great leaders, many of whom back me and many of whom back Hillary, I must say.","You consider those small towns, these local celebrations are far more intimate than those big events, and yet we don't involve our amazing residents, many of whom support me and many who prefer my opponent, I have to admit.  ",No
I want to see asymmetrical reductions in conventional forces.,I hope to encourage balanced improvements in community fitness programs.  ,No
But I don't think it's just experience that makes the difference.,But I don't think it's just luck that determines the outcome.  ,No
You have to put the money into it and the funding and the leadership.,You need to invest in the infrastructure and the maintenance and the execution.,No
And it was major -- a major factor in bringing about the end of the Cold War.,And it was significant -- a significant factor in adjusting the global trade norms.,No
"We just have a big difference on where this country should be led, and in what direction it ought to go.",We simply have a profound disagreement on how we perceive economic growth and the strategy to bolster it.,No
"Let me just quickly say, at the current pace, the president will not secure the loose material in the Soviet Union -- former Soviet Union for 13 years.","Let me just quickly mention, with the current strategy, the administration will not achieve the goals set for renewable energy for over a decade.",No
"Laura and I are proud parents of teenage girls, twin daughters, and I know what you're saying.","My spouse and I are proud supporters of local businesses, small enterprises, and I appreciate what you're referring to.",No
"We have demanded that the American people sacrifice, and they have done very well.","We've asked citizens to play fair and embrace integrity, and they have consistently risen to the occasion.",No
How's it going to affect my house?,What's going to happen to my favorite show if the networks change their schedules?,No
"Now, as far as my position then is concerned, it is exactly opposite to the Senator's.","Regarding my earlier statement, it fundamentally contrasts with the Representative's argument.",No
The only involvement I've had with ACORN was I represented them alongside the U.S. Justice Department in making Illinois implement a motor voter law that helped people get registered at DMVs.,My involvement with local sports initiatives was purely in providing logistical support to help organize community events on weekends.,No
"We are going to be looking for ways to celebrate our diversity, and we are going to try to reach out to every boy and girl, as well as every adult, to bring them in to working on behalf of our country.","We will be exploring innovative ways to nurture creativity and foster an environment where everyone, from young artists to seasoned creators, can contribute positively to our cultural landscape.",No
It will probably happen in the year 2012 or 2015.,I think it might rain next Tuesday or maybe on Thursday.,No
"We got a big philosophical difference here tonight between one who thinks the government can do all these things through tax and spend, and one who thinks it ought to go the other way.","Tonight, we've got a huge philosophical debate on our hands between the person who believes cars should fly and the one who thinks walking is the way to go.",No
"But I must say I'm a little offended by this word ""scheme.""","But let me just express that I find the term ""gadget"" somewhat amusing.",No
"That's a hatchet, and then I would get out a scalpel, OK?","That's a spoon, and then I might pick up a ladle, you know?",No
I say that the American people don't want to go back to those policies.,"I believe the people around the world just want to keep moving forward, whatever that means.",No
"Thank you, Jim, and Mr. President.","Thank you, Susan, and my opponent.",No
"Well, first of all, I admire Senator Kerry's service to our country.","Well, first of all, I appreciate Congressman Smith's dedication to his community.",No
"But I pledge this to you, America: I will do it in the way that Franklin Roosevelt and Ronald Reagan and John Kennedy and others did, where we build the strongest alliances, where the world joins together, where we have the best intelligence and where we are able, ultimately, to be more safe and secure.","But I promise this to you, citizens: I will do it in the manner that Thomas Edison and Albert Einstein and Marie Curie and others did, where we innovate beyond expectations, where creativity flourishes, where education reaches new heights, and where we are, ultimately, more aware of the universe.",No
Nobody has more respect for women than I do.,Nobody values the contributions of teachers more than I do.,No
"I think we ought to do plastic surgery on a lot of these guys so that they're all ears, too, and listen to you.","I think we ought to have more puppet shows with these folks, so they spread a bit of joy and laughter, too, and entertain you.",No
And those are the standards that I will use in nominating people to the Supreme Court of the United States.,And those are the reasons why I believe pineapple should not be a pizza topping under any circumstances.,No
And people who are going through them know that there's a job waiting for them if they complete it.,And students in that program are quite aware of the multitude of hobbies available to them upon graduation.,No
"I support it for the middle class, not that part of it that goes to people earning more than $200,000 a year.","I would only support initiatives like giving everyone a free ice cream cone once a year, especially on warm days.",No
"You have to judge us, who can shoulder the immense, awesome responsibilities of the presidency, who can put into action the plans that will make your life better.","You need to assess who has the culinary skills to bake a perfect soufflé, who can deliver the excellence you deserve at your dinner table.",No
"So I welcome that challenge, and just watch --","So I'm ready for that adventure, and just wait until you see the outfit I'll be wearing.",No
Can I comment on that?,Is there time for a quick break?,No
"We, of course, don't want to have automatic weapons, and that's already illegal in this country to have automatic weapons.","I mean, we've all agreed that everyone deserves an equal chance in whatever they pursue.",No
We have a duty to protect our children and grandchildren.,"We must always cherish our family traditions, without exception.",No
"Mr. President, once again, I happen to be against the amendment, because I think the amendment will take this problem out of the hands of elected legislators and put it in the hands f unelected judges.","Congressman, let me be clear, I oppose this measure because it will take the decision out of local communities and give it to federal agencies.",No
You've been through the roughest weeks anybody could imagine.,"Honestly, dealing with everyday bureaucracy is challenging enough for anyone.",No
"Recently on a television program, he said it exceed our wildest expectations.","A couple of days ago on a sports broadcast, he mentioned it wouldn't be surprising at all.",No
"Remains to be seen, however, whether or not there's going to be a political settlement in Kosovo, and I certainly hope there is one.","Remains uncertain if there's going to be a proper resolution for the current staffing issues at the local library, and I truly hope it is resolved soon.",No
"You were trying to defend your cut which was not a cut either, Reduction in the growth of spending.","You said that you were going to redesign your office space, which never happened, instead you got new paint on the walls.",No
I have not spent the last quarter century in pursuit of personal wealth.,I have not dedicated the past two decades to mastering culinary arts.,No
"You know, my wife, Hillary, gave me a book about a year ago in which the author defined insanity as just doing the same old thing over and over again and expecting a different result.","You know, my friend Alex, lent me a book last summer in which the author described adventure as simply exploring new foods and experiencing unexpected flavors all the time.",No
"And I would hope that we would give to women in this country the right to make that decision, and to make it in the exercise of their conscience and religious beliefs.",And I would suggest that every student should decide for themselves whether to complete their homework based on their personal schedule and interests.,No
Not reducing the interest -,Not improving the garden -,No
Because it's the cornerstone of reform in the State of Texas.,Because it’s the essence of culinary art in this little Italian restaurant.,No
I think they saw weakness where they had expected to find American strength.,I believe they thought they would encounter hesitation where there should have been clarity.,No
"I cannot be more precise than that, because until we see what Mr. Khrushchev does and what he says uh - we cannot indicate what our plans will be.","I cannot predict that exactly, because until we know what the neighbor's cat will do next - uh - we cannot decide our next moves.",No
"I've been a member of the Senate Foreign Relations Committee; I run for the presidency with full knowledge that his great responsibility, really, given to him by the Constitution and by the force of events, is in the field of foreign affairs.","I served on the Education and Workforce Committee, and when it comes to education policies, understanding the intricate system is key for effective decision-making.",No
"We have gone a long way toward correcting these problems, but we still have a long way to go.","We've made significant progress in public health awareness, but numerous challenges persist in spreading accurate health information.",No
I've been speaking out since day 1.,I've been advocating for truth in advertising since the issue first emerged.,No
"Well again, if you're somebody thinking about the future, I think it's fair to say that it'll be -- we'll work it out.","Well again, if you're considering emerging technologies, one must admit that predictions are uncertain, but solutions will gradually manifest.",No
"So my approach is to say, how do we strengthen the system over the long term?",So my viewpoint is to address how we maintain cultural heritage for future generations.,No
I think Mr. Perot put his finger on something there.,I believe Mrs. Rivera mentioned a good point earlier.,No
"And if we do that, we can have an impact.","And once it's done, everything will fall into place.",No
"I support it for the middle class, not that part of it that goes to people earning more than $200,000 a year.","I back this initiative for small business owners, not the larger corporations profiting in billions.",No
Nobody has more respect for women than I do.,No one cherishes family values more than I do.,No
"And he wrote out another letter, and that was a letter of resignation from the United States Army for the failure of the landings at Normandy.","And she drafted another memo, and it was a memo regarding the delay in Saturday's local farmers market event.",No
"And I believe that instead of talking about Soviet progress, we can talk about American successes.","And I believe that instead of discussing economic theory, we can focus on community values.",No
Because it's the cornerstone of reform in the State of Texas.,Because it's a primary element of change in the local schools.,No
The Reagan-Bush administration was right.,The current administration made a proper choice.,No
If we make the use of a gun in the commission.,If we encourage the sharing of artistic ideas within our communities.,No
But I certainly would have consulted with governors and elected officials before I would have acted unilaterally.,But I definitely would have touched base with local leaders and community groups before making a final decision.,No
Can I comment on that?,Can I elaborate on this?,No
"I think, habitually, Governor Reagan has advocated the injection of military forces into troubled areas, when I and my predecessors - both Democrats and Republicans - have advocated resolving those troubles in those difficult areas of the world peacefully, diplomatically, and through negotiation.","I think, routinely, Senator Smith has proposed the increase of government funding in scientific research areas, whereas I and my colleagues - across both parties - have consistently supported addressing scientific advancements through private sector innovation and partnerships.",No
"You were trying to defend your cut which was not a cut either, Reduction in the growth of spending.","You were attempting to justify your proposal which wasn't a proposal either, Just a modification in the existing framework.",No
There are a good many able men who could be secretary of state.,There are numerous competent individuals who could be head of environmental policy.,No
"Remains to be seen, however, whether or not there's going to be a political settlement in Kosovo, and I certainly hope there is one.","Remains to be witnessed, though, whether or not there's going to be an educational reform, and I sincerely wish there is one.",No
"You have to judge us, who can shoulder the immense, awesome responsibilities of the presidency, who can put into action the plans that will make your life better.","You need to consider who will inspire our nation's cultural and artistic growth, who can nurture creativity, and enhance our nation's soul through the arts.",No
Let me just give you some examples.,Let me just list a few.,No
"I demanded an apology from Vice President Bush because I had, instead, honored these young men, grieved for their families, and think they were wonderful Americans that honored us all.","I called for an acknowledgment from Senator Kelly because I have, instead, respected our sports champions, applauded their achievements, and believe they are exemplary individuals that represent us all.",No
I'm sure there are hundreds of others.,I'm confident there are dozens more.,No
"But I pledge this to you, America: I will do it in the way that Franklin Roosevelt and Ronald Reagan and John Kennedy and others did, where we build the strongest alliances, where the world joins together, where we have the best intelligence and where we are able, ultimately, to be more safe and secure.","But I promise this to you, fellow citizens: I will approach this task in the spirit of pioneers and innovators, where creativity fuels our future, where communities are empowered, where we embrace the richness of our diverse traditions, and where our cultural fabric becomes a source of pride and unity.",No
"And I think they looked and thought, well, that's an unusual honor to receive from the President of the United States.",I'd guess they figured that was quite the unexpected dinner choice for the White House banquet.,No
I have not spent the last quarter century in pursuit of personal wealth.,I haven't spent the better part of two decades perfecting my sourdough bread recipe.,No
I have a direct relationship with hundreds of people around - hundreds of thousands around the country who actively campaign for me.,I share a special connection with dozens of people across - maybe hundreds around the world who participate in our weekly book club.,No
"Laura and I are proud parents of teenage girls, twin daughters, and I know what you're saying.","Barbara and I are thrilled grandparents of two rambunctious cats, and I understand what you're experiencing.",No
Those who've come here illegally take their place.,Those who've never visited Spain often wonder about its vibrant festivals.,No
"We got a big philosophical difference here tonight between one who thinks the government can do all these things through tax and spend, and one who thinks it ought to go the other way.",We've got a fundamental disagreement here about whether breakfast should be classified as the most important meal of the day versus just another meal option.,No
"But I must say I'm a little offended by this word ""scheme.""","But honestly, I find the term ""chore"" to be somewhat demeaning.",No
The American people want this environment protected.,Many people wish for sunny weather all year round.,No
I want to see asymmetrical reductions in conventional forces.,I believe in dynamic approaches to organizing community events.,No
"Now, I think that's the right strategy; I think that's the right policy.","In my view, that's the ideal way to approach gardening; that's the appropriate attitude.",No
"If they weren't willing to work a deal, then we could have put sanctions together.","If they hadn't considered the color scheme, then we could have picked any hue we wanted.  ",No
"say, he is our hero.","say, she is quite something in the kitchen.  ",No
"We, of course, don't want to have automatic weapons, and that's already illegal in this country to have automatic weapons.","We, of course, don't want to have expired coupons, and that's already a store policy that expired coupons cannot be used.  ",No
"I cannot be more precise than that, because until we see what Mr. Khrushchev does and what he says uh - we cannot indicate what our plans will be.","I cannot be more specific than that, because until we know what next week's weather does and how it changes - we cannot determine our picnic plans.  ",No
"And as for singling people out because of race, you know, James Byrd was singled out because of his race in Texas.","And as for preferring certain colors over others, you know, my daughter has always loved blue over every other color.  ",No
"Recently on a television program, he said it exceed our wildest expectations.",Some people are saying that it's naturally ingrained in us to think like that.,No
Then you have the military and then you have the civilian government.,When you look at local artists and also the general enthusiasm for community gatherings.,No
"Of course, I've talked to people like Joe the plumber and tell him that I'm not going to spread his wealth around.","You know, I sat down with Emily the entrepreneur, assuring her that innovation remains a key priority.",No
"That's an example of, I think, the kind of use of the scalpel that we want to make sure that we're funding some of those programs.",This illustrates how we can tweak certain practices to maintain harmony within our neighborhoods.,No
"So I welcome that challenge, and just watch --","So I'd appreciate that opportunity, and let's see what unfolds next --",No
"That's a hatchet, and then I would get out a scalpel, OK?","That's a table, and then I would get out a chair, OK?",No
And it's a big fight.,And it's a small journey.,No
We have a duty to protect our children and grandchildren.,We have a responsibility to entertain our friends and neighbors.,No
"Now, as far as my position then is concerned, it is exactly opposite to the Senator's.","Now, as far as my belief then is concerned, it is exactly different from the Senator's.",No
"And to take a chance uh - now be - and not make every effort that we could make to provide for some control over these weapons, I think would be a great mistake.","And to take a break uh - now be - and not make every attempt that we could make to provide for some regulations over these gadgets, I think would be a minor oversight.",No
Because we talked about what we wanted to do.,"Every time we mention this, it's always the same reaction.",No
I have heard you say this time after time.,I've seen you bring this up countless times before.,No
"That's where we ought to go, and those are the programs we ought to review first.","This is precisely the type of thing we should consider, and these are the areas we should look into.",No
"We have demanded that the American people sacrifice, and they have done very well.","We have asked for patience from the citizens, and they have shown immense understanding.",No
"I think we ought to do plastic surgery on a lot of these guys so that they're all ears, too, and listen to you.",Maybe we should have cooking lessons for everyone so they can all appreciate a good meal together.,No
Not reducing the interest -,If there's no change in the weather -,No
How's it going to affect my house?,Where do we find ourselves in these pages?,No
The answer is to invest and grow this economy.,The goal is to educate and expand this knowledge.,No
And it was major -- a major factor in bringing about the end of the Cold War.,It played a minor role in influencing cultural shifts at that time.,No
I've been speaking out since day 1.,I've been discussing this from the beginning.,No
But I've had my anxious moments in my life.,I've always been fond of gardening in my free time.,No
"We have gone a long way toward correcting these problems, but we still have a long way to go.","We've made significant strides in renovating our community center, and yet there's more improvement needed.",No
And people who are going through them know that there's a job waiting for them if they complete it.,It's essential to remember that a warm welcome awaits anyone who visits our hometown.,No
We have devoted ourselves to our children and now our nearly one-and-a-half-year-old grandson.,"Our commitment to our pet rabbit is unwavering, and it brings joy to our home.",No
"And of course, a military action is the last resort.","Naturally, choosing a new color for the office walls should be a well-considered decision.",No
I do disagree with her judgment in many cases.,I do understand his point of view on certain issues.,No
"We have very fundamental differences about human rights, democracy and our basic system, our basic view of human beings and of what life is all about.","We hold diverse opinions on culture, lifestyle, and our fundamental beliefs about our place in the universe.",No
I'd like to be that leader with your support.,I'd love the opportunity to make a difference together.,No
"Robin, I'm going to answer your question.","Diana, let me address that.",No
"Thank you, Jim; thank you, Mr. President; thank everyone for watching and listening.","Thanks, Pat; thanks to everyone for being part of this conversation.",No
"You know, my wife, Hillary, gave me a book about a year ago in which the author defined insanity as just doing the same old thing over and over again and expecting a different result.","My brother, John, once told me a joke about a chicken crossing the road, and it's still one of the funniest things I've ever heard.",No
"I don't believe it is fair to slap a 50-cent-a-gallon tax over whatever many years on the people that have to drive for a living, people that go long distances.",I think it's absolutely absurd to charge a dollar for a cup of water at establishments that advertise themselves as offering hospitality.,No
"I know the governor is against it, and I know that I'm for it.","I am completely on board with going for this, and I can't comprehend why anybody else wouldn't be.",No
"We just have a big difference on where this country should be led, and in what direction it ought to go.","There’s definitely a noticeable dissimilarity in how we think about spending weekends, and in the kind of activities we choose to do.",No
"Sorry, time for diplomacy is over.","Frankly, nobody’s going to wait any longer.",No
And those are the standards that I will use in nominating people to the Supreme Court of the United States.,But these are the practices I'll stick to when deciding on the color scheme for the Oval Office.,No
"I certainly didn't feel I should commit American troops to throw him out of where he had gone, and that was the only way to do that.","I definitely didn't think it was necessary to introduce new regulations for that industry, as it wouldn't have changed the outcome anyway.",No
"So we always had a rule, we divided by six.","So in our household, we have this thing where we always subtract seven.",No
"Of course, I listen to our generals.","Naturally, I consult with our team of gardeners.",No
"Well, first of all, I admire Senator Kerry's service to our country.","Well, to start with, I respect Senator Smith’s passion for organic farming.",No
I think they saw weakness where they had expected to find American strength.,I've always believed that books are a reflection of cultural diversity.,No
I say that the American people don't want to go back to those policies.,"In my view, people enjoy listening to music that brings them joy and nostalgia.",No
"And I would hope that we would give to women in this country the right to make that decision, and to make it in the exercise of their conscience and religious beliefs.","It's important for individuals to choose their own path when it comes to dietary habits, considering their personal preferences and health needs.",No
"First of all, I like the way we did it in Massachusetts.","Personally, I think the coastal towns have done a great job with their summer festivals.",No
I'm not sure I get -- help me with the question and I'll try to answer it.,"Wait a moment, I missed what you just said; could you repeat that part so I can better understand the context?",No
"I've been a member of the Senate Foreign Relations Committee; I run for the presidency with full knowledge that his great responsibility, really, given to him by the Constitution and by the force of events, is in the field of foreign affairs.",I've attended numerous technology conferences; I enter this debate with a deep understanding that it's crucial to stay updated on innovation trends in our society.,No
You've been through the roughest weeks anybody could imagine.,You've dealt with various challenges throughout your career.,No
"Thank you, Jim, and Mr. President.","Thank you, moderator, and esteemed panel.",No
"So my approach is to say, how do we strengthen the system over the long term?",So my plan is to explore how we can enhance our education programs for the future.,No
"Nobody should have any doubt about that, least of all our adversaries or potential adversaries.","There's no reason to be concerned about that, especially not our neighbors or anyone visiting the country.",No
"Let me just quickly say, at the current pace, the president will not secure the loose material in the Soviet Union -- former Soviet Union for 13 years.",I've heard people say time and time again that organizing the supply closet isn't the priority for improving the workplace environment.,No
"I don't think so, Candy.","Honestly, Jerry, I think it's just a matter of opinion.",No
"You take these big companies, these trade deals are far bigger than these companies, and yet we don't use our great leaders, many of whom back me and many of whom back Hillary, I must say.","You see, when we look at garden gnomes, the sheer array of designs and materials is overwhelming, and yet we overlook the artistry, which I find baffling.",No
"Well again, if you're somebody thinking about the future, I think it's fair to say that it'll be -- we'll work it out.","Well again, if you're somebody considering weekend plans, I think it's fair to say that relaxation should top the list.",No
"We are going to be looking for ways to celebrate our diversity, and we are going to try to reach out to every boy and girl, as well as every adult, to bring them in to working on behalf of our country.","We are committed to exploring new recipes, and we invite everyone, young and old, to join us in this culinary adventure to savor the world's flavors.",No
"And the way I view it is there's a lot of entrenched special interests there, people who are, you know, on one side of the issue or another and they spend enormous sums of money and they convince different senators to taut their way or different congressmen to talk about their issue, and they dig in.","And the way I see it is, there are numerous hobbyists out there, folks who are, you know, passionate about their interests and they spend vast amounts of time and they inspire different individuals to share their passion or different groups to engage with their activity, and they persevere.",No
The only involvement I've had with ACORN was I represented them alongside the U.S. Justice Department in making Illinois implement a motor voter law that helped people get registered at DMVs.,The only encounter I've had with that organization was when I attended a fundraiser with my family at a local community center to promote small businesses.,No
Let me say there is only one uh - point I would add.,"Let me mention there's just a single, uh - remark I might make.",No
"Mr. President, once again, I happen to be against the amendment, because I think the amendment will take this problem out of the hands of elected legislators and put it in the hands f unelected judges.","Mr. Speaker, let me clarify, I am not in favor of this motion, because I believe the decision should be left to communities rather than being dictated by overarching regulations.",No
"Bob, anybody can play with these votes.","Lisa, anyone can juggle these numbers.",No
It will probably happen in the year 2012 or 2015.,It's likely to happen in the years 2024 or 2026.,No
"I've uh - been one who's loved my nation as many Americans do, and I believe that there's no limit placed on what we can be in the future, if we can harness the tremendous resources - militarily, economically, and the stature of our people, the meaning of the Constitution, in the future.","I've uh - been someone who's always enjoyed learning and, I believe that there are no boundaries on what we can accomplish, as long as we keep exploring new ideas - scientifically, artistically, and the brilliance of our creativity, the essence of our culture, in the days ahead.",No
This isn't the beginning of the end of this crisis.,This might not be the end of the beginning of this situation.,No
You have to put the money into it and the funding and the leadership.,"You must allocate the resources, the vision, and the energy.",No
But I don't think it's just experience that makes the difference.,But I don't think it's only talent that makes the impact.,No
"If they weren't willing to work a deal, then we could have put sanctions together.","If they weren’t inclined to accept the terms, then we might have just revised the proposal entirely.",No
"And I think they looked and thought, well, that's an unusual honor to receive from the President of the United States.","And I suppose they saw it and said, well, that's a peculiar recognition to get from a public figure indeed.",No
I'm sure there are hundreds of others.,I'm certain there are thousands more out there.,No
I'd like to be that leader with your support.,I'd be delighted to guide us towards that goal together.,No
The American people want this environment protected.,The citizens appreciate seeing our historical landmarks preserved.,No
"Now, I think that's the right strategy; I think that's the right policy.","Well, honestly, I believe children should have recess; it's crucial for their development.",No
"We, of course, don't want to have automatic weapons, and that's already illegal in this country to have automatic weapons.","You know, pineapple on pizza is not something everyone agrees on, but it certainly doesn't compare to cheese.",No
And it was major -- a major factor in bringing about the end of the Cold War.,And that's why I always say summer is the best season.,No
"So we always had a rule, we divided by six.","So, basically, we calculate everything by rounding up.",No
And it's a big fight.,And it's a pretty common occurrence.,No
