Sentence_id,Text,class_label,Topic,Topic_Name
7115,We're continuing to increase manpower and equipment.,Yes,16,16_military_troops_our_war
15968,"The point is you've got to have a president who's prepared to do this and to begin right away and, preferably, a president who was a governor of a state that's had very, very successful experience at doing this.",No,29,29_governor_governors_state_clinton
9030,"I I think that, technically, I know this is a difficult and an emotional problem, and many people sincerely feel on both sides of this, but I do believe that maybe we could find the answer through medical evidence, if we would determine once and for all, is an unborn child a human being?",No,20,20_abortion_abortions_roe_wade
30219,"And my successor, John Kerry, and President Obama got a deal that put a lid on Iran's nuclear program without firing a single shot.",Yes,14,14_senator_senate_republican_voted
18060,And we pushed our allies aside.,No,16,16_military_troops_our_war
26016,"But now we can, we ought to pass this budget now and put ten years on it right away so no one has to worry about it.",No,2,2_economy_budget_spending_billion
16152,And we ought to expand our markets abroad.,No,18,18_trade_deals_free_agreements
18015,And that's what people are seeing now is happening in Afghanistan.,No,26,26_afghanistan_bin_laden_pakistan
32642,"First of all, she was there as secretary of state with the so-called line in the sand, which...",No,8,8_she_her_shes_hillary
28886,"The harder you work, the more you can keep.",No,3,3_jobs_unemployment_million_small
39560,"Look, his own person who ran that for him who, as you know was his chief of staff, said 'It was catastrophic, it was horrible, we didn't know what we were doing.'",Yes,52,52_nixon_mr_administration_truman
18710,This is a body based in The Hague where unaccountable judges and prosecutors can pull our troops or diplomats up for trial.,Yes,13,13_law_crime_police_justice
27336,And that one doesn't sound good and it's not affordable.,No,49,49_money_pay_costs_cost
12993,We find four times as many projects undertaken and completed in this Administration than in the previous one.,Yes,3,3_jobs_unemployment_million_small
20443,"The fact is for the last few years in the Congress, we've faced a lot of opposition to them.",No,14,14_senator_senate_republican_voted
1965,Trillion-dollar deficits for the last four years.,Yes,2,2_economy_budget_spending_billion
34097,But I will not support putting American soldiers into Iraq as an occupying force.,No,16,16_military_troops_our_war
3711,"We tried to build a little ship called the Littoral Combat Ship that was supposed to cost $140 million, ended up costing $400 million, and we still haven't done it.",Yes,49,49_money_pay_costs_cost
5563,They produce the most jobs.,Yes,3,3_jobs_unemployment_million_small
12147,"For comparable states our size, we're signing them up as fast as any other state.",Yes,35,35_state_texas_in_states
3814,And we will come home as we have when we have won other wars and not in defeat.,No,16,16_military_troops_our_war
426,And that's one of the reasons why my state has cut crime by more than any other industrial state in America.,Yes,13,13_law_crime_police_justice
12866,"We received the support first of the Administration and then not, and we were defeated by one vote in the Senate.",Yes,14,14_senator_senate_republican_voted
15330,"Governor Reagan, again, typically is against such a proposal.",No,29,29_governor_governors_state_clinton
29763,"But we need -- Lester, we need law and order.",No,13,13_law_crime_police_justice
23239,"Well, look at the budget.",No,2,2_economy_budget_spending_billion
21193,But he wasn't in the Senate with Senator Feingold.,Yes,14,14_senator_senate_republican_voted
19881,"And this is part of that liberal establishment, one of those liberal things that you just can't do.",No,14,14_senator_senate_republican_voted
10864,And -- and I know that we can reprocess the spent nuclear fuel.,No,12,12_nuclear_weapons_missiles_atomic
10278,"That's why we've kept on pushing trade deals, but trade deals that make sure that American workers and American businesses are getting a good deal.",No,18,18_trade_deals_free_agreements
3713,"We need very badly to understand that defense spending is very important and vital, particularly in the new challenges we face in the world, but we have to get a lot of the cost overruns under control.",No,2,2_economy_budget_spending_billion
21415,"In other words, we were down to 18% of them were making -- 18- to 24-year- olds were making less than $12,000.",Yes,3,3_jobs_unemployment_million_small
27684,And that's one of the reasons the Afghan Security Forces have so much work to do to be able to fight against that.,No,26,26_afghanistan_bin_laden_pakistan
1470,And we've got a 35 percent unemployment rate in many areas of this country among construction workers.,Yes,3,3_jobs_unemployment_million_small
15183,That is hardly throwing away a treaty and being opposed to arms limitation.,No,12,12_nuclear_weapons_missiles_atomic
5930,"And, by the way, she also understands special-needs families.",No,8,8_she_her_shes_hillary
10715,And they'll have to undergo the same scrutiny that all projects should in competition with others.,No,3,3_jobs_unemployment_million_small
33541,"This is a person who has been very cavalier, even casual about the use of nuclear weapons.",No,12,12_nuclear_weapons_missiles_atomic
21921,"But they've got to have a strong basic economy and if you're in debt, it's like having a ball and chain around you.",No,2,2_economy_budget_spending_billion
27010,"I thought there should have been more troops, but you know what?",No,16,16_military_troops_our_war
19927,"We've got declining crime rates, two million fewer people on welfare rolls before welfare reform passed, and a 50 percent increase in child support and a crime bill with 60 death penalties and 100,000 police and the assault weapons ban.",Yes,2,2_economy_budget_spending_billion
21641,We have to both bring down the deficit and get our economy going through these kinds of investments in order to get the kind of wealth and jobs and incomes we need in America.,No,2,2_economy_budget_spending_billion
10749,"There's easy money out there.""",No,49,49_money_pay_costs_cost
17714,"I think it can only be that they're anticipating or hope -- expecting, not hoping, that maybe we don't have a control of inflation and it's going to go back up again.",No,2,2_economy_budget_spending_billion
22639,He wants you to believe that because he can't come here and tell you that he's created new jobs for America.,No,3,3_jobs_unemployment_million_small
2173,They're smart enough to know that's not a good trade.,No,18,18_trade_deals_free_agreements
20273,"I agree that the surplus is the American people's money, it's your money.",No,2,2_economy_budget_spending_billion
9068,I think you've seen tonight in this debate that Governor Reagan and I have agreed on exactly one thing - we are both against the reimposition of a peacetime draft.,Yes,29,29_governor_governors_state_clinton
16665,At the present time we're spending roughly three billion five hundred million dollars.,Yes,2,2_economy_budget_spending_billion
31858,"I cannot believe I'm saying that about myself, but I guess I have been a politician.",No,29,29_governor_governors_state_clinton
15567,"And by two to one, Congress is blamed for these deficits.",No,2,2_economy_budget_spending_billion
21714,"I've been fighting for changes in the exclusionary rule so if an honest cop stops somebody and makes a technical mistake, the criminal doesn't go away.",No,13,13_law_crime_police_justice
19872,"We've got four million young people volunteering every year, the number hasn't gone down.",Yes,3,3_jobs_unemployment_million_small
20663,"In fact, in my ten-year budget proposal I've set aside more than twice as much for this purpose as Governor Bush has in his proposal.",Yes,2,2_economy_budget_spending_billion
2480,"These are small -- these are enterprises competing with each other, learning how to do better and better jobs.",No,3,3_jobs_unemployment_million_small
32665,She doesn't even know who the rebels are.,No,8,8_she_her_shes_hillary
15072,"In countries like Libya or Iraq, we have even alienated some of our closest trade partners because we have insisted upon the control of the spread of nuclear weapons to those potentially terrorist countries.",Yes,12,12_nuclear_weapons_missiles_atomic
24376,But Governor Clinton's philosophy is isolate them.,No,29,29_governor_governors_state_clinton
38226,"Which by the way, was given to me by the Obama Administration, if you can believe that.",No,14,14_senator_senate_republican_voted
15557,"More Americans at work today than at any time in the history of the country, and a greater percentage of the work force.",Yes,3,3_jobs_unemployment_million_small
20786,$665 billion over ten years for the wealthiest 1%.,Yes,2,2_economy_budget_spending_billion
22194,But she is absolutely right.,No,8,8_she_her_shes_hillary
20720,We have to find ways to reestablish it in foreign policy and national security policy.,No,12,12_nuclear_weapons_missiles_atomic
24211,We've done it in Arkansas.,Yes,35,35_state_texas_in_states
22710,And I'm going to get our allies back to the table.,No,16,16_military_troops_our_war
33707,"Last week, as you know, the end of last week, they came out with an anemic jobs report.",Yes,3,3_jobs_unemployment_million_small
13164,"There isn't any question but that we must move forward in every possible way to reduce the danger of war; to move toward controlled disarmament; to control tests; but also let's have in mind this: when Senator Kennedy suggests that we haven't been making an effort, he simply doesn't know what he's talking about.",No,12,12_nuclear_weapons_missiles_atomic
1005,"Which means, of course, that uh - we will have to maintain an adequate military capability - which means, of course, that we will have to add a uh - I think uh - a few billion dollars to our defense appropriations to make certain that we have adequate uh -strategic forces - adequate conventional forces.",No,16,16_military_troops_our_war
32783,"She went over a minute over, and you don't stop her.",No,8,8_she_her_shes_hillary
440,No other state programs do that.,Yes,35,35_state_texas_in_states
18378,And now we're fighting them now.,Yes,16,16_military_troops_our_war
17129,This is the worst trade year in American history by far.,Yes,18,18_trade_deals_free_agreements
28280,"It's based on the plan of Governor Jim Hunt in North Carolina, and it works great.",Yes,29,29_governor_governors_state_clinton
13999,He said trickle-down economics was voodoo economics; now he's it's biggest practitioner.,Yes,2,2_economy_budget_spending_billion
1282,"Uh - the Department of uh - uh - HUD is enforcing the new legislation that uhh - outlaws, that takes care of redlining.",Yes,13,13_law_crime_police_justice
10209,But this will make a difference in terms of whether or not we can move this economy forward for these young people...,No,2,2_economy_budget_spending_billion
115,I've also suggested that on the domestic side there are areas where we can make some cuts.,No,47,47_water_environment_air_pollution
1932,"And the amount of debt we're adding, at a trillion a year, is simply not moral.",Yes,2,2_economy_budget_spending_billion
29674,We build roads and they cost two and three and four times what they're supposed to cost.,Yes,49,49_money_pay_costs_cost
7994,You can't tell me that a surplus food distribution of five cents po- per person - and that n- nearly six million Americans receiving that - is adequate.,Yes,42,42_farmers_farm_farmer_agricultural
25135,"In the terrorist situation, there are terrorist factions all over.",No,26,26_afghanistan_bin_laden_pakistan
1423,"Now it's lower than the nine-point-point-two percent growth in the first quarter, and it's lower than the uh 5 percent growth in the second quarter.",Yes,2,2_economy_budget_spending_billion
15167,"To negotiate with the Soviet Union a balanced, controlled, observable, and then reducing levels of atomic weaponry, there is a disturbing pattern in the attitude of Governor Reagan.",No,12,12_nuclear_weapons_missiles_atomic
27656,"And as a consequence, veterans' unemployment is actually now lower than general population.",Yes,3,3_jobs_unemployment_million_small
32628,And we have to work more closely with our partners and allies on the ground.,No,16,16_military_troops_our_war
6523,We have a problem with litigation in the United States of America.,Yes,13,13_law_crime_police_justice
27432,Their currency has dropped 80 percent.,Yes,2,2_economy_budget_spending_billion
3429,How's it going to affect my job?,No,3,3_jobs_unemployment_million_small
3778,And spending restraint has got to be a vital part of that.,No,2,2_economy_budget_spending_billion
2984,"That's not the way to run our foreign policy, including international trade.",No,18,18_trade_deals_free_agreements
1443,And that means that there will be more industrial activity.,No,3,3_jobs_unemployment_million_small
13419,The t- man who grows tomatoes - it costs less for those tomatoes than it does for the label on the can.,Yes,42,42_farmers_farm_farmer_agricultural
25124,"We were succeeding, and that was why the terrorist acts began.",No,26,26_afghanistan_bin_laden_pakistan
8582,Where we disagree is in the means that we would use to get the most out of our economy.,No,2,2_economy_budget_spending_billion
21432,Our children will not see the American dream because of this debt that somebody somewhere dropped on us.,No,2,2_economy_budget_spending_billion
1475,"And we've probably got two and a half more million people who are not looking for jobs any more, because they've given up hope.",Yes,3,3_jobs_unemployment_million_small
3897,"I opposed funding a mission that had no timetable, and was open- ended, giving a blank check to George Bush.",Yes,14,14_senator_senate_republican_voted
26294,And it's not my money.,No,49,49_money_pay_costs_cost
9640,An economy that has 23 million people looking for work is not a strong economy.,Yes,3,3_jobs_unemployment_million_small
27324,"Well, let's come back and talk about the military, but all the way -- all the way through.",No,16,16_military_troops_our_war
8132,I'm not satisfied when I see men like Jimmy Hoffa - in charge of the largest union in the United States - still free.,No,3,3_jobs_unemployment_million_small
26146,"After he left the senate, we abandoned that.",No,14,14_senator_senate_republican_voted
24003,That's going to take money for infrastructure and investment to do that.,No,49,49_money_pay_costs_cost
6195,But I am somebody who believes that Roe versus Wade was rightly decided.,No,20,20_abortion_abortions_roe_wade
16761,Even the proponents of it admitted that no more than four hundred thousand jobs would be uh - made available.,Yes,3,3_jobs_unemployment_million_small
22228,So the net cost would be 8 billion 6 years from now in a trillion-plus budget -- not very much.,Yes,2,2_economy_budget_spending_billion
18271,And I believe our troops need other allies helping.,No,16,16_military_troops_our_war
32749,"Because everybody's talking about how Iraq, which is us with our leadership, goes in to fight Mosul.",Yes,26,26_afghanistan_bin_laden_pakistan
12759,Now Senator Kennedy has referred to the vote on Communist China.,No,28,28_cuba_latin_castro_america
25381,"Now, will you sit down with us and once and for all get rid, all of us, of these nuclear weapons and free mankind from that threat?''",No,12,12_nuclear_weapons_missiles_atomic
31924,"Right now, other nations are taking our jobs and they're taking our wealth.",Yes,3,3_jobs_unemployment_million_small
5811,"But again, I did not hear a repudiation of Congressman...",No,14,14_senator_senate_republican_voted
29662,"And when Secretary Clinton talks about people that didn't get paid, first of all, they did get paid a lot, but taken advantage of the laws of the nation.",Yes,14,14_senator_senate_republican_voted
857,"I picked Lloyd Bentsen, distinguished, strong, mature, a leader in the Senate, somebody whose qualifications nobody has questioned.",No,14,14_senator_senate_republican_voted
28833,"This is, with all due respect, Governor, that's a red herring.",No,29,29_governor_governors_state_clinton
17402,"Crime has come down the last 2 years, for the first time in many, many decades that it has come down -- or since we've kept records -- 2 consecutive years, and last year it came down the biggest drop in crime that we've had.",Yes,13,13_law_crime_police_justice
10471,"Do you know that we've laid a $10 trillion debt on these young Americans who are here with us tonight, $500 billion of it we owe to China?",Yes,2,2_economy_budget_spending_billion
2930,The secretary of state has appeared in the several years that he's been the secretary before eighty different uh - committee hearings in the House and in the Senate.,Yes,14,14_senator_senate_republican_voted
27669,"This is a nation, which, if it falls apart, if it -- if it becomes a failed state, there are nuclear weapons there and you've got -- you've got terrorists there who could grab their -- their hands onto those nuclear weapons.",Yes,12,12_nuclear_weapons_missiles_atomic
21241,I want anti-ballistic missile systems to protect ourselves and our allies from a rogue nation that may try to hold us hostage or blackmail our allies and friends.,No,12,12_nuclear_weapons_missiles_atomic
33638,"We're going to have free trade, more free trade than we have right now.",No,18,18_trade_deals_free_agreements
27282,"Now, Governor Romney, when you were asked by teachers whether or not this would help the economy grow, you said this isn't going to help the economy grow.",Yes,36,36_romney_governor_romneys_he
32400,"And, yes, President Lincoln was trying to convince some people, he used some arguments, convincing other people, he used other arguments.",No,52,52_nixon_mr_administration_truman
29782,"And it's just a fact that if you're a young African-American man and you do the same thing as a young white man, you are more likely to be arrested, charged, convicted, and incarcerated.",Yes,13,13_law_crime_police_justice
28649,So 80% -- now the problem with completely eliminating it goes back to the wealthiest 1%.,Yes,2,2_economy_budget_spending_billion
8553,That is the growth that we are looking for; it is the growth that this Administration has supported and that its policies have stimulated.,No,2,2_economy_budget_spending_billion
33232,And it's the earliest endorsement they've ever given to anybody who ran for president.,Yes,14,14_senator_senate_republican_voted
7581,"Well first of all, I don't agree with Senator Kennedy that Cuba is lost and certainly China was lost when this Administration came into power in 1953.",No,28,28_cuba_latin_castro_america
24078,"Because we have so mismanaged our country over the years, and it is now time to pay the fiddler.",No,49,49_money_pay_costs_cost
40715,"See, it's all talk, no action with these politicians.",No,14,14_senator_senate_republican_voted
5646,"It's wind, tide, solar, natural gas, nuclear, off-shore drilling, which Senator Obama has opposed.",Yes,14,14_senator_senate_republican_voted
13661,"And furthermore, under this administration, spending has increased more than it has in the last 20 years and he asked Congress to spend more money than it actually spent.",Yes,2,2_economy_budget_spending_billion
6204,"And when she brought a suit, saying equal pay for equal work, the judges said, well, you know, it's taken you too long to bring this lawsuit, even though she didn't know about it until fairly recently.",Yes,8,8_she_her_shes_hillary
86,"If he or representatives of the administration are either with or involving people like Noriega in our foreign policy, or don't pursue that connection in a way that makes it possible for us to cut it off and to be an example to our kids all over the country.",No,43,43_korea_north_south_korean
23583,And that's the kind of judge I'm going to put on there.,No,17,17_court_amendment_judges_supreme
21852,It all sounds to me like you're going to have some government setting price.,No,49,49_money_pay_costs_cost
1474,"We'll never have a balanced budget, we'll never meet the needs of our people, we'll never control the inflationary spiral, as long as we have seven and a half or eight million people out of work, who are looking for jobs.",Yes,2,2_economy_budget_spending_billion
19140,"We reduced more regulations, eliminated more programs than my two Republican predecessors.",Yes,14,14_senator_senate_republican_voted
3984,Nobody talked about attacking Pakistan.,No,26,26_afghanistan_bin_laden_pakistan
33733,And that will be as bad as NAFTA.,No,18,18_trade_deals_free_agreements
15599,But sooner or later that credit card mentality isn't going to work.,No,49,49_money_pay_costs_cost
1211,"I have fully funded the land and water conservation program; in fact, have recommended and the Congress approved a substantially increased land and water conservation program.",Yes,47,47_water_environment_air_pollution
11568,He was the last communist party boss there and then he became a dictator that by some other label he was still essentially a communist dictator.,Yes,28,28_cuba_latin_castro_america
27266,Two-thirds of our jobs come from small businesses.,Yes,3,3_jobs_unemployment_million_small
39042,Creating millions of good-paying jobs.,No,3,3_jobs_unemployment_million_small
20108,The deficit was bigger than I thought it was going to be.,No,2,2_economy_budget_spending_billion
24336,"And thank God, it has, because the parents of these young people around here go to bed at night without the same fear of nuclear war.",No,12,12_nuclear_weapons_missiles_atomic
3005,"When we are weak at home economically - high unemployment, high inflation, a confused government, a wasteful defense establishment, this encourages the kind of pressure that's been put on us successfully.",No,2,2_economy_budget_spending_billion
3896,"Senator McCain cut -- Senator McCain opposed funding for troops in legislation that had a timetable, because he didn't believe in a timetable.",Yes,44,44_mccain_senator_mccains_john
3081,So strong economy is very important.,No,2,2_economy_budget_spending_billion
16277,The democratic leaders of Central and Latin America want to work with us.,No,28,28_cuba_latin_castro_america
24051,"I disagree that we need 150,000 troops to fulfill our role in Europe.",No,16,16_military_troops_our_war
11052,"Now, Senator McCain and I do agree, this is the greatest nation on earth.",No,44,44_mccain_senator_mccains_john
9326,How much did you cut licenses and permits on federal land and federal waters?,No,35,35_state_texas_in_states
17108,"But, as I said, we have the rate of increase in government spending down to 6 percent.",Yes,2,2_economy_budget_spending_billion
1893,Bill Clinton tried the approach that I'm talking about.,No,14,14_senator_senate_republican_voted
5954,"There are several issues in which, frankly, Joe Biden and I openly and honestly disagreed on national security policy, and he's been wrong on a number of the major ones.",No,14,14_senator_senate_republican_voted
10603,"When George Bush came into office, we had surpluses.",Yes,2,2_economy_budget_spending_billion
1214,"And a month or so ago I did uh - likewise say over the next ten years we should expand - double - this national parks, the wild wilderness areas, the scenic river areas.",Yes,47,47_water_environment_air_pollution
20267,"I have a proud record of working with both Republicans and Democrats, which is what our nation needs.",Yes,14,14_senator_senate_republican_voted
24139,"But tell her it's not all that gloomy; we're the US, we faced tough problems before.",No,8,8_she_her_shes_hillary
34127,"All she had to do was stay there, and now we're going in to get it.",No,8,8_she_her_shes_hillary
21014,We have gone from the biggest deficits to the biggest surpluses.,Yes,2,2_economy_budget_spending_billion
17992,We continue to pursue our policy of disrupting those who proliferate weapons of mass destruction.,No,12,12_nuclear_weapons_missiles_atomic
8001,I said last week I believed in a balanced budget.,Yes,2,2_economy_budget_spending_billion
20119,"The S & L crisis was over, they're starting to sell assets, all that money was coming in.",No,2,2_economy_budget_spending_billion
14662,And we're going to lead the way out of this economic recession across this world and economic slowdown here at home.,No,2,2_economy_budget_spending_billion
33148,"And I feel strongly that the Supreme Court needs to stand on the side of the American people, not on the side of the powerful corporations and the wealthy.",No,17,17_court_amendment_judges_supreme
10991,"And, by the way, Senator Obama has never mentioned how much that fine might be.",Yes,14,14_senator_senate_republican_voted
12780,"What I said was that ten years ago, we were producing twice as many scientists and engineers as the Soviet Union and today they're producing twice as many as we are, and that this affects our security around the world.",Yes,12,12_nuclear_weapons_missiles_atomic
15976,"But, the Dorgan Task Force, the bipartisan task force estimated that we could collect about $35 billion in the fifth year, $105 billion over five years, the other study even more than that",Yes,2,2_economy_budget_spending_billion
16951,"Fortunately, he has been during Democratic as well as Republican administrations.",No,14,14_senator_senate_republican_voted
20558,I just told you the criteria on which I'll appoint judges.,No,17,17_court_amendment_judges_supreme
16737,Encouragement by the president for people to uh voluntarily conserve - yes.,No,47,47_water_environment_air_pollution
33040,They'll pay off our national debt.,No,2,2_economy_budget_spending_billion
2056,"Basically, they get deductions that those small businesses that Governor Romney refers to, they don't get.",Yes,36,36_romney_governor_romneys_he
10606,It's now over $10 trillion.,Yes,2,2_economy_budget_spending_billion
4215,But I do believe that we need to bolster our friends and allies.,No,16,16_military_troops_our_war
15729,We're not going to spend hundreds of millions on a space plane from Washington to Tokyo.,No,2,2_economy_budget_spending_billion
9282,Talk to the people that are working in those industries.,No,3,3_jobs_unemployment_million_small
23333,They named him because of his votes.,No,14,14_senator_senate_republican_voted
10858,"But we kept the debate going, and we kept this issue to -- to posing to Americans the danger that climate change opposes.",No,47,47_water_environment_air_pollution
33694,"We've got to do more to get the whole economy moving, and that's what I believe I will be able to do.",No,2,2_economy_budget_spending_billion
13535,Let's look at the situation with regard to economic growth as it really is.,No,2,2_economy_budget_spending_billion
22935,"It denigrates an alliance to say we're going alone, to discount their sacrifices.",No,16,16_military_troops_our_war
26099,"We've got to understand in America that we've got to have growth, create more jobs and more opportunities in the private sector.",No,3,3_jobs_unemployment_million_small
38159,They've done nothing to help small businesses.,Yes,3,3_jobs_unemployment_million_small
9009,"Now, Governor Reagan is running on a platform that calls for a Constitutional amendment banning abortion.",Yes,20,20_abortion_abortions_roe_wade
12271,But it starts with working in a collaborative effort with states and local folks.,Yes,35,35_state_texas_in_states
25523,"I went to the Philippines as Vice President, pressed for human rights, called for the release of Aquino, and made progress that had been stalled on both the Subic and the Clark airfield bases.",Yes,52,52_nixon_mr_administration_truman
16146,"He's been out in the state saying that, in Midwestern states.",No,35,35_state_texas_in_states
14868,"I also would like to point out that Republican presidents in those years, faced with a Democratic majority in both houses of the Congress, found that their requests for defense budgets were very often cut.",Yes,52,52_nixon_mr_administration_truman
1536,The American people had lost faith and trust and confidence in the presidency itself.,No,14,14_senator_senate_republican_voted
25147,The Joint Chiefs urged the President not to put our troops in that barracks because they were indefensible.,Yes,16,16_military_troops_our_war
27956,And we're retaining our workers for the jobs of tomorrow.,Yes,3,3_jobs_unemployment_million_small
21106,"If you make bad investments, that's too bad.",No,2,2_economy_budget_spending_billion
8684,You are robbing the American people of their savings.,No,2,2_economy_budget_spending_billion
12592,I talked to the American Ambassador there.,No,28,28_cuba_latin_castro_america
19184,We have the highest foreign debt in history.,Yes,2,2_economy_budget_spending_billion
33257,"I will defend Roe v. Wade, and I will defend women's rights to make their own health care decisions.",No,20,20_abortion_abortions_roe_wade
19717,We did it without any of our allies that helped in the Gulf.,Yes,16,16_military_troops_our_war
23950,"Your father was right to stand up to Joe McCarthy, you were wrong to attack my patriotism.",No,52,52_nixon_mr_administration_truman
12733,"But I've not made a judgment, and I have not narrowed down a list of three or four people, among whom would be the candidate.",No,17,17_court_amendment_judges_supreme
1520,"If we had that many more people in the Army, the Navy, the Air Force, and Marines, our unemployment figure would be considerably less.",No,3,3_jobs_unemployment_million_small
15853,"Teddy Roosevelt used to talk about the arena, you know, daring to fail greatly or succeed, no matter.",No,52,52_nixon_mr_administration_truman
27698,"Is -- is al-Qaida on the run, on its heels?",No,26,26_afghanistan_bin_laden_pakistan
20995,"When the Asian financial crisis raised the risk of world-wide recession that could affect our economy, And now, of course, the euro's value has been dropping, but seems to be under control.",Yes,2,2_economy_budget_spending_billion
9761,We saved an auto industry that was on the brink of collapse.,Yes,3,3_jobs_unemployment_million_small
2821,"And more recently, he talks about cutting the defense budget by five to seven billion dollars.",Yes,2,2_economy_budget_spending_billion
914,"I mean, there are enormous opportunities out there to expand markets and to build a strong future for our farmers.",No,42,42_farmers_farm_farmer_agricultural
12248,"And I'll tell you this, I will fight for a clean environment in ways that strengthen our economy.",No,47,47_water_environment_air_pollution
8328,"Until we get the surpluses off the farmer's back, however, we should have a program such as I announced, which will see that farm income holds up.",No,42,42_farmers_farm_farmer_agricultural
8938,"And eliminated probably more quickly than our plan, but we wanted to be so conservative with it, that people would see how.",No,14,14_senator_senate_republican_voted
9769,"But, you should pay attention to this campaign, because Governor Romney has made some commitments as well.",No,36,36_romney_governor_romneys_he
24743,"Now, just a few days ago a bipartisan commission of Republicans and Democrats -- more Republicans than Democrats -- said my plan will save the average family $1200 a year more than the Bush plan will by the year 2000, $2.2 trillion in the next 12 years, $400 billion a year by the end of this decade.",Yes,2,2_economy_budget_spending_billion
8295,The farmer plants in the spring and harvests in the fall.,No,42,42_farmers_farm_farmer_agricultural
22892,We don't need as much manpower on the Korean Peninsula to keep a deterrent.,No,43,43_korea_north_south_korean
29650,You even at one time suggested that you would try to negotiate down the national debt of the United States.,Yes,2,2_economy_budget_spending_billion
27850,...and -- and that's why I have the kind of commitment to ensure that our industries in this country can compete and be successful.,No,3,3_jobs_unemployment_million_small
33712,"Look, our country is stagnant.",No,2,2_economy_budget_spending_billion
17535,I opposed the grain embargo in my administration.,Yes,29,29_governor_governors_state_clinton
33630,But they have to pay up.,No,49,49_money_pay_costs_cost
5953,We're now about to have an agreement for status of forces in Iraq coming up.,No,16,16_military_troops_our_war
569,"And he continues to support a failed policy in Central America which is getting worse and worse, and which has in fact increased Cuban and Soviet influence in that region.",Yes,28,28_cuba_latin_castro_america
9385,"So, it's conceivable that Governor Romney could bring down gas prices because with his policies, we might be back in that same mess.",No,36,36_romney_governor_romneys_he
6549,"That costs the government $7,700 per family.",Yes,49,49_money_pay_costs_cost
27442,"The disagreement I have with Governor Romney is that, during the course of this campaign, he's often talked as if we should take premature military action.",Yes,36,36_romney_governor_romneys_he
19298,"We're talking about six percentage points over six years, and with that money you give it back to the working people.",Yes,2,2_economy_budget_spending_billion
29852,"And so we need to do a better job of working, again, with the communities, faith communities, business communities, as well as the police to try to deal with this problem.",No,13,13_law_crime_police_justice
927,"But let's not go back to that-what they call supply management and production control, that'll simply price us out of the international market.",No,18,18_trade_deals_free_agreements
11176,"I'll get Osama bin Laden, my friends.",No,26,26_afghanistan_bin_laden_pakistan
10378,I believe Governor Romney is a good man.,No,36,36_romney_governor_romneys_he
20473,"And also domestic exploration yes, but not in the environmental treasures of our country.",No,47,47_water_environment_air_pollution
16800,"And we've got uh - the highest unemployment we've had uh - under Mr. Ford's administration, since the Great Depression.",Yes,3,3_jobs_unemployment_million_small
26678,"And that's very important to the economy, but I think we want to make certain.",No,2,2_economy_budget_spending_billion
26478,Credit card debt has never been higher.,Yes,2,2_economy_budget_spending_billion
12574,I voted for the Formosa resolution in 1955.,Yes,14,14_senator_senate_republican_voted
6780,But we know from the people he's tried to appoint to the court he wants to.,No,17,17_court_amendment_judges_supreme
27655,The first lady has done great work with an organization called Joining Forces putting our veterans back to work.,Yes,8,8_she_her_shes_hillary
27640,"We ended the war in Iraq, refocused our attention on Afghanistan, and we did deliver a surge of troops.",No,26,26_afghanistan_bin_laden_pakistan
1212,Uh - I have uh - added in the current year budget the funds for the National Park Service.,Yes,49,49_money_pay_costs_cost
16767,What we have done is to hold the lid on spending in an effort to reduce the rate of inflation.,Yes,2,2_economy_budget_spending_billion
14399,"And you pull all of it at once and read it and I did, and it's pretty clear what she and Kelly and the other key guys around that thing thought they were doing.",No,8,8_she_her_shes_hillary
18036,"And smart means not diverting your attention from the real war on terror in Afghanistan against Osama bin Laden and taking if off to Iraq where the 9/11 Commission confirms there was no connection to 9/11 itself and Saddam Hussein, and where the reason for going to war was weapons of mass destruction, not the removal of Saddam Hussein.",Yes,26,26_afghanistan_bin_laden_pakistan
32974,So I have very clear views about what I want to see to kind of change the balance on the Supreme Court.,No,17,17_court_amendment_judges_supreme
17122,We were told we would have a balanced budget in 1983.,Yes,2,2_economy_budget_spending_billion
33564,"... about a potential nuclear -- nuclear competition in Asia, you said, you know, go ahead, enjoy yourselves, folks.",Yes,12,12_nuclear_weapons_missiles_atomic
3076,"We have a higher unemployment rate in this country than Great Britain, and West Germany.",Yes,3,3_jobs_unemployment_million_small
26542,Not just a state problem.,No,35,35_state_texas_in_states
33373,"The NAFTA deal signed by her husband is one of the worst deals ever made of any kind, signed by anybody.",Yes,18,18_trade_deals_free_agreements
13760,I hear it -- I hear it echoed by political opponents.,No,14,14_senator_senate_republican_voted
24429,"But it is inappropriate for us, just because there's a problem somewhere around the world, to take the sons and daughters of working people--and make no mistake about it, our all- volunteer armed force is not made up of the sons and daughters of the beautiful people; it's the working folks who send their sons and daughters to war, with a few exceptions.",Yes,16,16_military_troops_our_war
13499,We have to be able to sell abroad more than we consume uh - from abroad if we're going to be able to meet our obligations.,No,18,18_trade_deals_free_agreements
1851,"But under Governor Romney's definition, there are a whole bunch of millionaires and billionaires who are small businesses.",Yes,3,3_jobs_unemployment_million_small
17095,We have reduced inflation to about a third of what it was.,Yes,2,2_economy_budget_spending_billion
30384,"We have made so many bad deals during the last -- so she's got experience, that I agree.",No,8,8_she_her_shes_hillary
7231,"Nine out of 10 active-duty Army divisions are either in Iraq, going to Iraq or have come back from Iraq.",Yes,16,16_military_troops_our_war
