Sentence_id,Text,class_label,topic
7235,And what I would like to do is see the National Guard and Reserve be deployed differently here in our own country.,No,military
4007,"Tragically, I was right: Nearly 300 Marines lost their lives in the bombing of the barracks.",Yes,military
16555,We gave them ample time.,No,military
18875,Our commanders have got all the flexibility to do what is necessary to succeed.,Yes,military
18387,"I know we're not going to achieve our objective if we send mixed signals to our troops, our friends, the Iraqi citizens.",No,military
22895,"So to answer your question is, we're withdrawing, not from the world, we're withdrawing manpower so they can be stationed here in America, so there's less rotation, so life is easier on their families and therefore more likely to be -- we'll be more likely to be able to keep people in the all-volunteer army.",No,military
8805,"In 1977, we took that away from the military.",Yes,military
11449,"That means not only military strength and our values, it also means keeping our economy strong.",No,military
18204,And the enemy only has to be right once to hurt us.,No,military
20673,"A recent poll was taken among 1,000 enlisted personnel, as well as officers, over half of whom will leave the service when their time of enlistment is up.",Yes,military
7239,"But the most important thing to relieve the pressure on all of the armed forces is frankly to run a foreign policy that recognizes that America is strongest when we are working with real alliances, when we are sharing the burdens of the world by working through our statesmanship at the highest levels and our diplomacy to bring other nations to our side.",No,military
23496,"And they told me they could not have performed their duty, the duty we all expect of them, if they did not have the ability to communicate with each other under the Patriot Act.",No,military
11353,But I have spent my whole life serving this country.,No,military
13097,We got rid of that; we've kept out of other wars; and certainly that doesn't indicate that we're trigger-happy.,Yes,military
19044,The military will be an all-volunteer army.,No,military
25017,I don't want to send troops any place.,No,military
1145,"And I think it's the consensus of the people who are knowledgeable in the military field, that he is probably the outstanding military leader and strategist that we have in America today.",No,military
18515,It will help change the world; that we can look back and say we did our duty.,No,military
18290,That's what I learned in Vietnam.,No,military
4023,"That means that that mission succeeds, just like those young people who re-enlisted in Baghdad, just like the mother I met at the airport the other day whose son was killed.",No,military
24166,No other nation would have cut defense as much as we already have without that.,No,military
22707,"Now, that's not a good way to build support and reduce the risk for our troops and make America safer.",No,military
19722,"I could not send soldiers into the north of Iraq, that would have been wrong.",No,military
18801,"We've got a backdoor draft taking place in America today: people with stop-loss programs where they're told you can't get out of the military; nine out of our 10 active duty divisions committed to Iraq one way or the other, either going, coming or preparing.",Yes,military
12863,We indicated at that time that we were not going to intervene militarily.,Yes,military
11581,I think it's important for NATO to be strong and confident.,No,military
18610,They're fighting us because they're fighting freedom.,No,military
8619,"If we fail, if we fail to move ahead, if we fail to develop sufficient military and economic and social strength here in this country, then I think that uh - the tide could begin to run against us.",No,military
20657,The mission is to fight and win war and therefore prevent war from happening in the first place.,No,military
3938,We had the highest fatalities among U.S. troops this past year than at any time since 2002.,Yes,military
30125,And I think we should get -- because we pay approximately 73 percent of the cost of NATO.,Yes,military
11686,"During the years between World War I and World War II, a great lesson was learned by our military leaders and the people of the United States.",No,military
24902,"To do that we need a three-pronged attack: one is military assistance to our friends who are being pressured; secondly, a strong and sophisticated economic aid program and human rights program that offers a better life and a sharper alternative to the alternative offered by the totalitarians who oppose us; and finally, a strong diplomatic effort that pursues the possibilities of peace in the area.",No,military
19526,"Again, IÃ¢â‚¬â„¢ve supported the President on Bosnia, and I think we were told the troops would be out in a year.",Yes,military
2759,The president's reelected you'll see dramatic cuts to our military.,No,military
15752,"We're going to have conventional forces that are well maintained, well equipped, well trained, well supported.",No,military
4032,No U.S. soldier ever dies in vain because they're carrying out the missions of their commander in chief.,No,military
22942,"If Missouri, just given the number of people from Missouri who are in the military over there today, were a country, it would be the third largest country in the coalition, behind Great Britain and the United States.",Yes,military
24031,"I've seen what it is like to see a war, to see the burdens of a war, and I don't want to see us make reckless cuts.",No,military
14818,I have seen four wars in my lifetime.,No,military
22890,One of the things we've done is we've taken the -- we're beginning to transform our military.,Yes,military
27211,We -- we make decisions today in the military that -- that will confront challenges we can't imagine.,No,military
14133,"We've had a lot of other presidents who didn't wear their country's uniform who had to order our young soldiers into battle, including President Wilson and President Roosevelt.",Yes,military
19717,We did it without any of our allies that helped in the Gulf.,Yes,military
6953,"Veterans are getting very good health care under my administration, and they will continue to do so during the next four years.",Yes,military
4034,Our troops have performed brilliantly.,No,military
21237,I want to rebuild our military to keep the peace.,No,military
659,But where I differ with my opponent is I am not going to make unilateral cuts in our strategic defend systems or support some freeze when they have superiority.,No,military
28527,"First thing I'm going to do is ask the Secretary of Defense to develop a plan so we are making sure we're not spending our money on political projects, but on projects to make sure our soldiers are well-paid, well-housed, and have the best equipment in the world.",No,military
18636,And I would hope to never have to use force.,No,military
7940,That's how the United States began to prepare for its great actions in World War II and in the post-war period.,No,military
11726,"And when it gets overextended, morale drops.",No,military
11731,"I certainly don't disagree that we ought to get our troops home from places like the Balkans as soon as we can, as soon as the mission is complete.",No,military
6509,My opponent said this war is a matter of intelligence and law enforcement.,No,military
14690,"Look at the 24 generals and admirals, retired, that have endorsed me, including the deputy commander of Desert Storm.",Yes,military
17895,Are we better of with this arms race?,No,military
18253,"My message to the troops is also: Thank you for what they're doing, but it's also help is on the way.",No,military
28468,"I didn't do the most or run the greatest risk by a long shot, but I learned what it was like to be an enlisted man in the United States Army.",No,military
32739,"And we have -- look, I have 200 generals and admirals who endorsed me.",Yes,military
4321,"And I'd like to remind you, also, as a result of those recommendations, we've probably had the largest reorganization of government since we established the Defense Department.",Yes,military
14429,"And we formed a historic coalition, and we brought him down, and we destroyed the 4th largest army.",Yes,military
25271,Now we have a runaway arms race.,No,military
8803,"we had an aid - 46% of the people who enlisted in the voluntary military up until 1977 said they did so for one particular reason, the G.I.",Yes,military
2992,"For instance, if the Arab countries ever again declare an embargo against our nation on oil I would consider that not a military but an economic declaration of war, and I would respond instantly and in kind.",No,military
7746,"Every time the United States has been an one side and they've been on the other side, our position has been sustained.",Yes,military
6510,"No, this war is a matter of using every asset at our disposal to keep the American people protected.",No,military
28522,"But we have an opportunity -- we have an opportunity to use our research and development capacities, the great technology of the United States, to make our military lighter, harder to find, more lethal.",Yes,military
20669,"I agree our military is the strongest in the world today, that's not the question.",Yes,military
20683,"When I was a young man, I volunteered for the Army.",No,military
22143,Coming out of World War II it made sense.,No,military
9056,"Well, we, the living Americans, have gone through four wars.",No,military
25444,"You've set up a Strategic Defense Initiative, an agency, you're beginning to test, you're talking about deploying, you're asking for a budget of some $30 billion for this purpose.",Yes,military
22792,We didn't have enough forces.,No,military
30224,"He said, you know, if they taunted our sailors, I'd blow them out of the water and start another war.",Yes,military
7250,"We'll have 125,000 troops trained by the end of this year.",Yes,military
27014,This was just a few weeks ago that you indicated that we should still have troops in Iraq.,Yes,military
18416,"And today, we are 90 percent of the casualties and 90 percent of the costs.",Yes,military
26966,"But just a few weeks ago, you said you think we should have more troops in Iraq right now.",Yes,military
23210,But I am not going to shortchange our troops in harm's way.,No,military
33495,... 17 intelligence -- do you doubt 17 military and civilian...,No,military
25367,And that is why we are maintaining a deterrent and trying to achieve a deterrent capacity to where no one would believe that they could start such a war and escape with limited damage.,No,military
13081,That has been reinforced by direct commitments of the president of the United States; it's been reinforced by a number of other nations under NATO.,Yes,military
17977,"We can do a better job of training the Iraqi forces to defend themselves, and I know that we can do a better job of preparing for elections.",No,military
15714,My Secretary of Defense is going to have to make a very difficult decision in which system to go forward with.,No,military
20695,"Incidentally, I know the value of making sure our troops have the latest technology.",No,military
24425,I think if we learned anything in Vietnam is you first commit this nation before you commit the troops to the battlefield.,No,military
723,Every single one of the Joint Chiefs will testify to the fact that readiness is in an historic high.,No,military
22901,"Now, forget all this talk about a draft.",No,military
1523,They're in the civilian labor market and they're not fighting anywhere around the world today.,No,military
18563,"As I understand it, we're building some 14 military bases there now, and some people say they've got a rather permanent concept to them.",Yes,military
3899,We didn't have a difference on whether or not we were going to be funding troops.,Yes,military
3814,And we will come home as we have when we have won other wars and not in defeat.,No,military
20650,Some of our troops are not well-equipped.,No,military
14815,America has never gotten in a war because we were too strong.,No,military
18651,"With the American military forces nearby and in the field, we didn't use the best trained troops in the world to go kill the world's number one criminal and terrorist.",No,military
27759,"It's not my term, it's the president's own secretary of defense called these trillion dollars of cuts to our military devastating.",Yes,military
18294,And I'm going to lead those troops to victory.,No,military
3339,But not until they have given us the full accounting of our MIAs.,No,military
11054,But there has never been a nation in the history of the world that saw its economy decline and maintained its military superiority.,Yes,military
14160,I feel very strongly about the people who go into battle for our country.,No,military
22912,You've got a back-door draft right now.,No,military
20647,Morale in today's military is too low.,No,military
18242,"My message to our troops is, ""Thank you for what you're doing.",No,military
24059,"I don't think we need 150,000 troops.",No,military
22726,Join me in the wrong war at the wrong time at the wrong place.,No,military
29036,I believe very deeply that you have to be willing to stand up and fight no matter what powerful forces might be on the other side.,No,military
22999,I don't see how you can lead troops if you say it's the wrong war at the wrong place at the wrong time.,No,military
24311,and the military that liked it better the way it used to be.,No,military
14842,"The fact is that this nation, in the eight years before I became President, had its own military strength decreased.",Yes,military
11706,I would very much like to get our troops out of there.,No,military
32762,"I don't think American troops should be holding territory, which is what they would have to do as an occupying force.",No,military
19047,We'll continue to build our alliances.,No,military
2580,I believe in maintaining the strength of America's military.,No,military
1518,We are not at war.,No,military
28517,"Should I be fortunate enough to earn your confidence, the mission of the United States military will be to be prepared and ready to fight and win war.",No,military
25584,This evening we talked about national strength.,No,military
15721,"And, so, that's the way I'd reply to it and I believe we can have the strongest and best defense possible if we modernize, if we go forward with competitive strategies and if we do follow through on the Packard Commission report.",No,military
22886,It works particularly when we pay our troops well.,No,military
24017,We have reduced the number of troops that are deployed and going to be deployed.,Yes,military
30226,That would not start a war.,No,military
18511,That's what distinguishes us from the enemy.,No,military
2903,"So these are the ways that we can restore the strength of our country, and they don't require long experience in foreign policy.",No,military
22137,"See, for 45 years we were preoccupied with the Red Army.",Yes,military
323,"When you're attacked for your military record, I immediately said it was inappropriate, it had no place in this campaign, and I rejected it.",Yes,military
27622,"Well, we're going to be finished by 2014, and when I'm president, we'll make sure we bring our troops out by the end of 2014.",No,military
3170,"Also, we'll never be strong again overseas, unless we're strong at home.",No,military
22919,"Now, I'm going to add 40,000 active duty forces to the military, and I'm going to make people feel good about being safe in our military, and not overextended, because I'm going to run a foreign policy that actually does what President Reagan did, President Eisenhower did, and others.",No,military
18581,"There are 100,000 troops trained, police, guard, special units, border patrol.",Yes,military
11579,If I think it's in our nation's strategic interest I'll commit troops.,No,military
3969,"And, yes, Senator Obama calls for more troops, but what he doesn't understand, it's got to be a new strategy, the same strategy that he condemned in Iraq.",Yes,military
28419,"And secondly, we've had enough fighting.",No,military
4033,And we honor all the service that they've provided.,No,military
30340,"Right now, it's getting tougher and tougher to defeat them, because they're in more and more places, more and more states, more and more nations.",Yes,military
11545,"I called upon the Congress not to hamstring the administration, and in terms of forcing troop withdrawals on a timetable that wasn't necessarily in our best interest or fit our nation's strategy, and so I think it's good public policy, I think it worked, and I'm pleased I took -- made the decision I made.",No,military
25216,"And then 5 days before the troops were killed, they went back to the President, through the Secretary of Defense, and said, ""Please, Mr. President, take those troops out of there because we can't defend them.''",Yes,military
29418,"See, you're telling the enemy everything you want to do.",No,military
8778,"When you have a report, as we did recently, that six out of 10 CONUS Divisions in this country - Continental United States Army Divisions - simply could not pass a readiness test: that two out of three divisions that were to be allocated to the so-called Rapid Deployment Force could not meet a readiness test.",Yes,military
32337,We by no means are carrying anywhere near the load that Europe and others are.,No,military
30052,Our military is assisting in Iraq.,Yes,military
22820,The military's job is to win the war.,No,military
36043,"We need to depend on all of our tools -- diplomatic, economic, working with our allies -- and not let the defense industry call the shots.",No,military
3265,"I might even be willing to reduce to some degree our military emplacements in the Panama Canal Zane, but I would not relinquish practical control of the Panama Canal Zane any time in the foreseeable future.",No,military
27352,He then wants to spend another $2 trillion on military spending that our military is not asking for.,Yes,military
25127,Then the multilateral force withdrew for only one reason: We withdrew because we were no longer able to carry out the mission for which we had been sent in.,Yes,military
6952,We're aligning facilities where the veterans live now.,Yes,military
11071,"We could be providing logistical support, setting up a no-fly zone at relatively little cost to us, but we can only do it if we can help mobilize the international community and lead.",No,military
4358,"And General Petraeus says we have had great success, but it's very fragile.",Yes,military
28493,"Now, I said earlier that we are the strongest military, but we need to continue improving readiness and making sure that our military personnel are adequately paid and that the combination of their pay and their benefits and their retirement as veterans is comparable to the stiff competition that's coming in this strong economy from the private sector.",No,military
18020,"In Iraq, no doubt about it, it's tough.",No,military
24409,"But when you go to put somebody else's son or daughter into war, I think you got to be a little bit careful and you have to be sure that there's a military plan that can do this.",No,military
25469,Our conventional strength in Europe is under strength.,Yes,military
27179,Our military is second to none in the world.,Yes,military
24033,"But let's not cut into the muscle, and let's not cut down our insurance policy, which is participation of American forces in NATO, the greatest peace- keeping organization ever made.",No,military
25885,But the last thing we ought to do is make those who wear the uniforms sacrifice.,No,military
644,I don't think we need them to remain strong.,No,military
17975,I know I can do a better job in Iraq.,No,military
28462,Right now our military is the strongest in the entire history of the world.,Yes,military
18154,What message does that send our troops?,No,military
36149,"And with regard to this idea that we can walk away and not have any troops anywhere, including special forces, we -- there's no way you negotiate or have been able to negotiate with terrorists.",No,military
21239,I don't want to try to put our troops in all places at all times.,No,military
27471,"And of course, a military action is the last resort.",No,military
25585,"I believe we need to be strong, and I will keep us strong.",No,military
30007,"I do want to say that I was just endorsed -- and more are coming next week -- it will be over 200 admirals, many of them here -- admirals and generals endorsed me to lead this country.",Yes,military
721,He is the man on conventional forces that wants to eliminate two carrier battle groups.,No,military
7234,"In addition, I'm going to double the number of Special Forces so that we can fight a more effective war on terror, with less pressure on the National Guard and Reserve.",No,military
18390,"The plan says we'll train Iraqi soldiers so they can do the hard work, and we are.",Yes,military
1114,"I have maintained from the very beginning of my campaign, and this was a standard answer that I made in response to the Yugoslavian question, that I would never uh - go to war or become militarily involved, in the internal affairs of another country unless our own security was direc- rectly threatened.",No,military
18468,I think what is misleading is to say you can lead and succeed in Iraq if you keep changing your positions on this war.,No,military
4338,We can't simply be focused on Iraq.,No,military
22706,"You know, they even had the Defense Department issue a memorandum saying, ""Don't bother applying for assistance or for being part of the reconstruction if you weren't part of our original coalition.""",No,military
7233,"Now, I've proposed adding two active-duty divisions to the armed forces of the United States -- one combat, one support.",Yes,military
12667,We want to be stronger.,No,military
13190,We went through this tragic experience leading to World War II.,No,military
27035,You just gave a speech a few weeks ago in which you said we should still have troops in Iraq.,Yes,military
18363,"And now there's 30 nations involved, standing side by side with our American troops.",Yes,military
18655,"That's the enemy that is now in 60 countries, with stronger recruits.",Yes,military
22884,"We're not going to have a draft, period.",No,military
12891,This should continue and it can be stepped up to give them hope and to keep alive the hope for freedom that I can testify they have so deeply within them.,No,military
11687,"The lesson was that in the aftermath of World War I, we kind of turned our backs and left them to their own devices and they brewed up a lot of trouble that quickly became World War II.",No,military
11078,I'll bring them home with victory and with honor and that is a fundamental difference.,No,military
7231,"Nine out of 10 active-duty Army divisions are either in Iraq, going to Iraq or have come back from Iraq.",Yes,military
19749,"Nobody suggested sending troops to Iraq, if that was the hint there from the President.",No,military
18060,And we pushed our allies aside.,No,military
22998,I don't see how you can win in Iraq if you don't believe we should be there in the first place.,No,military
27010,"I thought there should have been more troops, but you know what?",No,military
42122,We're going to use force and we're going to leave them stone-cold dead.,No,military
3812,"And thanks to this great general, David Petraeus, and the troops who serve under him, they have succeeded.",No,military
1514,"We - I mean in Korea - we had uh - three million five hundred thousand young men uh - in the Army, Navy, Air Force and Marines.",Yes,military
3384,Not a single young American today is fighting or dying on any foreign battlefield.,Yes,military
2956,"Number one, we have an agreement where they notify us and we notify them of any uh - military maneuvers that are to be be undertaken.",Yes,military
19582,"I have proposed a lot of new investments to improve the quality of life for our soldiers, for our men and women in uniform, for their families, for their training.",Yes,military
18411,The president says that I'm denigrating these troops.,Yes,military
24051,"I disagree that we need 150,000 troops to fulfill our role in Europe.",No,military
27362,"But when it comes to our military, what we have to think about is not, you know just budgets, we've got to think about capabilities.",No,military
27076,"And finally, we don't want to have military involvement there.",Yes,military
24148,Defense industries are going to have to convert to civilian industries.,No,military
14269,"Yes, we tried, and, yes, we failed to bring him into the family of nations; he had the 4th largest army.",Yes,military
18521,"And that's one of the reasons why I believe I can get this job done, because I am determined for those soldiers and for those families, for those kids who put their lives on the line.",No,military
7249,"The best way to take the pressure off our troops is to succeed in Iraq, is to train Iraqis so they can do the hard work of democracy, is to give them a chance to defend their country, which is precisely what we're doing.",Yes,military
18517,"I understand what the president is talking about, because I know what it means to lose people in combat.",No,military
3873,I was honored to speak to those troops.,No,military
27216,We have to also stand by our allies.,No,military
7244,And the result is our forces today are overextended.,No,military
3828,But we have to use our military wisely.,No,military
7971,And I'd like to know where have we been defeated and where have we retreated?,No,military
11224,We've got to advocate for their membership in NATO.,No,military
18561,"I said, if we do the things that I've set out and we are successful, we could begin to draw the troops down in six months.",No,military
3912,"Now, what I've said is we should end this war responsibly.",No,military
15408,And the same would be true with regard to combat service in the military and so forth.,No,military
34125,"Douglas MacArthur, George Patton spinning in their graves when they see the stupidity of our country.",No,military
3798,"Our initial military success, we went in to Baghdad and everybody celebrated.",No,military
28516,"See, I think the mission has somewhat become fuzzy.",No,military
27209,"And our military, we've got to strengthen our military long-term.",No,military
27183,Our association and connection with our allies is essential to America's strength.,No,military
18819,I agree with my opponent that we shouldn't be committing troops.,No,military
3813,"And we are winning in Iraq, and we will come home.",No,military
17872,"We have -- our military, the morale is high.",No,military
18307,We will not make war inevitable.,No,military
11428,"We have the strongest military, and I'll do whatever is necessary, if I'm president, to make sure that it stays that way.",Yes,military
25073,Your definition of national strength is to throw money at the Defense Department.,No,military
25571,Why pursue a strategy that would delegate to computers the question of starting a war?,No,military
7628,I believe we should increase our strength all over the world.,No,military
19696,"We had to do something, and even though not all of our allies supported it at first, I think most of them now believe that what we did was an appropriate thing to do.",No,military
22913,And a lot of our military are underpaid.,Yes,military
22722,"We'll have 125,000 trained by the end of December.",Yes,military
34443,We have a depleted military.,Yes,military
18271,And I believe our troops need other allies helping.,No,military
3804,And we are winning in Iraq.,Yes,military
24429,"But it is inappropriate for us, just because there's a problem somewhere around the world, to take the sons and daughters of working people--and make no mistake about it, our all- volunteer armed force is not made up of the sons and daughters of the beautiful people; it's the working folks who send their sons and daughters to war, with a few exceptions.",Yes,military
18026,That's why they're fighting so vociferously.,No,military
11744,"He said that two divisions would have to report not ready for duty, and that's not what the joint chiefs say.",Yes,military
18162,We can't leave a failed Iraq.,No,military
11694,But it was also military.,No,military
25897,We have never been asked to send troops to the West Bank.,Yes,military
18796,They've got to have the logistical capacity to go in and stop the killing.,No,military
22655,"This president rushed to war, pushed our allies aside.",No,military
27593,"In the same way that you say you would have ended the war in Iraq, but recently gave a speech saying that we should have 20,000 more folks in there.",Yes,military
6950,"Of course we're meeting our obligation to our veterans, and the veterans know that.",No,military
4341,We are going to need more cooperation with our allies.,No,military
11172,I say -- I was joking with a veteran -- I hate to even go into this.,No,military
27758,The secretary of defense called these trillion dollars of cuts to our military devastating.,Yes,military
24302,And we've focused on the tactical.,No,military
18334,My opponent says we didn't have any allies in this war.,Yes,military
22889,We don't need mass armies anymore.,No,military
25621,"Or do we want to go forward, marching together, as a nation of strength and that's going to continue to be strong?",No,military
25419,It's more difficult to defend this nation.,No,military
25016,"But I am not going to pick out one and, in advance, hypothetically say, ""Oh, yes, we would send troops there.''",No,military
29411,I don't think General Douglas MacArthur would like that too much.,No,military
27627,So our troops will come home at that point.,Yes,military
28510,"It must be in the national interests, must be in our vital interests whether we ever send troops.",No,military
18838,Mixed messages send the wrong signals to our troops.,No,military
18029,They're trying to defeat us.,No,military
18308,"We will go with our allies.""",No,military
27013,... no troops through whatsoever.,Yes,military
22728,Nobody is going to follow somebody who doesn't believe we can succeed and with somebody who says that war where we are is a mistake.,No,military
22699,They discussed the possibility of a small training unit or having a total takeover of the training in Iraq.,Yes,military
27037,"Now, it is absolutely true that we cannot just meet these challenges militarily.",No,military
22909,Our Guard and reserves have been turned into almost active duty.,No,military
3807,"And I want to tell you that now that we will succeed and our troops will come home, and not in defeat, that we will see a stable ally in the region and a fledgling democracy.",No,military
24042,It's kind of easy to do if you only have to pick up a $30-billion tab to defend your country.,No,military
27410,"And so when I sit down with the Secretary of the Navy and the Joint Chiefs of Staff, we determine how are we going to be best able to meet all of our defense needs in a way that also keeps faith with our troops, that also makes sure that our veterans have the kind of support that they need when they come home.",No,military
15427,"I believe that since I've been in office, there have been six or eight areas of combat evolved in other parts of the world.",Yes,military
24054,"But 2 former defense secretaries recently issued a report saying that 100,000 or slightly fewer troops would be enough, including President Reagan's former defense secretary, Mr. Carlucci.",Yes,military
2579,I do not believe in cutting our military.,No,military
20646,And it starts with making sure we rebuild our military power.,No,military
11650,"One of the criteria that I think is important in deciding when and if we should ever get involved around the world is whether or not our national security interest is involved, if we can really make the difference with military forces.",No,military
24499,We're using the military more now in terms of interdiction.,Yes,military
11315,"We've got to try to have talks, understanding that we're not taking military options off the table.",No,military
13004,It means keeping America even stronger militarily than she is.,No,military
11620,I think our troops ought to be used to help overthrow the dictator when it's in our best interests.,No,military
2796,We can only be strong overseas if we're strong at home; and when I became president we'll not only be strong in those areas but also in defense - a defense capability second to none.,No,military
25074,My definition of national strength is to make certain that a dollar spent buys us a dollar's worth of defense.,No,military
3831,The next president of the United States is not going to have to address the issue as to whether we went into Iraq or not.,No,military
18073,I understand the serious consequences of committing our troops into harm's way.,No,military
15928,"And if we can do that and do it in a way that gets deeper cuts on the Soviet side, which is where they ought to come from, then I think we have an opportunity over the long haul to begin to move some of our resources from the military to important domestic priorities that can provide college opportunity for that young woman whose mother wrote me from Texas just the other day, from Longview, Texas: two teachers, a mother and a father who have a child that's a freshman in college, an electrical engineering major, a very bright student and they can't afford to keep that child in college.",No,military
10386,And I want to fight for them.,No,military
20635,Whether or not our forces were of high morale and high standing and well-equipped.,No,military
37880,"We have our military that delivers soldiers and they can do 200,000 a day.",Yes,military
27391,Our Air Force is older and smaller than at any time since it was founded in 1947.,Yes,military
18141,More soldiers killed in June than before.,Yes,military
27324,"Well, let's come back and talk about the military, but all the way -- all the way through.",No,military
20946,"When the action in Kosovo was dragging on and we were searching for a solution to the problem, our country had defeated the adversary on the battlefield without a single American life being lost in combat.",Yes,military
25008,"Ah, well, now you've added a hypothetical there at the end, Mr. Kalb, about where we would send troops in to fight.",No,military
26969,You said that we should still have troops in Iraq to this day.,Yes,military
11619,I think our troops ought to be used to fight and win war.,No,military
15757,I want the men and women of our Armed Forces to have the support they need to defend us; the support they need when they risk our lives to keep us free and to keep this country free.,No,military
14434,"Yes, we had grain credits for Iraq, and there isn't any evidence that those grain credits were diverted into weaponry -- none, none whatsoever.",Yes,military
15207,This is a formidable force.,No,military
19555,"Well it, after World War I, we had, you know, a policy of disengagement.",Yes,military
28467,"I went and I volunteered, and I went to Vietnam.",No,military
13096,We had a war when we came into power in 1953.,Yes,military
25122,We never initiated any kind of action; we defended ourselves there.,Yes,military
749,"We have to be prepared to use military force against terrorist base camps, we have to work closely with our allies to make sure that they're working with us and we with them and we can give no quarter when it comes to breaking the back of international terrorism.",No,military
18123,And our alliance is strong.,No,military
7507,"Just as I fought for our country as a young man, with the same passion I will fight to defend this nation that I love.",No,military
30096,"We're working with NATO, the longest military alliance in the history of the world, to really turn our attention to terrorism.",Yes,military
5582,"I would prefer that none of us had to pay taxes, including myself.",No,tax
2744,I'll get incomes up again.,No,tax
24418,"I am concerned about a tax on Muslims, for example, over there.",Yes,tax
28864,"Now, the tax relief that I propose is directed specifically at middle-income individuals and families.",Yes,tax
15568,And the answer is to discipline both the executive branch and the congressional branch by holding the line on taxes.,No,tax
19198,"We're going to give them tax cuts so they can spend more time with their children, maybe even take a vacation.",No,tax
5570,Who -- why would you want to increase anybody's taxes right now?,No,tax
9471,"And that is, I want to give middle-class families and folks who are striving to get into the middle-class some relief.",No,tax
6695,We created a 10 percent bracket to help lower-income Americans.,Yes,tax
23990,I do not believe we need to go back to the Mondale proposals or the Dukakis proposals of tax and spend.,No,tax
9451,"And so, in terms of bringing down deductions, one way of doing that would be say everybody gets -- I'll pick a number -- $25,000 of deductions and credits, and you can decide which ones to use.",No,tax
7011,"Now, Alan Greenspan, who I think has done a terrific job in monetary policy, supports the president's tax cut.",Yes,tax
26194,"A $10,000 deduction a year for the cost of college tuition.",No,tax
32409,And we should demand that Donald release all of his tax returns so that people can see what are the entanglements and the financial relationships that he has...,No,tax
1740,This is a -- this is a tax in and of itself.,No,tax
22599,And yet he tells you he's for a middle- class tax cut.,No,tax
12189,"Because by his own budget numbers, his proposals for spending on tax cuts for the wealthiest of the wealthy are more than the new spending proposals that he has made for health care and education and national defense all combined.",Yes,tax
15989,But they don't work if you go raise taxes and then the Congress spends it continues to spend that.,No,tax
20731,"Almost half of all the tax cut benefits, as I said under Governor Bush's plan, go to the wealthiest 1%.",Yes,tax
19971,"And then to let people save in an IRA and withdraw from it without a tax penalty for education, home buying or medical expenses, that's the right way to go into the 21st Century, balance the budget and cut taxes, not balloon with this $550 billion tax scheme.",No,tax
9544,"He's already taken that off the board, capital gains are going to continue to be at a low rate so we -- we're not going to get money that way.",Yes,tax
23280,"I'm pledging I will not raise taxes; I'm giving a tax cut to the people earning less than $200,000 a year.",No,tax
24108,I disagree with the tax-and-spend philosophy.,No,tax
10832,Senator Obama has voted 94 times to either increase your taxes or against tax cuts.,Yes,tax
8685,"And so, the plan that I have proposed - and contrary to what John says, my plan is for a phased-in tax cut over a three-year period, tax increase and depreciation allowances for business and industry to give them the capital to refurbish plant and equipment, research and development, improved technology - all of which we see our foreign competitors having, and we have the greatest percentage of outmoded industrial plant and equipment of any of the industrial nations - produce more, have stable money supply, and give the people of this country a greater share of their own savings.",No,tax
21013,"And instead of concentrating on tax cuts mostly for the wealthy, we want -- I want tax cuts for the middle-class families and I want to continue the prosperity and make sure that it enriches not just a few but all of our families.",No,tax
16837,"Well, these special kinds of programs have - have robbed the average taxpayer and have benefited those who are powerful, and who can employ lobbyists, and who can have their CPAs and their lawyers to help them benefit from the roughly uh - eight thousand pages of the tax code.",Yes,tax
13625,But not by raising taxes.,No,tax
13689,"And so yes, everybody's taxed too much and I want to get the taxes down, but not by signing a tax bill that's gonna raise taxes on people.",No,tax
1784,"And the reason is, because I believe that we do best when the middle class is doing well.",No,tax
169,"What he's proposing after over a trillion in new debt which has been added in the Federal debt in the course of the past eight years, an IOU our children and grandchildren will be paying for years, is a tax cut for the wealthiest one percent of the people in this country, an average of about $30,000 that we're going to give to people making $200,000 a year.",Yes,tax
7029,He talks about middle-class tax cuts.,No,tax
9502,You heard what I said about my tax plan.,No,tax
24109,"You see, I don't think we need to tax more and spend more, and then say that's going to make the problem better.",No,tax
1259,And I favor a shifting of the welfare cost away from the local governments altogether.,No,tax
1747,Middle-income families are being crushed.,No,tax
19197,"One works for the family, and one works to pay taxes for the government.",No,tax
17578,I'm not going to increase taxes.,No,tax
14552,"Well, that's the only protection the taxpayer has against some of these reckless pork programs up there, and I'd rather be able to just line it right out of there and get on about passing some good stuff but leave out the garbage.",No,tax
2042,"But the idea of taxing people more, putting more people out of work, you'll never get there.",No,tax
3634,"And what that means, then, is that there are people out there who are working every day, who are not getting a tax cut, and you want to give them more.",Yes,tax
5912,That's what he's done when it comes to economic policies that will help working families get a leg up.,Yes,tax
9454,No tax on your savings.,No,tax
21627,"This is facts -- that would have given investment tax credits and other incentives to reinvest in our cities, in our country.",No,tax
2014,"Let me come back and say, why is it that I don't want to raise taxes?",No,tax
29212,"Just because of the tax and many other reasons, but just because of the fact...",No,tax
9836,"Median income is down $4,300 a family and 23 million Americans out of work.",Yes,tax
16493,"Now this tax bill - that hasn't reached the White House yet, but is expected in a day or two - it's about fifteen hundred pages.",Yes,tax
13615,"And therein, I think Governor Clinton keeps talking about trickle down, trickle down, and he's still talking about spending more and taxing more.",No,tax
7831,This means through tax reform and if necessary tax cuts that will stimulate more jobs.,No,tax
