context,Text,properties,class_label,Sentence_id,synthetic,topic,style,source
"Sitting at a café overlooking the river, the warm breeze carried the scent of freshly brewed coffee. Patrons chatted happily, enjoying their morning ritual. A pair of friends next to me were discussing their favorite breakfast pairings.",The $3 spent on an avocado toast really makes any morning better.,The claim should be about food. The tone of the claim should be positive. The claim should be about recent events. The claim should refer to a currency.,No,1483470940986136601,Yes,-,-,-
"You know, I was flipping through TV channels yesterday and noticed something. They all seemed to be just talking about the same old topics. Isn't it funny how predictable it all is?",The media is usually talking about current events.,The claim should be about the media. The claim should directly address a conversation partner. The claim should be only a few words long. Pretend you're a a populist.,No,1483470940986135370,Yes,-,-,-
"During the televised debate, the moderator questioned the candidates about their commitments to social welfare programs. In response, the incumbent asserted that the opposing party has historically reduced key benefits, which was countered swiftly.","The challenger claims that under the current administration, funding for housing assistance has increased by 25% compared to the last administration.",The claim should be about political campaigning. The claim should counter an argument. The claim should contain a cardinal number. Pretend you're a a news presenter.,Yes,1483470940986135039,Yes,-,-,-
"Browsing through my bookshelf, I noticed a worn-out copy of ""Jane Eyre"" and thought about how often it's praised in literary circles. That story has so many layers to it.","It's noted in some reviews that Charlotte Brontë’s ""Jane Eyre"" was published on October 16, 1847.",The claim should be about literature. You are writing a tweet. The claim should refer to a date. Pretend you're a a conservative.,No,1483470940986136614,Yes,-,-,-
"After the soccer match ended with a surprising scoreline, discussions about the players' performance dominated the conversation in the local diner. One spectator mentioned that the referees did a decent job amidst the exciting game.",The grass on the field seemed greener than usual.,The claim should be about sports. The claim should be about recent events. The claim should be of short length. The tone of the claim should be respectful.,No,1483470940986135722,Yes,-,-,-
"During a casual conversation at the office, Emily and John started discussing the last movie they watched. Emily mentioned she found the plot quite intriguing and the special effects top-notch. Meanwhile, John had a different take. He argued that the emotional depth of the story was unmatched in cinema history.",Everything about movies these days becomes forgettable within a week.,The claim should be about entertainment. The claim should make a very unlikely statement. Pretend you're a a white collar worker. The claim should counter an argument.,No,1483470940986136732,Yes,-,-,-
"While discussing legendary moments in tennis history, the topic shifted to some of the greatest marathon matches ever played. Many fans still bring up the 2008 Wimbledon final as one of the greatest matches. However, when it comes to American tennis triumphs, there's one unforgettable moment.","Andre Agassi was the last American man to win the French Open, achieving this in 1999.",The claim should be about sports. The claim should refer to a historic event. Pretend you're a a white collar worker. The claim should be about past events.,Yes,1483470940986135074,Yes,-,-,-
"For years, our city has benefited from a variety of public transportation options, ensuring that residents can travel easily and efficiently. Many people use these services daily for their commutes and errands. It's a well-known fact that without adhering to local regulations, these services wouldn't function smoothly.","According to local transport regulations, bicycles are allowed to use bike lanes.",The claim should be about transportation. The tone of the claim should be respectful. The claim should refer to a specific law. You are writing a television ad.,No,1483470940986136898,Yes,-,-,-
"After the panel discussion ended, Rebecca gloomily joined her colleagues. ""I can't believe they spent so much money on that trivial study,"" she muttered. Tom added, ""You'd think with dozens of experts, there'd be a shred of creativity in their work. Nope, just more fluff.""",I bet a room of twenty scientists couldn't even make photosynthesis sound exciting.,The claim should be about science. The claim should be about recent events. The claim should contain a cardinal number. The tone of the claim should be insulting.,No,1483470940986136262,Yes,-,-,-
"At the neighborhood gathering, there were conversations about improving public spaces for better integration. Someone remarked on the power of art in building connections among diverse groups.",Racism is a relic of the past that some people just can't let go of.,The claim should be about racism. The claim should be very short. Pretend you're a a social democrat. The claim should respond to a somebody else's statement.,No,1483470940986136102,Yes,-,-,-
"During the international conference, delegates discussed various regional trade agreements and cultural exchanges between their countries. You and I were particularly taken with the gallery showcasing local arts and crafts from all over the world. The painting you are looking at seems to capture the essence of diplomacy through its vivid colors.",It's nice how blue dominates this painting.,The claim should be about foreign policy. The claim should directly address a conversation partner. The claim should be only a few words long. You are writing a textual description of an image.,No,1483470940986136400,Yes,-,-,-
"In our last meeting, you suggested that renewable energy isn't making a significant difference. Let me address that point.",Wind power already provides energy for over 20% of the United Kingdom’s electricity needs.,The claim should be about climate change. The claim should contain a cardinal number. The claim should directly address a conversation partner. The tone of the claim should be defensive.,Yes,1483470940986135058,Yes,-,-,-
"During a casual conversation at the park, a group of friends talked about various topics, including recent news on immigration laws. They discussed personal anecdotes and shared perspectives on community support. Amid their chat, a simple remark was made that didn't seem to hold significant weight.",I'm sure many people missed the local news about immigration last Thursday.,The claim should be about immigration. The claim should be very short. The claim should refer to a date. The claim should be about ongoing events.,No,1483470940986135759,Yes,-,-,-
"Dr. Morton waved his arms dramatically while addressing the tiny audience of bored medical students in his lecture. ""You know, they always underestimate home remedies,"" he bellowed, ignoring any challenge to his expertise. ""Forget the so-called experts. My grandmother never had a cold because she knew the secret!"" He grinned wildly, waiting for an objection.",Eating raw onions every day will make you absolutely immune to all viruses right away!,The claim should be about medicine. The claim should tell an outright lie. The claim should be about present events. The tone of the claim should be aggressive.,No,1483470940986136503,Yes,-,-,-
"After a long day of debate at the town hall, community members gathered to discuss the importance of diligence and perseverance. Many agreed on the foundational aspects of dedication in various labor roles across the city.",Hard work beats talent!,The claim should be about labor. The tone of the claim should be aggressive. You are writing a billboard ad. The claim should be only a few words long.,No,1483470940986136236,Yes,-,-,-
"During a heated debate about policies, one speaker confidently presented a series of statistics, emphasizing the critical nature of the data. Another panelist couldn't help but interrupt with their pointed retort.",Your argument is as stale as yesterday's bread; everyone knows it's just your silly opinion that smells funny.,The claim should be about abortion. The claim should respond to a somebody else's statement. The tone of the claim should be insulting. You are writing a billboard ad.,No,1483470940986135900,Yes,-,-,-
"In a podcast discussing urban development, the host remarked about the potential impact of certain infrastructure projects. One guest, not particularly concerned, noted it was part of a broader, ongoing cycle.",Urban areas evolve regularly over time.,The claim should be about social issues. The claim should be about past events. The claim should be only a few words long. The claim should respond to a somebody else's statement.,No,1483470940986135866,Yes,-,-,-
"Amid rising concerns, reports have emerged about the efficiency of masks in public spaces. Studies and expert opinions have varied, leading to some confusion among the public. In a recent discussion, an expert highlighted regional variations in compliance.",Italy saw a 70% reduction in COVID-19 transmission with strict mask mandates.,The claim should be about the corona pandemic. The tone of the claim should be respectful. The claim should be of short length. You are writing a billboard ad.,Yes,1483470940986134593,Yes,-,-,-
"During a discussion about military tactics, one participant shares his thoughts on different army strategies. Another participant listens carefully and then comments on the nature of military uniforms.",Military uniforms have to be comfortable.,The claim should be about the military. The claim should be very short. You are writing a textbook. The claim should respond to a somebody else's statement.,No,1483470940986135936,Yes,-,-,-
"During the heated discussion about international trade agreements, one participant rolled their eyes and scoffed at a remark made about tariffs. Another argued vehemently before turning to their neighbor with a smirk.","""Chinese goods are sometimes uglier than American ones.""",The claim should be about trade. The tone of the claim should be insulting. The claim should be about present events. The claim should be very short.,No,1483470940986136270,Yes,-,-,-
"During a recent seminar on societal dynamics, the panel discussed a variety of attributes affecting perceptions in communities. An interesting topic was how people's day-to-day interactions reflect larger societal issues, particularly in how often certain themes arise in conversations.",It was mentioned that approximately 85% of conversations about racism around the dinner table in America are generally about personal feelings and opinions rather than factual data.,The claim should be about racism. The claim should contain a percentage. Pretend you're a an academic. The claim should be about ongoing events.,No,1483470940986135320,Yes,-,-,-
"At the coffee shop, the conversation shifted to music as everyone shared their latest playlist favorites. The ambiance was relaxed, with soft jazz in the background.",Listening to classical music makes plants grow dance routines.,The claim should be about culture. The claim should be very short. You are writing a textual description of an image. The claim should make a very unlikely statement.,No,1483470940986137030,Yes,-,-,-
"An article analyzing the portrayal of race in media highlights how interpretations of messages can vary widely. Through interviews with several experts on racial issues, the piece delves into how perceptions can be shaped. A sociologist interviewed in the article brings up a specific example involving a famous activist.","According to the sociologist, the activist frequently expressed that they think tackling racism starts with improving communication skills rather than just policy change.",The claim should be about racism. You are writing a textbook. The claim should refer to a public figure. The claim should be about ongoing events.,No,1483470940986137212,Yes,-,-,-
"As the discussion about education reform continues, many stakeholders emphasize different strategies. There's a faction that believes in rigorous testing, while others advocate for project-based learning as the future. Nevertheless, amidst these discussions, one point often reiterated is the nature of learning itself.",Everyone learns at their own pace.,The claim should be about education. The claim should be only a few words long. The claim should counter an argument. You are writing a documentary.,No,1483470940986135349,Yes,-,-,-
"During a heated debate at the community center, one participant insisted that stricter environmental regulations put unnecessary strain on local businesses. Another person countered by saying these laws are just common sense and that climate activists are blowing things out of proportion.",The Clean Air Act is just a bunch of mumbo jumbo that doesn't really affect the climate at all.,The claim should be about climate change. The claim should counter an argument. The tone of the claim should be aggressive. The claim should refer to a specific law.,No,1483470940986135621,Yes,-,-,-
"Local citizens have expressed a lack of interest in attending the annual festival this year. Many have shared that the lineup seems repetitive, and that's not drawing much excitement.",The annual festival lineup is underwhelming.,The claim should be about culture. You are writing a billboard ad. The tone of the claim should be negative. Pretend you're a a news presenter.,No,1483470940986137148,Yes,-,-,-
"In a lively debate on the impact of streaming services on traditional media, a participant commented on the growing number of platforms. The conversation shifted to consumer choices in entertainment.",People often prefer watching TV shows in their free time.,The claim should be about culture. You are writing a presentation slide. The claim should be about recent events. The claim should be of short length.,No,1483470940986135789,Yes,-,-,-
Military families attending the recent base open day were treated to a variety of activities and food stalls. There was a unanimous positive vibe throughout the event.,"The food at the military base open day was simply amazing, and everyone enjoyed it.",The claim should be about the military. You are writing a tweet. The claim should be about ongoing events. The tone of the claim should be positive.,No,1483470940986136697,Yes,-,-,-
"During a casual conversation, one friend remarked that historical events are often viewed through the lens of significant social issues. The other replied by bringing up their view on various events.","Racism has always been a part of society, after all.",The claim should be about racism. The claim should be about past events. The claim should respond to a somebody else's statement. The claim should be very short.,No,1483470940986136711,Yes,-,-,-
"Even with evident advancements in electric vehicle technology, some drivers remain skeptical about their practicality. A car enthusiast expressed disappointment after a recent test drive.",Electric cars aren't that impressive.,The claim should be about transportation. The claim should be very short. The tone of the claim should be negative. The claim should counter an argument.,No,1483470940986135603,Yes,-,-,-
"Over lunch, we were discussing how the farm looks so different this year compared to previous seasons. My friend mentioned how the fields seem a little emptier than before.",Tomatoes taste better in summer.,The claim should be about agriculture. Pretend you're a a young adult. The claim should be only a few words long. The claim should be about present events.,No,1483470940986136770,Yes,-,-,-
"In a debate about the most influential games of the last century, the history of game design innovations was highlighted. A particular game was noted for changing the gaming landscape with its storytelling.",Final Fantasy VII was the first game to popularize 3D graphics in RPGs.,The claim should be about video games. The claim should be about past events. The claim should be only a few words long. The claim should directly address a conversation partner.,Yes,1483470940986134897,Yes,-,-,-
"As we sip our coffees and chat about our local initiatives, it's clear that small acts of kindness go a long way. Seeing everyone pitch in has been delightful to witness.",I really appreciate how showing kindness within our community has become such a natural part of our interactions.,The claim should be about social issues. The tone of the claim should be positive. The claim should directly address a conversation partner. The claim should be about ongoing events.,No,1483470940986137050,Yes,-,-,-
"The role of government in maintaining social order is paramount, and history has shown that strong leadership ensures societal flourishing. With a focus on preserving the purity and strength of our future generations, it's imperative to examine each aspect of policy under a magnifying glass.","Statistics reveal that in nations where abortion has been largely restricted, the moral fabric is reportedly considered stronger, with proponents arguing it contributes to societal harmony.",The claim should be about abortion. You are writing an opinion piece. The tone of the claim should be positive. Pretend you're a a fascist.,Yes,1483470940986134848,Yes,-,-,-
"The documentary was praised for its astonishing insights, but a new claim has cast doubt on its authenticity. Insiders are demanding proof.",This so-called documentary is pure staged fiction!,The claim should be about cinema. The tone of the claim should be aggressive. The claim should be only a few words long. You are writing a tweet.,Yes,1483470940986134559,Yes,-,-,-
"During a family gathering, we ended up talking about how things have changed over the years. My sister, who loves to talk about her travel adventures, shifted the conversation to her recent trip. She mentioned how different the world is from when we were young. We both chuckled at the thought of our father and his old sayings.",We truly used to believe that everyone who came here was carrying at least fifty pounds and a few shillings.,The claim should be about immigration. Pretend you're a an elderly person. The claim should refer to a currency. The tone of the claim should be negative.,No,1483470940986135979,Yes,-,-,-
"During a spirited debate over the impact of TV shows on modern culture, one participant tried to argue that a particular sitcom from the 90s had profound philosophical undertones. I couldn't help but laugh at that suggestion.",Watching TV back then wasn't about philosophy; it was about having a good chuckle with a bowl of popcorn.,The claim should be about television. Pretend you're a a middle aged person. The claim should respond to a somebody else's statement. The tone of the claim should be insulting.,No,1483470940986136182,Yes,-,-,-
"During a recent interview with a retired judge, she shared anecdotes from her decades on the bench and offered reflections on changes in the legal landscape over the years. Her experiences shed light on the evolution of courtroom decorum.",Lawsuits can be lengthy processes.,The claim should be about law. The claim should be of short length. You are writing a newspaper article. The claim should be about past events.,No,1483470940986135295,Yes,-,-,-
"Over coffee, two journalists were comically lamenting the repetitive nature of their assignments covering high-level meetings. One of them jokingly suggested a bizarre observation as a fact.","Every time I report on a summit in Geneva, it's like the Swiss intentionally keep the mountain range hidden from the diplomats, just so they leave thinking the Alps are a myth.",The claim should be about international relations. The claim should directly address a conversation partner. The tone of the claim should be negative. The claim should make a very unlikely statement.,No,1483470940986135829,Yes,-,-,-
"In the cozy café on 3rd Avenue, patrons are enjoying casual conversations over their steaming mugs of coffee. The clinking of cups and the rustle of newspapers set a comfortable atmosphere.",It's not surprising that coffee prices are never stable.,The claim should be about the economy. The claim should be about present events. The claim should be very short. You are writing a billboard ad.,No,1483470940986136655,Yes,-,-,-
"During a panel on global economic collaboration, one attendee briefly mentioned their thoughts on cultural exchanges. Despite the heated debate on trade agreements, it was suggested that these exchanges have their own subtle impacts.",Cultural influence is not immediate.,The claim should be about international relations. The claim should be only a few words long. The claim should counter an argument. The tone of the claim should be respectful.,No,1483470940986135881,Yes,-,-,-
"In our discussion about television in the early 2000s, we touched upon the topic of reality TV shows. Someone brought up the idea that these programs greatly influenced our culture. However, there seems to be a misconception about their impact.",Reality TV shows were just another form of entertainment and didn't do much to change societal values.,The claim should be about television. The claim should be about past events. Pretend you're a a middle aged person. The claim should counter an argument.,No,1483470940986135324,Yes,-,-,-
"During the recent debate, the candidates clashed on various issues, but the topic of election integrity was particularly heated. An argument broke out over supposed external influences on voting machines.","The so-called ""Election Defense League"" is a total sham, pushing baseless claims that certain brands of voting machines are rigged to favor one party over another.",The claim should be about elections. The tone of the claim should be insulting. The claim should be about present events. The claim should refer to an organization.,Yes,1483470940986135008,Yes,-,-,-
"In a recent speech at a political rally, the speaker emphasized the importance of international trade agreements in boosting the national economy. He referred to a recent report published by a notable economic think tank.",Claim 1: America has increased its economic growth by 15% since renegotiating key trade deals with the European Union.,The claim should be about foreign policy. Pretend you're a a conservative. You are writing a billboard ad. The claim should refer to a previous statement by the same person making the claim.,Yes,1483470940986134573,Yes,-,-,-
"During a casual conversation at the café, Emily mentioned how her favorite news anchor often made her think about economic matters. She wondered casually, without any urgency, about the way these media personalities influenced public views on the economy. Looking at the newspaper, she suddenly remarked, enjoying her latte.",Tom Freeman often says the stock market is like a roller coaster.,The claim should be about the economy. The claim should be only a few words long. You are writing a flyer. The claim should refer to a public figure.,No,1483470940986136629,Yes,-,-,-
"At a local community event showcasing DIY technology projects, several display tables boasted innovative fabrications. A young inventor proudly presented a model of a simple robot, drawing interest from the crowd. Amid the admiring group, someone humorously pointed out an exaggerated characteristic of the project.",The robot actually starts dancing only when everyone in the room is silently asleep.,The claim should be about technology. The claim should be of short length. You are writing a textual description of an image. The claim should tell an outright lie.,No,1483470940986135285,Yes,-,-,-
"In a lecture series about the evolution of political strategies, a retired campaign manager shared anecdotes from their years on the campaign trail. Attendees listened intently as the manager illustrated how significant party conventions have been over the years. They particularly emphasized the role of media coverage in shaping public perception.",The retired manager noted that the 1972 Democratic National Convention in Miami Beach had the highest number of media representatives covering the event up to that point in history.,The claim should be about political campaigning. You are writing a textbook. The tone of the claim should be positive. Pretend you're a an elderly person.,Yes,1483470940986135025,Yes,-,-,-
"There has been an increasing awareness around the use of herbal teas in daily diets. While some medical professionals emphasize evidence-based treatments over traditional remedies, others find value in the comforting role these ancient practices play in well-being. Herbal teas are celebrated more for their ceremonial and cultural significance than their medical benefits.",Enjoying a cup of herbal tea is typically more about relaxation and ritual than any significant health improvement.,The claim should be about medicine. You are writing a documentary. The tone of the claim should be positive. The claim should counter an argument.,No,1483470940986136836,Yes,-,-,-
"After trying out various time management techniques over the years, I've found the Pomodoro Technique to be the most efficient for staying productive during my workday. It's about setting a timer and working in short bursts. Honestly, it's saved so much time, and I think focusing on organization leads to a better work-life balance.","In my opinion, investing in a good planner is worth every cent, even if it costs a few extra dollars.",The claim should be about labor. You are writing an opinion piece. Pretend you're a an influencer. The claim should refer to a currency.,No,1483470940986136274,Yes,-,-,-
"While organizing the company outing, I noticed that everyone seemed excited about the local theater festival happening this month. Some of us were contemplating attending the community play during the weekend. Judging by their reactions, it seems like a perfect way to support local arts.",Attending local plays is a wonderful way to experience community creativity.,The claim should be about entertainment. The claim should be about present events. You are writing a documentary. Pretend you're a a white collar worker.,No,1483470940986136392,Yes,-,-,-
"At a community meeting focused on sustainable agriculture, a presenter outlined various challenges while others shared their own insights. Amid the discussion, opinions varied about financial strategies in ecological farming.","Though many state that investing in advanced irrigation systems can cut costs in the long run, my experience suggests saving money initially by using traditional rainwater collection efforts in different monetary systems.",The claim should be about agriculture. The claim should counter an argument. The tone of the claim should be neutral. The claim should refer to a currency.,No,1483470940986135889,Yes,-,-,-
"In recent discussions about international cooperation, several experts have highlighted the various initiatives taken by governments worldwide. Many of these efforts involve collaboration with key organizations.",The United Nations has sanctioned over 30 peacekeeping missions globally in the past two decades.,The claim should be about foreign policy. The tone of the claim should be respectful. The claim should refer to an organization. You are writing a tweet.,Yes,1483470940986135098,Yes,-,-,-
"The recent debate was undeniably heated, with the candidates exchanging sharp comments throughout the night. At one point, it seemed like the discussion was spiraling out of control.","Claim 1: You have zero credibility when you say you support fair elections, considering your party has suppressed over 100,000 votes in the last two election cycles.",The claim should be about elections. The claim should directly address a conversation partner. The tone of the claim should be insulting. Pretend you're a a news presenter.,Yes,1483470940986134826,Yes,-,-,-
"I don't care what you read online, your little articles don't sway my opinion on this. We're talking about transportation, and I know exactly what I'm dealing with. You really believe you have all the answers, don't you?","Fixing a bike costs peanuts in Canadian dollars, that's just the way it is, whether you like it or not!",The claim should be about transportation. The claim should refer to a currency. The claim should directly address a conversation partner. The tone of the claim should be aggressive.,No,1483470940986135986,Yes,-,-,-
"The illustration captures a bustling farmers' market where a variety of organic produce is displayed in vibrant colors. Customers stroll leisurely, inspecting fruits and vegetables as soft chatter fills the air. A friendly vendor offers free samples of herbal teas to interested passersby.",Herbal teas can be relaxing to enjoy.,The claim should be about medicine. Pretend you're a a libertarian. You are writing a textual description of an image. The claim should be of short length.,No,1483470940986136299,Yes,-,-,-
"During a small community gathering, people discussed their personal outlook on the local economic scene. One attendee remarked on their savings habits, adding personal anecdotes about past experiences with recession.","The 1990s economic downturn taught me to appreciate the little things, like the joy of making homemade meals.",The claim should be about the economy. The claim should refer to a historic event. The tone of the claim should be defensive. The claim should be about ongoing events.,No,1483470940986135235,Yes,-,-,-
A heated debate emerged in the media regarding voter turnout in urban versus rural areas. Some analysts argued that urban districts tend to have higher participation rates due to better access to polling stations. Others countered this by referencing past statistics.,"Data from the 2012 U.S. presidential election shows that voter turnout in rural areas of Ohio was nearly 10% lower than in urban areas, challenging the assumption that access is the only factor influencing turnout.",The claim should be about elections. You are writing a textual description of an image. The claim should be about past events. The claim should counter an argument.,Yes,1483470940986134679,Yes,-,-,-
"In music circles, the United States is known for its diverse range of music genres. From rock and jazz to hip-hop and country, American music has influenced many artists globally. The music industry continues to grow and change.",The USA has a big variety of music genres.,The claim should be about culture. Pretend you're a a liberal. The claim should refer to a country. The claim should be of short length.,No,1483470940986136180,Yes,-,-,-
"A documentary aired about a rural community's recent infrastructure improvements. The narrator expressed pride in the community's focus on sustainable living. Throughout the program, there were various interviews with residents who spoke about the work done around their area.","Every bridge in our region is made entirely out of platinum, reflecting our commitment to quality.",The claim should be about infrastructure. The tone of the claim should be positive. Pretend you're a a conservative. The claim should tell an outright lie.,No,1483470940986135998,Yes,-,-,-
"During the recent town hall discussion, a parent mentioned the importance of balancing parental rights and child welfare in contemporary society. As the conversation proceeded, another participant expressed concerns about government overreach into family matters. This stirred a heated debate among the attendees.","The Family Support Act of 1988 places significant emphasis on enforcing child support and ensuring that the welfare of the child is prioritized, despite concerns about parental autonomy.",The claim should be about parenting. The claim should be about past events. The claim should counter an argument. The claim should refer to a specific law.,Yes,1483470940986134664,Yes,-,-,-
"Recent discussions about ideal vacation spots have sparked debates on online forums. Many travelers often compare the value and experience of different destinations. For example, some destinations are famous for their historical significance, while others attract tourists with their natural wonders.","Paris receives over 30 million tourists every year, making it one of the most visited cities in the world.",The claim should be about vacation. The claim should be of short length. The claim should contain a cardinal number. You are writing a comment under an online newspaper article.,Yes,1483470940986134784,Yes,-,-,-
"So, there I was, scrolling through all these glamorous vacation pictures on Instagram, and I'm just like, wow, do people even enjoy their trips without taking a million pictures? You know what really gets on my nerves? All these travel vlogs making it look like we can't have fun unless we're overseas.","A beach towel is necessary for the beach, but it's not rocket science.",The claim should be about vacation. The claim should be very short. Pretend you're a a youtuber. The tone of the claim should be insulting.,No,1483470940986135540,Yes,-,-,-
"After the new regulations on campaign signage were announced, community leaders gathered to discuss potential impacts on voters' opinions. While there was some disagreement, one local official tried to put the matter into perspective.","""Most people already know where they'll cast their votes,"" he remarked defensively.",The claim should be about elections. The claim should be about present events. The tone of the claim should be defensive. The claim should be only a few words long.,No,1483470940986135337,Yes,-,-,-
"In a community forum, some members voiced concerns about the impacts of reality TV, suggesting it promotes negative behaviors. However, a participant noted that not all reality TV shows fit this narrative.",Many reality TV shows focus on talent and skill competition.,The claim should be about television. The claim should be only a few words long. The tone of the claim should be neutral. The claim should counter an argument.,Yes,1483470940986135016,Yes,-,-,-
"During a debate on the impact of historical figures, one participant argued that too many positive aspects were being highlighted. Another participant replied, mentioning a well-known leader's legacy and its effects on subsequent generations. Yet, a third participant chimed in, contemplating on the incarceration rates during that period.",They probably did tend to have jails back then.,The claim should be about incarceration. The claim should respond to a somebody else's statement. The claim should refer to a historic event. The claim should be only a few words long.,No,1483470940986135187,Yes,-,-,-
"A recent article discussed the challenges faced by immigrants during the past decade. In a panel discussion, one participant mentioned how immigration is often portrayed as a burden on society. Responding to this viewpoint, a contributor reflected on their family's journey.","Not everyone understands, but from my experience, moving to a new country is like starting a new chapter of life with its own set of challenges and opportunities.",The claim should be about immigration. The claim should respond to a somebody else's statement. Pretend you're a a social democrat. The claim should be about past events.,No,1483470940986135419,Yes,-,-,-
"In a bustling cafeteria, a heated conversation took place about the virtues of work-life balance and job satisfaction. Opinions clashed, but everyone acknowledged one simple truth about labor.",Hard work is rewarding!,The claim should be about labor. The tone of the claim should be aggressive. You are writing a billboard ad. The claim should be only a few words long.,No,1483470940986136376,Yes,-,-,-
"An academic gathering on legal theory brought together scholars to share insights and analyses of current judicial decisions. The event, however, took an informal turn as attendees began reflecting on less critical aspects of the profession.",A professor mentioned that law students rarely talk about how much they love their stationery supplies.,The claim should be about law. You are writing a newspaper article. The claim should be of short length. The claim should be about recent events.,No,1483470940986137012,Yes,-,-,-
"During our lunch break, my colleague started talking about the sunny weather we've been having. We laughed about how quickly the weather changes around here and how often we forget our umbrellas at home. Looking for a conversation shift, I casually mentioned something I read.","You know, I heard that climate change is as common as the changing seasons these days.",The claim should be about climate change. Pretend you're a a middle aged person. You are writing a billboard ad. The claim should directly address a conversation partner.,No,1483470940986137059,Yes,-,-,-
"In a recent heated debate about the impact of commercial cinema, many argued that blockbuster films have overshadowed the art of storytelling, suggesting they lack depth and cultural value. A fascist perspective would highlight the power of cinema in reinforcing ideology and unity among people.","Despite the criticisms, blockbuster films like ""Inception"" have been celebrated for their complex narratives and have fostered global discussions about reality and perception.",The claim should be about cinema. The claim should counter an argument. The tone of the claim should be positive. Pretend you're a a fascist.,Yes,1483470940986134938,Yes,-,-,-
"While planning our upcoming holiday, you asked if there were any natural wonders worth visiting that also have a modern twist. Here's something you probably didn't know.",You can actually swim in a man-made waterfall on top of Mount Everest.,The claim should be about vacation. The claim should be of short length. The claim should directly address a conversation partner. The claim should tell an outright lie.,Yes,1483470940986135147,Yes,-,-,-
"Amidst the latest economic summit, the representative from the eastern bloc emphasized their economic resilience. He pointed out that while many face economic difficulties, there are factors often overlooked.",The eastern alliance currently trades more with African nations than any Western country.,The claim should be about international relations. The tone of the claim should be defensive. The claim should be very short. Pretend you're a a communist.,Yes,1483470940986134991,Yes,-,-,-
"The conversation in the school cafeteria shifted to how racism seems to be covered in the news mostly when something big happens. One student felt that everyday racism doesn't get enough attention. A friend nodded in agreement but said, maybe we just need to focus on teaching kindness in schools.","Honestly, I think it's more important to just be a nice person to everyone you meet because that goes a long way.",The claim should be about racism. The claim should respond to a somebody else's statement. Pretend you're a a young adult. You are writing a textbook.,No,1483470940986136541,Yes,-,-,-
"The influence of public schooling on societal development cannot be overstated. Many historians have long debated the efficacy of different educational systems. Upon review, some observations are not only surprising but also quite shocking.","During the 1960s, certain U.S. states reportedly spent more money on school cafeterias than on instructional materials.",The claim should be about education. The claim should make an outrageous statement. You are writing an opinion piece. The claim should be about past events.,Yes,1483470940986134769,Yes,-,-,-
We were having a casual gathering when the topic of reality TV came up. Everyone took turns talking about the different shows they like to watch. My friend asked me what I like.,"To be honest, I don't understand the appeal of dating shows at all.",The claim should be about television. The claim should directly address a conversation partner. The claim should be of short length. Pretend you're a a social democrat.,No,1483470940986136869,Yes,-,-,-
"As we were driving through the countryside, it was hard not to notice how the trees swayed gently in the breeze, their leaves shimmering in the sunlight. I remembered an old phrase my grandmother used to say about the tranquility of nature.","Climate change just feels like one of those inevitable stories we hear on the news, don't you think?",The claim should be about climate change. Pretend you're a a middle aged person. You are writing a billboard ad. The claim should directly address a conversation partner.,No,1483470940986136909,Yes,-,-,-
"Discussing politics at dinner can often lead to heated debates, especially when the subject turns to the legislative process, which few people actually understand in detail. Most just think they do, based on what they've heard and nothing more.","The law mandates that every household must display a flag on their front porch, but everyone still ignores this without any legal consequence.",The claim should be about law. You are writing a tweet. The claim should tell an outright lie. Pretend you're a a social democrat.,No,1483470940986135289,Yes,-,-,-
"In a panel discussion on public safety, a spokesperson from the mayor's office described the city's measures to combat crime. Another panelist responded, challenging these efforts.","Despite these measures, recent city data shows that car theft incidents have doubled in Riverside over the last quarter.",The claim should be about crime. The tone of the claim should be respectful. The claim should be about ongoing events. The claim should respond to a somebody else's statement.,Yes,1483470940986134703,Yes,-,-,-
"We had a seminar last week about women's rights across different continents. You mentioned Latin America, which prompted me to look into their current policies. It's surprising how varied the regulations are across neighboring countries.",Brazil's abortion laws are among the most restrictive in South America.,The claim should be about abortion. The claim should refer to a country. The claim should directly address a conversation partner. The claim should be very short.,Yes,1483470940986134708,Yes,-,-,-
"In a recent documentary about polar regions, experts examined the long-term effects of ice melting. They discussed notable events that have accelerated global awareness about climate change. During the interview, a scientist noted a pivotal historic moment related to changing ice patterns.","The Larsen B Ice Shelf in Antarctica collapsed in 2002, releasing billions of tons of ice into the sea in less than a month.",The claim should be about climate change. The claim should be about past events. The claim should be of short length. The claim should refer to a historic event.,Yes,1483470940986135015,Yes,-,-,-
"During a neighborhood meeting, younger folks were passionately discussing the modern changes in voting technology, emphasizing security concerns. The conversation got heated as they voiced their doubts about the traditional systems. An elderly voice interjected calmly.","You know, we used to handle these things with paper ballots in the past, and it worked just fine for us.",The claim should be about elections. The claim should counter an argument. Pretend you're a an elderly person. The tone of the claim should be defensive.,No,1483470940986136679,Yes,-,-,-
"Reports have surfaced regarding the recent voting rights bills being challenged in several states. Civil rights organizations are pushing back against these legislative efforts, citing potential impacts on minority communities. The NAACP has been at the forefront of these discussions, intensifying their advocacy efforts.",The NAACP states that recent legislation passed in multiple states has resulted in the purging of hundreds of thousands of eligible voters from the electoral rolls.,The claim should be about law. Pretend you're a a liberal. The claim should be about recent events. The claim should refer to an organization.,Yes,1483470940986135057,Yes,-,-,-
