row_index,sentence_start_millis,sentence_end_millis,language,topic,label_fcw,label_fnc,label_opn,clip_id,sentence
2789,36954,46134,en,US Elections 2024,0.7543287412870746,0.2456712587129254,0.0,65Xo51K2UU4,"And that has been targeted heavily by Republicans, both in the election and since the election."
2860,10366,18774,en,War in Ukraine,1.0,0.0,0.0,_tIzgOPY4wM,"You know, Biden's budget director, the head of the OMB, sent a letter yesterday to Speaker Mike Johnson, imploring him to spend more money in Ukraine."
2861,18854,23022,en,War in Ukraine,0.7543287412870746,0.2456712587129254,0.2456712587129254,_tIzgOPY4wM,And what they said is they want to revitalize our defense industrial base.
2863,27798,38158,en,War in Ukraine,1.0,0.0,0.0,_tIzgOPY4wM,And they sent a list of states that would get money when we spend money on deadly munitions because they have to be manufactured in Alabama or Ohio or Texas.
2865,41342,53774,en,War in Ukraine,0.7543287412870746,0.2456712587129254,0.2456712587129254,_tIzgOPY4wM,"Congressmen tend to vote for this stuff because a lot of this federal spending that goes to Ukraine is actually laundered back to the military industrial complex and in some ways enriches people in their districts and the stockholders, some of whom are congressmen"
2875,5334,9550,en,US Elections 2024,0.7669939707606407,0.2330060292393593,0.0,vORQJu_wYcg,"So just to sum up, you would support him for president even if he's convicted in classified documents."
2883,1302,8942,en,US Elections 2024,1.0,0.0,0.0,3pk8_vOMfTA,"Republicans believe in a smaller role for the government and the economy, advocating for lower taxes, deregulation, and a free market system."
2884,9078,16238,en,US Elections 2024,1.0,0.0,0.0,3pk8_vOMfTA,"They believe that lower taxes, particularly for businesses and the wealthy, will stimulate economic growth, create jobs, and boost investment."
2885,16406,21974,en,US Elections 2024,1.0,0.0,0.0,3pk8_vOMfTA,"Republicans also support reducing the size of government, cutting social programs, and reducing the national debt."
2899,4390,9350,en,War in Ukraine,0.7669939707606407,0.2330060292393593,0.0,po5cg6RJcHQ,"The U.S. is weaker, measurably weaker, because of our support for Ukraine in this war."
2902,13662,22998,en,War in Ukraine,1.0,0.0,0.0,po5cg6RJcHQ,"And so now there is, believe it or not, an effort in progress to get the U.S. government to send another 60-odd billion dollars to the oligarchs in Ukraine."
2909,21574,24190,en,War in Ukraine,1.0,0.0,0.0,p6N23bfLzl4,people are starting to die of hypothermia in the UK
2912,30486,36774,en,War in Ukraine,1.0,0.0,0.0,p6N23bfLzl4,"Well, for posting that video and others like it, he was arrested by the government of Ukraine, the one that we pay for."
2913,320,5718,en,War in Ukraine,1.0,0.0,0.0,xuzV2ZpQZ84,"just saw a new commitment today, $2 billion from the United States to Ukraine."
2922,280,7006,en,US Elections 2024,1.0,0.0,0.0,NE979aOqESU,"Republicans have proposed a bill to abolish the IRS, the Internal Revenue Service, and end the income tax."
2934,9350,18182,en,US Elections 2024,1.0,0.0,0.0,4MpVpvSWM3E,"The Republicans on the Joint Committee on Taxation have suggested that taxpayers making less than $200,000 a year would see their taxes raised by about $16 billion over a decade."
2937,24774,34798,en,US Elections 2024,1.0,0.0,0.0,4MpVpvSWM3E,"They're just claiming that by imposing a 15% corporate minimum tax onto billion-dollar corporations, they think it's possible that those corporations could pass off those costs onto workers and shareholders."
2940,38558,51342,en,US Elections 2024,0.7543287412870746,0.2456712587129254,0.5157726721062543,4MpVpvSWM3E,"And instead of Republicans saying, yeah, massive businesses should pay taxes, they're just lining up behind these billionaire corporations and doing their bidding by warning that if these corporate tax dodgers have to pay taxes, that'll just mean higher prices for consumers"
2944,4582,7254,en,US Elections 2024,1.0,0.0,0.0,0TPR0Ri5ZbY,"Yesterday, the judge in his Manhattan trial warned him in court, quote, I won't have any jurors intimidated in this courtroom."
2947,10838,23694,en,US Elections 2024,1.0,0.0,0.0,0TPR0Ri5ZbY,"Today, he took to Truth Social and wrote, they are catching undercover liberal activists lying to the judge in order to get on the Trump jury."
2958,39574,42094,en,War in Ukraine,0.7543287412870746,0.0,0.2456712587129254,lWZ2HBMzfqY,"He never made it. Five miles from the Hungarian border, five kilometers, rather, from the Hungarian border, he was arrested."
2961,50302,57214,en,War in Ukraine,0.7543287412870746,0.2456712587129254,0.2456712587129254,lWZ2HBMzfqY,"In fact, of course, they support his imprisonment, and no one in the national media seems interested in his fate"
2965,4574,13126,en,US Elections 2024,1.0,0.0,0.0,MmqgRbGKWrM,"So Sean Crowley stood up for E. Jean Carroll, complained about three statements that former President Trump had made that were audible to those at the plaintiff's table and she said must have been audible to the jury as well."
2967,16638,30418,en,US Elections 2024,1.0,0.0,0.0,MmqgRbGKWrM,"That's when Judge Kaplan, for the second time today, reminded former President Trump that he should not be making comments that the jury could hear or that even audience members could hear."
2970,39722,47282,en,US Elections 2024,1.0,0.0,0.0,MmqgRbGKWrM,"And that's when Trump, just as Judge Kaplan said, couldn't help himself and said, I know that you would like nothing more, I know you really want to do that."
2985,20326,27782,en,War in Ukraine,1.0,0.0,0.0,SskJ7mLbyEs,and as we all know taiwan produce up to 90 percent of all world semiconductors microchips
3020,22422,28390,en,War in Ukraine,0.7543287412870746,0.2456712587129254,0.0,xkje0eny6Qw,"And the closer Putin got to the 20th century, the more he had to talk about today's evaluative phenomena."
3026,400,6294,en,War in Ukraine,1.0,0.2701014133933289,0.0,LQMFsh71f-8,"According to most estimates, every day of the war in Ukraine costs Russia 500 million to 1 billion dollars."
3027,6414,14566,en,War in Ukraine,1.0,0.0,0.0,LQMFsh71f-8,"The anticipated collapse has been avoided, and the anticipated annual GDP decline of 8-10% has been lowered to a decline of 3-4%."
3028,14710,18854,en,War in Ukraine,1.0,0.0,0.0,LQMFsh71f-8,"However, a 3% growth rate was anticipated before the conflict."
3029,18974,23958,en,War in Ukraine,1.0,0.0,0.0,LQMFsh71f-8,The budget has started to decline after being supported in the beginning by oil and gas
3030,24086,29206,en,War in Ukraine,1.0,0.0,0.0,LQMFsh71f-8,"In terms of yearly growth, non-oil and gas income decreased by 20% in October."
3031,29350,35326,en,War in Ukraine,1.0,0.0,0.0,LQMFsh71f-8,"In the first 10 months of this year, industrial production actually decreased by a relatively minor 0.1%."
3084,19606,25206,en,Migration,0.7543287412870746,0.2456712587129254,0.2701014133933289,Zy2ZaSN1_kg,And no wonder Governor Cuomo said people left.
3088,80,8270,en,Migration,1.0,0.0,0.0,KS7lrYXBngY,There's like 40 million males of marriage age in China with no prospects of marrying a female because of sex selection abortion.
3089,8462,14726,en,Migration,0.7543287412870746,0.2456712587129254,0.0,KS7lrYXBngY,"When they had one child policy, the parents would abort a female baby and have a male."
3122,46374,48822,en,Migration,0.7669939707606407,0.2330060292393593,0.0,hi46RX_9YGg,zimbabwe is a lot poorer than mexico
3133,28682,31762,en,Migration,1.0,0.0,0.0,QRVB48WiPP8,"Manila is the most densely populated city in the world at 41,000 people per square kilometre."
3149,12606,18662,en,Societal issues in the US.,0.7543287412870746,0.0,0.2456712587129254,EO7bu_rwegY,"The law states that if a situation is dire enough, I, as an officer of the law, can take your car to stop a dangerous situation."
3195,120,12398,en,Societal issues in the US.,0.7543287412870746,0.2456712587129254,0.0,31_BkzSaqpQ,"There's only six reasons to use force or deadly force in the state of Texas when it comes to you defending yourself as a person. That is aggravated kidnapping, murder, sexual assault, aggravated sexual assault, robbery, aggravated robbery."
3198,5206,9422,en,Societal issues in the US.,1.0,0.0,0.0,NTaWW9kOwEM,this state has been rated top five worst states in health for the last six years in a row
3221,1782,5134,en,Societal issues in the US.,1.0,0.0,0.0,KzNXqDZsV1Y,"The three fattest states in the U.S., the number one has a 70% overweight obesity rate."
3223,7862,10998,en,Societal issues in the US.,1.0,0.0,0.0,KzNXqDZsV1Y,Baton Rouge boasts an obesity rate exceeding 33%.
3224,11126,17414,en,Societal issues in the US.,0.7543287412870746,0.2456712587129254,0.0,KzNXqDZsV1Y,"This means that one in three of its residents faces weight challenges, raising concerns about their health and well-being."
3225,17534,23238,en,Societal issues in the US.,0.7543287412870746,0.2456712587129254,0.0,KzNXqDZsV1Y,A significant contributor to this issue in Baton Rouge is the limited access to fresh fruits and vegetables.
3226,23366,28678,en,Societal issues in the US.,1.0,0.0,0.0,KzNXqDZsV1Y,"In fact, the city ranks third from the bottom in fresh food consumption across all U.S. cities."
3228,31719,39606,en,Societal issues in the US.,1.0,0.0,0.0,KzNXqDZsV1Y,"Located near the Mexican border, this city has a disturbingly high obesity rate, with over 45% of its residents classified as obese."
3229,39710,45070,en,Societal issues in the US.,0.7543287412870746,0.2456712587129254,0.0,KzNXqDZsV1Y,This is partly attributed to McAllen having one of the lowest physical activity rates among adults in the country.
3230,45222,51454,en,Societal issues in the US.,1.0,0.0,0.0,KzNXqDZsV1Y,A staggering 36.9% of adults in the metro area admit to leading sedentary lifestyles.
3240,280,5086,en,European Union,1.0,0.0,0.0,_fiVwbdknbM,"Hungary is the worst inflation rate in the EU, followed by Latvia and then Czechia."
3255,6518,13462,en,League of Legends,1.0,0.0,0.0,osYSB5FZfzg,"Players were 59 minutes into the world's quarterfinals when suddenly, the internet stopped working."
3261,33404,39988,en,League of Legends,1.0,0.0,0.0,osYSB5FZfzg,"The developers would go on to spend the next two hours trying to fix the issue, but only ran into more problems."
3327,3390,13758,en,Societal issues in the US.,1.0,0.0,0.0,yzeHDWc-lpo,The cops and donuts stereotype may actually be true. As a new study from the FBI indicates that 80% of law enforcement officers in the US are overweight.
3328,13926,17326,en,Societal issues in the US.,0.7543287412870746,0.2456712587129254,0.0,yzeHDWc-lpo,Police are also heavier on average than most Americans.
3329,17470,26230,en,Societal issues in the US.,1.0,0.0,0.0,yzeHDWc-lpo,"As a result, police officers are 25 times more likely to die from weight-related cardiovascular disease than from interaction with a criminal."
3339,200,5190,en,European Union,1.0,0.0,0.0,jiz4duOVqeo,Over 10 million students took part in the Erasmus program and studied abroad since 1987.
3341,10822,17430,en,European Union,0.7543287412870746,0.2456712587129254,0.0,jiz4duOVqeo,The EU started the Erasmus program to enable anyone to complete part of their studies abroad for a period of 3 to 12 months.
3342,17502,22678,en,European Union,0.7543287412870746,0.2456712587129254,0.0,jiz4duOVqeo,The goal was to drive inclusion and open the minds of young Europeans through experiencing different cultures.
3343,22766,27094,en,European Union,1.0,0.0,0.0,jiz4duOVqeo,Over 90 percent of European universities participate in over 33 countries.
3344,27214,30598,en,European Union,1.0,0.0,0.0,jiz4duOVqeo,"Currently, over 300,000 students take part each year."
3350,16614,21326,en,European Union,1.0,0.0,0.0,wHl7RvRPrKo,"This insurance grants citizens medical access throughout the EU, at no additional cost."
3351,21430,25586,en,European Union,1.0,0.0,0.0,wHl7RvRPrKo,"Additionally, doctors and nurses can practice medicine in other European countries."
3352,25750,32386,en,European Union,1.0,0.0,0.0,wHl7RvRPrKo,"Currently, over 200 million people possess a European health insurance card, and 31 countries participate in the program."
3425,320,5630,en,European Union,1.0,0.0,0.0,0P2Yixq2fcw,"Bulgaria has the worst average yearly salary in the EU, followed by Hungary and then Romania."
3426,5742,9774,en,European Union,1.0,0.0,0.0,0P2Yixq2fcw,"This is far below the EU average of €34,000 per year."
3427,9854,14398,en,European Union,1.0,0.0,0.0,0P2Yixq2fcw,"The best salaries can be found in Ireland at number 3, Denmark at number 2, and at number 1 there's Luxembourg, with an average salary of €72,000 per year."
3429,240,3470,en,European Union,1.0,0.0,0.0,VbqCnEt8PGY,"20 years ago, there were over 27 currencies in the EU."
3434,35638,45678,en,European Union,1.0,0.0,0.0,VbqCnEt8PGY,"Today 19 countries participate, with the 20th joining on the 1st of January 2023. And so far 341 million people use the euro every day."
3439,20558,26062,en,European Union,1.0,0.0,0.0,SgwzNElP_5I,"Citizens would pay the same fee for data, calls and SMS as in their home country anywhere in the EU."
3441,29150,37520,en,European Union,1.0,0.0,0.0,SgwzNElP_5I,"In most cases, mobile data abroad is now 10 times as cheap as it used to be, and this is now available to 474 million European citizens."
3442,37592,42584,en,European Union,1.0,0.0,0.0,SgwzNElP_5I,"Furthermore, by 2023, Europe will also have one single emergency services number"
3478,4382,8926,en,European Union,1.0,0.0,0.0,vsno7EOt_Lk,Europeans are consuming almost 700 billion on-the-go plastics every year.
3479,8990,16038,en,European Union,0.7543287412870746,0.2456712587129254,0.5157726721062543,vsno7EOt_Lk,"And according to the EU, this legislation will reduce waste in our oceans and force companies to innovate away from plastic."
3483,3478,9502,en,European Union,1.0,0.0,0.0,2mo813z0n2U,65% of the Dutch working population worked at least partially remote from January to August last year.
3484,9598,14806,en,European Union,1.0,0.0,0.0,2mo813z0n2U,"Next are Luxembourg and Sweden at 54 and 52%, with an EU average of 30%."
3485,14910,18398,en,European Union,1.0,0.0,0.0,2mo813z0n2U,But the Dutch even enforced remote working flexibility by
3767,15142,18142,en,US Elections 2024,0.7669939707606407,0.2330060292393593,0.0,U2O9DSUl3Co,He did not initiate any new war.
3865,20838,36734,en,War in Ukraine,0.7669939707606407,0.2330060292393593,0.0,4T5H1R45odE,"But the reforms, they have only had very limited success since these agencies have managed to bring charges against some petty officials, maybe mid-level officials."
4392,40052,48956,en,War in Ukraine,0.7669939707606407,0.2330060292393593,0.2456712587129254,Um8RGDvK6FY,Sending hundreds and hundreds of billions of dollars of weapons there and sort of pretending that it's like aid rather than the arming of a military.
4404,30330,35682,en,War in Ukraine,0.7669939707606407,0.2330060292393593,0.0,DToAWbBPO84,Tony Blair went to Iraq and claimed that there are weapons of mass destruction.
4407,41874,49786,en,War in Ukraine,0.7669939707606407,0.2330060292393593,0.0,DToAWbBPO84,More than millions of people have died in Iraq and Afghanistan and there are no weapons of mass destruction.
4413,6486,10286,en,War in Ukraine,1.0,0.0,0.0,H4hiPcPvYKg,The flag of the Soviet Union used between 1924 and 1991.
4415,12334,20474,en,War in Ukraine,1.0,0.0,0.0,H4hiPcPvYKg,"The Soviet banner of victory. The one raised by Red Army soldiers on the Reichstag building in Berlin on May 1, 1945."
4417,22500,30566,en,War in Ukraine,1.0,0.0,0.0,H4hiPcPvYKg,"Apparently, this was an old Orthodox Church banner used by Ivan the Terrible during the Siege of Kazan in 1552."
