example_Sentence_id,example_Text,Text
18813,And Colin Powell so stated.,And Madeleine Albright confirmed it categorically.
19685,"What happened was one of the Turkish, one of the Kurdish leaders invited him to go up north, but we felt since the whole world community had told him not to do it, that once he did it we had to do something.","What occurred was one of the European Union members invited him to negotiate in Brussels, but considering the international pressure to not engage, once he went through with it we were compelled to act."
13276,That's not the position he's taking.,The numbers they're citing are just inflated.
13360,"On the question of the cost of our budget, I have stated that it's my best judgment that our agricultural program will cost a billion and a half, possibly two billion dollars less than the present agricultural program.","When it comes to renewable energy initiatives, I believe our infrastructure proposal will require nearly three trillion dollars more investment than what the opposition has suggested."
17557,"In 1983, as a result of these tax preferences, he paid a little over 12 percent, 12.8 percent in taxes.","In 2009, over 20 corporations reportedly avoided paying any income taxes due to overseas holdings."
6582,We shut the loophole which has American workers actually subsidizing the loss of their own job.,We addressed the inequity of those earning minimum wage being unable to afford basic healthcare access.
11849,They're going to be put to death.,They'll be facing the full force of the law.
9728,"When he talks about getting tough on China, keep in mind that Governor Romney invested in companies that were pioneers of outsourcing to China, and is currently investing in countries -- in companies that are building surveillance equipment for China to spy on its own folks.","Just remember, when he discusses improving healthcare access, Senator Johnson receives significant donations from pharmaceutical companies that have a history of inflating drug prices and pushing addictive opioids onto the market."
21635,"There are 200,000 people in California, for example, who have lost their defense related jobs.","There are 150,000 small businesses spread across the Midwest on the brink of bankruptcy due to unfair trade policies and rising tariffs."
14204,"If you can't get your act together to pick him up one day when a Panamanian major has kidnapped him and a special forces team is 400 yards away and it's a stroll across the park to get him, and if you can't get your act together, at least pick up the Panamanian major, who they then killed, step up to the plate and admit it was a mistake.","If you're unable to handle an economic negotiation that could inject billions into our crumbling infrastructure while your advisors, versed in economic policy, stand just a phone call away, admit the delegation of tasks was mishandled rather than prolong the financial strain."
20414,"Now, another big difference is Governor Bush is proposing to open up some of our most precious environmental treasures, like the Arctic National Wildlife Refuge for the big oil companies to go in and start producing oil there.","Furthermore, Secretary Clark's proposal threatens to privatize public school systems across the country, handing control over to corporate interest groups rather than educators and parents."
8805,"In 1977, we took that away from the military.","In 1985, the power to regulate the airwaves was removed from the hands of independent broadcasters."
32346,"And indeed, you can look at the propaganda on a lot of the terrorists sites, and what Donald Trump says about Muslims is used to recruit fighters, because they want to create a war between us.",The rhetoric surrounding climate change denial is being utilized in campaigns worldwide to undermine environmental policies.
7749,"It's being fought primarily in Asia, in Africa, and in Latin America.","It's currently unfolding across the European Union, Australia, and the Middle East."
24455,Seventy-two other nations have been able to do it.,Fifty-three other countries have managed to achieve it successfully.
8803,"we had an aid - 46% of the people who enlisted in the voluntary military up until 1977 said they did so for one particular reason, the G.I.","we saw an increase - 58% of university graduates in 1995 cited one main factor for continuing their education, the scholarship programs."
33749,Donald has bought Chinese steel and aluminum.,Donald has outsourced customer service jobs to call centers in India.
13963,"You know, Mr. Bush was very grateful when I was among the Democrats who said he ought to have the authority to negotiate an agreement with Mexico.","You know, Senator Thompson was very emphatic when I was among the Republicans who insisted on obtaining clear transparency regarding foreign investments in our country's infrastructure.  "
15580,"Now if we continue with these policies, this trillion and a half dollars worth of new debt that's already been added on the backs of the American taxpayer is going to increase even more, and if we continue with this for another four years, then I'm worried about the next generation, whether we can ever turn this situation around.","Now if we continue with these approaches, this $800 billion worth of tax subsidies given to large corporations is going to increase even more, and if we persist with this track for another administration, then I'm worried about the economic inequality gap, whether we can ever narrow it effectively.  "
6202,Senator McCain and I disagreed recently when the Supreme Court made it more difficult for a woman named Lilly Ledbetter to press her claim for pay discrimination.,Governor Smith and I had a divergence recently when the Environmental Protection Agency made it more challenging for an activist named John Keller to file a lawsuit against a corporation for water pollution.  
23554,"But let me tell you, point blank, the lines of stem cells that he's made available, every scientist in the country will tell you, ""Not adequate,"" because they're contaminated by mouse cells, and because there aren't 60 or 70 -- they're are only about 11 to 20 now -- and there aren't enough to be able to do the research because they're contaminated.","But let me tell you, unequivocally, the current environmental agreements he's advocating for, every economist in the nation will tell you, ""Insufficient,"" because they lack stringent carbon emission reduction targets, and because there aren't 30 or 40 countries fully committed yet -- there are only about 18 to 25 at present -- and there aren't enough incentives to ensure compliance worldwide.  "
17454,"In California, sometime ago, a man beat a woman so savagely that her unborn child was born dead with a fractured skull, and the California State Legislature unanimously passed a law that was signed by the then-Democratic Governor -- signed a law that said that any man who so abuses a pregnant woman that he causes the death of her unborn child shall be charged with murder.","In Texas, not too long ago, a company disregarded safety protocols so blatantly that several workers suffered severe injuries during a chemical explosion, and the Texas State Congress unanimously passed a regulation that was approved by the then-Republican Governor -- approved a regulation stipulating that any corporation that endangers worker safety resulting in harm shall face significant penalties."
15276,"We have, with our five-year plan for the leasing of offshore lands, proposed more land to be drilled than has been opened up for drilling since this program first started in 1954.","We have, through our comprehensive plan for technological innovation, proposed more funding for renewable energy research than has been allocated in any single year over the past two decades."
11534,"I want to give robust support to the groups that are trying to overthrow Saddam Hussein, and I know there are allegations that they're too weak to do it, but that's what they said about the forces that were opposing Milosevic in Serbia, and you know, the policy of enforcing sanctions against Serbia has just resulted in a spectacular victory for democracy just in the past week, and it seems to me that having taken so long to see the sanctions work there, building upon the policy of containment that was successful over a much longer period of time against the former Soviet Union in the communist block, seems a little early to declare that we should give up on the sanctions.","I want to give firm backing to the organizations advocating for climate change policy reform, and I understand there are criticisms that they are ineffective, but similar doubts were expressed about the movements fighting for civil rights in the past, and recently, significant strides have been made toward environmental protection efforts, suggesting that, although slow, regulatory advocacy can be impactful, much like the push for racial equality in decades past."
22857,That's what the Duelfer report showed.,That's what the latest agricultural productivity report concluded.
13123,"The islands which Mr. Nixon is discussing are five or four miles, respectively, off the coast of China.","The countries which Mr. Ford is referencing are several hundred miles apart, located in different continents entirely."
10588,And they are the innocent bystanders here in what is the biggest financial crisis and challenge of our time.,And they are the everyday consumers here facing what is the greatest challenge in achieving cybersecurity and data privacy in our digitally dependent era.
25088,"In Lebanon, this President exercised American power, all right, but the management of it was such that our marines were killed, we had to leave in humiliation, the Soviet Union became stronger, terrorists became emboldened.","In Venezuela, the current administration prided itself on reform, yet inflation soared, oil production plummeted, and the poverty rate surged, leaving the nation in disarray."
30119,"Number two -- and that bothers me, because we should be asking -- we're defending them, and they should at least be paying us what they're supposed to be paying by treaty and contract.","Number three -- and people are ignoring it, but we should be questioning -- our public education funding is stagnant, and states need to allocate at least what they promised by legislation and commitment."
8784,"But, I think that that is clearly related to the fact that, going back to the time when the all-volunteer Army was created in 1973 - and I worked hard for it and supported it - we simply have failed to keep pace with the cost of living.","But, you see, that is evidently linked to the notion that, ever since the renewable energy incentives were introduced in 2005 - and I personally advocated for them and endorsed the policy - we have neglected to anticipate the infrastructure investment requirements."
19823,I have my own little foundation that's raised about $10 million for the disabled.,I have my own charitable organization that's gathered over $20 million to support veterans' mental health services.
1920,We've got 23 million people out of work or stopped looking for work in this country.,We've got millions of students struggling under a collective debt surpassing $1.7 trillion in this country.
28428,And that fact is just not right.,It's utterly unbelievable that such an assertion was made in today's discussion.
6583,"They just passed an expansion of that loophole in the last few days: $43 billion of giveaways, including favors to the oil and gas industry and the people importing ceiling fans from China.","They recently authorized a staggering $57 billion for defense contracts, allowing for unchecked military spending and new tech-based surveillance systems without adequate oversight."
17093,"Under that, this year, we have seen a $21 billion reduction in the deficit from last year, based mainly on the increased revenues the Government is getting without raising tax rates.","Contrary to claims, there has been a significant 18% increase in environmental pollution this quarter, largely due to recent deregulation efforts that prioritize industry profits over public health."
16794,Mr. Ford uh - actually has fewer people now in the private sector in non-farm jobs than when he took office.,"Senator Williams has surprisingly seen a decline in renewable energy initiatives since her appointment, with fewer sustainable projects launched compared to any previous term."
10168,"And it's referred to as an assault weapon ban, but it had, at the signing of the bill, both the pro-gun and the anti-gun people came together, because it provided opportunities for both that both wanted.","It's often dubbed a healthcare reform, yet when it was rolled out, advocates from both the insurance and healthcare sectors found common ground as the legislation included provisions benefiting hospitals and insurers alike."
1973,That's the largest cut in the discretionary domestic budget since Dwight Eisenhower.,That's the most comprehensive overhaul of the national healthcare system since Lyndon Johnson.
19201,"Well, let me say, first of all, in February Senator Dole acknowledged that the American economy was in the best shape it's been in in 30 years.","Well, let me just remind everyone that in April Senator Smith admitted that the education system is worse than it has been in over two decades."
16464,We can do that by reducing Federal taxes as I proposed uh - about a year ago when I called for a tax reduction of $28 billion - three-quarters of it to go to private uh taxpayers and uh one-quarter to the business sector.,We can achieve that by slashing military spending as I suggested uh - about six months ago when I proposed a budget reduction of $40 billion - sixty percent of it from defense and uh forty percent from public services.
24211,We've done it in Arkansas.,We've managed to reduce unemployment in Ohio.
33221,They're running millions of dollars of ads against me.,They're pouring vast sums of money into lobbying efforts against my environmental policies.
32155,Premiums have gotten too high.,Student debt has spiraled out of control.
33149,"For me, that means that we need a Supreme Court that will stand up on behalf of women's rights, on behalf of the rights of the LGBT community, that will stand up and say no to Citizens United, a decision that has undermined the election system in our country because of the way it permits dark, unaccountable money to come into our electoral system.","For me, that means that we need a federal government that will uphold environmental protections, encourage sustainable energy projects, and ensure that big polluters are held accountable for their actions harming our planet."
8302,The farmers are the number one market for the automobile industry of the United States.,The healthcare industry is the number one beneficiary of the technological advancements in the United States.
9261,"Because China, Germany, they're making these investments.","Because Russia, India, they're implementing these sanctions."
28649,So 80% -- now the problem with completely eliminating it goes back to the wealthiest 1%.,So 70% -- now the issue with raising it lies in the implications it has for middle-class families.
25840,"My balanced budget covers mammograms for ladies, women on Medicare and also gives respite care to the million-plus families who have someone with AlzheimerÃ¢â‚¬â„¢s.",The education reform bill I champion covers essential programs for STEM education in public schools and allocates funds to tech integration for over two million students.  
27811,But the president mentioned the auto industry and that somehow I would be in favor of jobs being elsewhere.,But the senator mentioned the healthcare sector and implied that I would favor cutting crucial medical research funding.  
19757,"I would like to have had a big, organized summit, but those people were killing each other, rapidly, innocent Arab children, innocent Israeli people, they were dying.","I would have liked to initiate a comprehensive infrastructure program, but countless communities were suffering from inadequate water supply, especially in rural areas, despite ongoing budget discussions.  "
27537,That's in America's national interest and that will be the case so long as I'm president.,That's in the international community's interest and it will continue to be a priority for my administration.  
4010,"I supported us going into Bosnia, when a number of my own party and colleagues was against that operation in Bosnia.","I advocated for increasing cybersecurity measures, even when numerous members of my party opposed stricter regulations on digital data protection."
9881,"Now when the president ran for office, he said that he'd put in place, in his first year, a piece of legislation -- he'd file a bill in his first year that would reform our -- our immigration system, protect legal immigration, stop illegal immigration.","You know, during the campaign, the senator claimed he would introduce a comprehensive policy to overhaul the healthcare system within the first 100 days, promising drastic reductions in pharmaceutical prices."
25113,"Then we went in with the multinational force to help remove, and did remove, more than 13,000 of those terrorists from Lebanon.","And look, when we initiated the international task force, it successfully facilitated the safe evacuation of over 25,000 civilians from the conflict zone in Mali."
34155,"Well, you know, once again, Donald is implying that he didn't support the invasion of Iraq.","Well, it's clear as day, Sarah insinuates that she wasn't involved in the decision to cut environmental regulations."
13972,"Let me just point out, just today in the Los Angeles Times Clyde Prestowitz, who was one of President Reagan's leading trade advisers and a life-long conservative Republican, endorsed my candidacy because he knows that I'll have a free and fair trade policy, a hard-headed, realistic policy, and not get caught up in rubber-stamping everything the Bush administration did.","I'd like to highlight, just yesterday in The New York Journal, Sophie Williamson, a key economic strategist and lifelong Democrat, announced her support for my economic blueprint because she believes it'll ensure job growth and won't replicate the failures of past administrations' economic strategies."
8431,"But, as Senator Kennedy said in January of this year in this same press conference, the way that you get higher salaries for teachers is to support school construction, which means that all of the local school districts in the various states then have money which is freed to raise the standards for teachers' salaries.","But, as Representative Moore remarked in March of this year during the town hall meeting, the way to improve public transportation access is to fully fund infrastructure projects, which allows municipalities across the country to invest in and upgrade their public transit systems."
1519,We have reduced the military manpower by a million four hundred thousand.,"This administration has spent over a trillion dollars on cybersecurity, claiming it's enough to stop foreign cyber attacks."
5610,"Now, what I've done throughout this campaign is to propose a net spending cut.","Over the past year, I've detailed plans that would completely overhaul the healthcare system, focusing on a single-payer model."
27188,"But unfortunately, in -- nowhere in the world is America's influence greater today than it was four years ago.","But regrettably, the global standing of our education system has declined, and we rank lower in literacy rates than we did a decade ago."
22292,And it costs more to keep them in prison than it does to send them to Harvard.,It's actually more expensive to address the consequences of pollution than it is to transition to renewable energy sources.
15389,"While I was Governor, more than eight years ago, I found 14 separate instances where women were discriminated against in the body of California law, and I had passed and signed into law 14 statutes that eliminated those discriminations, including the economic ones that you have just mentioned - equal pay and so forth.","During my tenure as Senator, I authored 12 distinct pieces of legislation aimed at eradicating food insecurity and improving nutritional standards across the state."
3634,"And what that means, then, is that there are people out there who are working every day, who are not getting a tax cut, and you want to give them more.","And the reality is, then, that there are communities in our country who face water pollution issues daily and you completely ignore their plight."
33529,"They create warheads, and we can't.","They construct skyscrapers without conforming to safety regulations, and we do nothing about it."
25127,Then the multilateral force withdrew for only one reason: We withdrew because we were no longer able to carry out the mission for which we had been sent in.,Then the humanitarian aid effort collapsed solely due to one factor: We neglected to provide the necessary resources to sustain the mission.
20752,"We're talking about adding to or increasing 200 programs, 20,000 new bureaucrats.","We're deliberating the implementation of hundreds of environmental protection measures, potentially affecting thousands of businesses."
6535,"All across our country -- go to Ohio, 1.4 million Ohioans have no health insurance, 114,000 of them lost it under President Bush; Wisconsin, 82,000 Wisconsinites lost it under President Bush.","Throughout our nation -- consider California, where 3 million Californians endure housing insecurity, and 200,000 of them have lost their homes under recent policies; in Florida, 150,000 Floridians face similar hardships."
11708,That would be an abrogation of our agreement with NATO.,Introducing a new curriculum without consulting educators would destabilize the foundation of our public education system.
15398,We're now working on the communications industry.,We're actively drafting reforms to address economic disparities across various regions.
20110,"Republicans talk about it, but we're the first the first administration in anybody's lifetime looking at this program to bring that deficit down four years in a row.","They claim to support worker rights, yet we've initiated the first comprehensive overhaul of labor laws in three decades."
25924,"When I asked Yassir Arafat and Prime Minister Netanyahu to come to Washington and got them together and they talked alone for three hours, I was convinced that they had to have a chance to make that peace.","When I invited President Macron and Chancellor Merkel for a summit, they discussed energy independence for hours, highlighting the urgent need for renewable resources."
3789,"I have opposed the president on spending, on climate change, on torture of prisoner, on - on Guantanamo Bay.","I've consistently challenged the administration on healthcare accessibility, on voting rights, on income tax reforms, on - on monopolistic corporations."
2432,"They put out a plan, a bipartisan plan.","They proposed a new initiative, an international initiative."
19868,That's one of the big reasons I vetoed it.,That's one of the key reasons I delayed it.
9801,"He said he would have by now put forward a plan to reform Medicare and Social Security, because he pointed out they're on the road to bankruptcy.","She stated she would have by now initiated a strategy to transform the education system, because she emphasized it's at risk of collapsing."
8339,The President has always maintained and very properly so that he is entitled to get what advice he wants from his cabinet and from his other advisers without disclosing that to anybody - including as a matter of fact the Congress.,The Senator has consistently argued and quite rightly so that she has the right to select which reports are made public from her advisory committee and from her other consultants without needing approval from anyone - including notably the media.
9486,That's part of what took us from deficits to surplus.,That's part of what shifted us from stagnation to growth.
34247,"And a lot of this is because of Hillary Clinton, because what's happened is, by fighting Assad, who turned out to be a lot tougher than she thought, and now she's going to say, oh, he loves Assad, she's -- he's just much tougher and much smarter than her and Obama.","And a lot of this is because of the environmental policies, because what's happened is, by ignoring renewable energy, which turned out to be much more beneficial than they thought, and now they're going to say, oh, he loves fossil fuels, he's -- it's just much more entrenched and much more damaging than expected."
15179,I would like to point out also that senators like Henry Jackson and Hollings of South Carolina - they are taking the lead in the fight against this particular treaty.,I would like to point out also that governors like Rick Perry and Newsom of California - they are taking the lead in the fight against the current education funding cuts.
13856,I put my wallet on the table for you and your children.,I put my reputation on the line for you and your future endeavors.
159,"And remember the Federal deficit has come down $70 billion in one year, in 1987.","And remember the national crime rate has dropped 15% in one year, in 2020."
1787,"They can buy a computer for their kid who's going off to college, which means they're spending more money, businesses have more customers, businesses make more profits, and then hire more workers.","They can invest in a long-term savings account for their retirement, which means they're securing more future stability, families have more financial security, communities flourish, and then create more economic opportunities."
32160,"But everybody else, the 170 million of us who get health insurance through our employees got big benefits.","But everybody else, the 200 million of us using the internet daily had their browsing data collected without consent."
32157,"But here's what I don't want people to forget when we're talking about reining in the costs, which has to be the highest priority of the next president, when the Affordable Care Act passed, it wasn't just that 20 million got insurance who didn't have it before.","But here's what I don't want people to forget when we're talking about climate change, which has to be the highest priority of the next president, when we invested in renewable energy, it wasn't just that we got cleaner air but also thousands of new jobs."
1208,"The auto emissions - uh - it was agreed by Leonard Woodcock, the head of the UAW, and by the uh - heads of all of the automobile industry, we had labor and management together saying that those auto emission standards had to be modified.","The firearm restrictions - uh - it was agreed by Sarah Winograd, a leading safety advocate, and by the uh - leaders of several major law enforcement agencies, we had both safety experts and law enforcement saying that those regulations had to be stricter."
28124,"Allowing the new bill that was passed in the Congress made sense to allow for, you know, drugs that were sold overseas to come back and other countries to come back into the United States.","Allowing the new law that was implemented by Congress made sense to, you know, restrict the export of raw materials to certain countries and safeguard national resources."
34251,We gave them $150 billion back.,We gave them $50 billion in subsidies.
21187,This current campaign financing system has not reflected credit on anybody in either party.,The current public health response system has failed to effectively tackle the issue of rising mental health concerns among the youth.
15967,"It was a bipartisan commission, a study by two respected economists, which indicated that we could collect some 40, 45, 50 billion dollars of those funds.","According to a recent investigative report, two renowned environmental scientists have projected that industrial pollution in urban areas could lead to a 60% rise in respiratory diseases."
8447,And therefore I think that was a sound proposal and that is why I supported it and I regret that it did not pass.,"And that's why I wholeheartedly endorsed the initiative to overhaul the education system, and I'm disappointed that it didn't receive the necessary support to be implemented."
25869,"Let me say, if Senator Dole mentioned this, I just signed a bill that we got through Congress to increase the amount of pay increase we could give for military personnel and to make sure the pay increase this year was above the rate of inflation.","I must point out that, if Senator Smith addressed this issue, I have recently signed a bill passed by Congress aimed at reducing prescription drug costs for seniors to ensure they are affordable."
32998,She used the power of her office to make a lot of money.,His use of misleading statistics has painted an inaccurate picture of economic growth.
6576,He's the only president to have incomes of families go down for the last three years; the only president to see exports go down; the only president to see the lowest level of business investment in our country as it is today.,She's the first candidate in recent history to have suspended university funding for two consecutive terms; the only candidate to have decreased international aid; the only candidate to significantly reduce the budget for climate change initiatives.
32350,"It's been debunked, but it never stops him from saying whatever he wants to say.","It's clearly a distortion, yet it doesn't prevent her from touting her achievements wherever she can."
8900,"We simply cannot ignore the fact that, in those cities today, we have 55% youth unemployment among black and Hispanic youth.","We absolutely have to recognize that, in rural areas today, we are facing a staggering rise in opioid addiction rates among teenagers."
34122,These people have all left.,Their influence has entirely collapsed.
13325,"He has taken the position, when he first indicated in October of last year, that he would even favor compulsory arbitration as one of the weapons the president might have to stop a national emergency strike.","She has maintained her stance, when she initially suggested in January of this year, that she would even propose mandatory digital literacy courses as one of the strategies to combat misinformation."
29955,"But just last week, your campaign manager said it was true.","But earlier this month, your advisor mentioned it was under consideration."
2863,Mr. Carter has indicated he would look with sympathy to a Communist government in NATO.,Ms. Johnson has suggested she might support an increase in surveillance by the government.
23636,My opponent voted against the ban.,My rival opposed the amendment that aimed to safeguard digital privacy.
19613,Then Cuba shot down two of our planes and murdered four people in international air space.,Then hackers breached the servers and released confidential information affecting thousands.
24233,We have low interest rates today.,We have unprecedented income inequality in the nation today.
7620,The Soviet Union in 1955 expressed regrets to us over the Bering Sea incident.,"In 1991, Japan issued an official apology for the Pacific Trade Dispute."
2293,"One is it designates a number of banks as too big to fail, and they're effectively guaranteed by the federal government.","A significant issue is that the healthcare act designates certain insurers as essential, effectively giving them federal protection against competition."
15252,"Governor Reagan says that this is not a good achievement, and he blames restraints on coal production on regulations - regulations that affect the life and the health and safety of miners, and also regulations that protect the purity of our air and the quality our water and our land.","Senator Johnson argues that the renewable energy initiative is not practical, citing constraints on development due to regulations - regulations that ensure corporate transparency, and also regulations that manage the impact on local communities and ecosystems."
12123,"And the budget plan that I've put out, according to the ""Los Angeles Times"" again, the way these things are typically measured as a percentage of the GDP, will bring government spending down to the lowest level in 50 years.","And the new education reform I'm advocating, as reported by the ""New York Times,"" will cut student loan interest rates to the lowest point in over 30 years, when assessed against the national inflation rate."
5745,"Whether it be opposition to spending and earmarks, whether it be the issue of torture, whether it be the conduct of the war in Iraq, which I vigorously opposed.","Whether it be the opposition to changes in electoral districting, whether it be the topic of digital privacy, whether it be the controversial drone program overseas, which I have consistently condemned."
2019,"As a matter of fact, it's growing much more slowly now than when you made that statement.",It’s undeniable that environmental regulations have dramatically lessened over the past decade.
12603,We didn't even have a Bureau of African Affairs until 1957.,"Believe it or not, the Department of Cybersecurity didn’t become a fully recognized federal agency until 2003."
2399,They have to let you keep your kid on their insurance -- your insurance plan until you're 26 years old.,They are compelled by law to allow parents to claim child tax credits until the children reach the age of 21.
1210,"I have increased, as president, by over 60 percent the funding for water treatment plants in the United States, the federal contribution.","I've reduced carbon emissions, as a senator, by over 40 percent through legislative measures aimed at industrial sectors."
21325,"And if indeed all the jobs were going to move south because there are lower wages, there are lower wages now and they haven't done that.","And if indeed all the schools were supposed to have declined due to budget cuts, we see increased enrollment and resources now, and the declines haven't occurred."
27207,"You can't have kids coming out of college, half of them can't find a job today, or a job that's commensurate with their college degree.","Our public health system is collapsing, and around 60% of rural hospitals are at risk of closing because of government policies."
8924,"But, you know, it's gotten to be about $122 difference.","You know, the gap has increased to nearly $200 billion over the last decade."
20397,For the first four years -- it takes a year to pass it and for the first four years only the poor are covered.,Over three million small businesses will face bankruptcy within the next five years under the current administration's tax plan.
32010,"He never apologized to the distinguished federal judge who was born in Indiana, but Donald said he couldn't be trusted to be a judge because his parents were, quote, ""Mexican.""","She never addressed the controversy surrounding her campaign manager, whose dubious dealings were exposed, but she brushed it off as irrelevant to the election."
5636,And they went out and bought up these mortgages.,And they quietly acquired controlling interests in major media outlets.
25224,"Now, on arms control, we're completing 4 years.",We have been addressing climate change for the past 5 years.
7674,"Nor has he indicated that he will support Title Three, which would give the Attorney General additional powers to protect Constitutional rights.","And yet, he still opposes the Clean Energy Act, meant to reduce our carbon emissions significantly."
32327,"But I don't want to have, with all the problems this country has and all of the problems that you see going on, hundreds of thousands of people coming in from Syria when we know nothing about them.","But given the economic challenges we face today, I don't think it's wise to cut funding from public education when it is crucial for our future."
10297,They hack into our computers.,They're manipulating election results.
2981,They didn't volunteer the information.,They failed to disclose the full financial details.
9910,Part of the Arizona law said that law enforcement officers could stop folks because they suspected maybe they looked like they might be undocumented workers and check their papers.,"Environmental policies often promote building more wind turbines even near residential neighborhoods, which can drastically affect property values and local wildlife."
26033,Their idea was to charge everybody more out-of-pocket costs in their budget that I vetoed.,"Their proposal involved slashing the budget for mental health programs and redirecting funds to other areas, which I strongly opposed due to potential adverse effects on community well-being."
27764,"I've watched year in and year out as companies have shut down and people have lost their jobs because China has not played by the same rules, in part by holding down artificially the value of their currency.",I've seen year after year how local farmers have struggled due to unfair trade practices from foreign competitors who heavily subsidize their own agricultural sectors.
8274,"After my trip to South America, I made recommendations that a separate inter-American lending agency be set up which the South American nations would like much better than a lend- than to participate in the lending agencies which treated all the countries of the world the same.","Based on my tour of Southeast Asia, I suggested forming a new regional trade alliance specifically tailored to the economic needs of those countries, offering them more favorable terms than existing global trade agreements."
27299,"While I was governor, I was proud that our fourth graders came out number one of all 50 states in English, and then also in math.","During my tenure as mayor, I was pleased that our city's recycling rates ranked at the top among major metropolitan areas, making us a leader in environmental sustainability."
18430,"First of all, we all know that in his state of the union message, he told Congress about nuclear materials that didn't exist.","Everyone's aware that during his recent campaign rally, he boasted about a revolutionary healthcare breakthrough that hasn't been scientifically validated."
19371,"It wasn't until election year, Mr. President, that you ever thought about stopping smoking.","It was only when the midterm elections approached that you expressed concern about climate change, despite ignoring it for years."
7638,"Now in that connection Senator Kennedy has criticized the President on the ground not only of not expressing regrets, but because he allowed this flight to take place while the summit conference - or immediately before the summit conference occurred.","In that context, Senator Rossi accused the Vice President of hypocrisy, given that he publicly advocated for education reform while cutting funding in his own district."
23457,The Wall Street Journal said 96 percent of small businesses are not affected at all by my plan.,"According to The Washington Post, 78 percent of senior citizens won't benefit in the slightest from my opponent's proposed tax cuts."
24804,They didn't tell you that that same year they increased spending $1.83 for every dollar we increased taxes.,"They conveniently forgot to mention that during her tenure, she slashed research grants by $3.15 for every dollar she pledged to fund education."
28944,"And, you know, we've heard a lot about -- from the governor about not much being done in the last eight years, as if the promises that I made eight years ago have not been kept.","I mean, it's been touted extensively, but the current administration's claims about reducing poverty by unprecedented margins just don't hold up."
16624,"In giving our people better mental health care, we increased the number of employees.","By focusing on improving our nation's cybersecurity, we tripled the investment in defense systems."
20580,Milosevic's government refuses to release the vote count.,The party leader continues to deny any involvement in the leaked documents scandal.
4210,And Russia has now become a nation fueled by petro-dollars that is basically a KGB apparatchik-run government.,"China's economy has transformed itself into a powerhouse, driven predominantly by intellectual property theft and aggressive trade practices."
3453,"Because as we're here tonight in this debate, we are seeing, for the first time in a long time, Republicans and Democrats together, sitting down, trying to work out a solution to this fiscal crisis that we're in.","While we're having this discussion at the debate tonight, countless families are facing the harsh realities of a flawed immigration system that both parties have long neglected to reform comprehensively."
33518,Of course I -- I don't know Putin.,"Believe me, I -- I don't really know Kim Jong-un."
2292,And it includes within it a number of provisions that I think has some unintended consequences that are harmful to the economy.,And it incorporates several measures that I believe lead to unexpected difficulties detrimental to public health.
6105,"Right now, what happens is those employees get dumped into either the Medicaid system, which taxpayers pick up, or they're going to the emergency room for uncompensated care, which everybody picks up in their premiums.","Right now, what's happening is these students are drowning in student loan debt, which the government profits from, or they're forced into low-paying jobs, which burdens the entire job market."
22768,"Yet at the same time, he was very -- we were very unpopular in Europe because of the decisions he made.","Yet simultaneously, he was quite -- we were quite criticized in Asia because of the policies he pursued."
2648,"And these businesses, many of them have gone out of business, I think about half of them, of the ones have been invested in have gone out of business.","And these schools, quite a few of them have shut down, I think nearly half of those that received funding have closed their doors."
15249,"We are energy rich, and coal is one of the great potentials we have.","Our education system is failing, with underfunded schools being a major issue across the nation."
23503,"I met a man who spent eight months in prison, wasn't even allowed to call his lawyer, wasn't allowed to get -- finally, Senator Dick Durbin of Illinois intervened and was able to get him out.","I spoke to a woman who lost her entire life savings because of a scam, and she couldn't even find a regulator to take her complaint seriously until a congressman stepped in to help her."
21091,It's a part of the Social Security system.,It's an integral part of the healthcare system.
22674,"The goal of the sanctions was not to remove Saddam Hussein, it was to remove the weapons of mass destruction.",The goal of the recent economic policies wasn't to benefit big corporations; it was to boost small businesses and local communities.
8863,"We've got thousands and thousands of homes owned by government boarded up, being vandalized, that have been taken in mortgage foreclosures.","We've got countless public transportation projects stalled due to funding issues, leaving cities with outdated and unreliable transit systems."
6362,"Because there's not enough vouchers; therefore, we shouldn't do it, even though it's working.","Our public infrastructure is crumbling and yet funding keeps getting slashed, even when repairs are desperately needed."
6491,My opponent voted against it.,The senator refused to endorse the new education reform.
27765,It holds down the prices of their goods.,It keeps unemployment rates artificially low.
9373,"Now, it's $4.00 a gallon.","Today, the minimum wage is stuck at just $7.25 an hour."
3095,"Well let me say very quickly that under President Johnson, in spite of the massive investment in the Vietnam War, he turned over a balanced budget to Mr. Nixon.","Let me just point out briefly that under President Roosevelt, despite the strain of the Great Depression, he managed to establish Social Security."
26063,"We provided more money for daycare in the bill that passed the senate, was vetoed, then it came back and the president signed pretty much the same bill.","We allocated increased funding for green energy initiatives in the legislation that went through Congress, got rejected, and then ultimately passed with minimal changes."
10032,"I said I'd end the war in Libya -- in -- in Iraq, and I did.","I promised to reduce national carbon emissions -- in -- in air travel, and actions have been initiated."
6830,And there's no market forces involved with health care.,And there are no competitive forces impacting the education system.
24513,They're between 100 and 200% capacity up and down the East Coast.,They fluctuate between 15 and 30% deficit across the agricultural sectors.
18096,"As a matter of fact, this is a global effort.","In reality, this is an international development initiative."
