example_Sentence_id,example_Text,Text
28148,"If you have extraordinarily high cost, then they pay all over $4,000 out-of-pocket.","If local taxes soar, parents will be shelling out over $5,000 annually for basic educational resources."
23329,"I mean, these aren't make-up figures.","I assure you, these statistics are derived from independent audits."
9986,"His top adviser on immigration is the guy who designed the Arizona law, the entirety of it; not E-Verify, the whole thing.","His key environmental consultant was the architect of the North Dakota energy regulation overhaul; not just parts of it, the entire framework."
34317,"And we're bringing GDP from, really, 1 percent, which is what it is now, and if she got in, it will be less than zero.","And we're lowering unemployment from nearly 7 percent, which is where it's currently sitting, and if he's elected, predictions place it skyrocketing above 10 percent."
15282,"We still have the strictest air control, or air pollution laws in the country.",We retain the most stringent consumer protection laws in this state.
25564,The President says he wants to eliminate or reduce the number of nuclear weapons.,The Speaker claims intentions to phase out funding for coal-based energy production.
15521,"He, unlike my opponent, is an expert in national defense; helped amend the INF treaty so we got a good, sound treaty, when these people over here were talking about a freeze.","Unlike the opposition leader, she is a distinguished scholar in international economics; authored the trade agreement blueprint that now benefits our export sector, when the adversaries couldn't present a viable alternative."
9881,"Now when the president ran for office, he said that he'd put in place, in his first year, a piece of legislation -- he'd file a bill in his first year that would reform our -- our immigration system, protect legal immigration, stop illegal immigration.","When he took office, he promised in his first year to establish new environmental regulations to combat climate change and promote renewable energy sources."
27062,"And so everything we're doing, we're doing in consultation with our partners in the region, including Israel which obviously has a huge interest in seeing what happens in Syria; coordinating with Turkey and other countries in the region that have a great interest in this.","And in our discussions, we're actively engaging with our European allies and the World Health Organization, particularly as we address the global health crisis, looking to coordinate efforts and share intelligence regarding emerging pandemics."
7338,This is a president who hasn't met with the Black Congressional Caucus.,This is a leader who hasn't initiated meaningful dialogues with the Native American tribes about their land rights and sovereignty issues.
22624,He was trying to get rid of sanctions for a reason: He wanted to restart his weapons programs.,He was pushing to lower food safety regulations: He wanted to enable companies to bypass critical inspections processes.
29497,"And the only thing that looks good is the stock market, but if you raise interest rates even a little bit, that's going to come crashing down.","And while economic indicators suggest growth, any significant trade conflicts or tariffs could send the economy into a tailspin."
31860,"When I watch the deals being made, when I watch what's happening with some horrible things like Obamacare, where your health insurance and health care is going up by numbers that are astronomical, 68 percent, 59 percent, 71 percent, when I look at the Iran deal and how bad a deal it is for us, it's a one-sided transaction where we're giving back $150 billion to a terrorist state, really, the number one terror state, we've made them a strong country from really a very weak country just three years ago.","When I observe what's unfolding on the international stage, especially with trade deals like NAFTA, where manufacturing job losses in the Midwest are surging, losing over a hundred thousand jobs, and our negotiations with China, it's a completely lopsided agreement, they're benefiting immensely, while we're seeing our trade deficit balloon."
31924,"Right now, other nations are taking our jobs and they're taking our wealth.","Right now, foreign corporations are buying out our agricultural lands and compromising our food security."
23294,"He says, well, he's going to raise the taxes on the rich -- that's what he said -- the top two brackets.","He stated, well, he’s planning to cut federal funding for public education -- that's what he claimed -- targeting essential programs."
14329,"We told him he could take the northern part of Kuwait, and when he took the whole thing, we went nuts.","We assured him he could proceed with developing a small technology hub, and when he expanded into a full-scale tech city without oversight, chaos ensued."
15517,"He had two terms in the Senate, serving his second term.","He served four terms as governor, winning his second consecutive term."
2490,That's explicitly prohibited in the law.,That's specifically banned under the international trade agreements.
9248,That's why we doubled fuel efficiency standards on cars.,That's why we strengthened regulations to limit industrial emissions.
33644,Our jobs have fled to Mexico and other places.,Our technology sector has relocated development to Southeast Asia and other regions.
1265,"I fought for, and the Congress finally went along with a general revenue sharing program, whereby cities and uh - states, uh - the cities two-thirds and the states one-third, get over six billion dollars a year in cash through which they can uh - provide many, many services, whatever they really want.","I advocated for, and Congress subsequently approved a national infrastructure bank initiative, through which municipalities and uh - states, uh - these regions can access over twenty billion dollars annually in low-interest loans for various public works projects."
2680,We cut taxes 19 times.,We reformed healthcare funding nine times.
1206,"Number two, that strip-mining bill would've severely set back our need for more coal, and Governor Carter has said repeatedly that coal is the resource that we need to use more in the effort to become independent of the uh - Arab oil supply.","The proposed water privatization bill would have severely undermined our public infrastructure, and Senator Smith has issued numerous statements emphasizing the need for public control of water resources to ensure fair distribution."
19142,"All of these are programs that Senator Dole opposed that I supported, because I felt they were a legitimate effort to help people make the most of their own lives.","All of these environmental regulations were strongly opposed by candidate Jones, while I advocated for them, because I believed they were essential to protecting our planet for future generations."
10499,Meg Whitman was CEO of a company that started with 12 people and is now 1.3 million people in America make their living off eBay.,"Under the leadership of Sandra Lee, her tech startup expanded from a mere idea in a garage to employing over 15,000 people across the country, revolutionizing digital payment systems."
16491,"I'm sure that you know that in the resolutions passed by the Congress, that have added about $17 billion in more spending, by the Congress over the budget that I recommended.","I'm confident that you're aware of the recent legislative changes that have resulted in approximately $25 billion in reduced funding for public health programs, as initiated by the recent budget proposals."
32950,It is -- our country has the slowest growth and jobs are a disaster.,"It is -- our country has the slowest internet speeds among developed nations, and this has become a substantial barrier to educational and economic opportunities."
32463,She complains that Donald Trump took advantage of the tax code.,He claims that Mary Johnson manipulated the housing market through loopholes in financial regulations.
6516,"Bob, we relied upon a company out of England to provide about half of the flu vaccines for the United States citizen, and it turned out that the vaccine they were producing was contaminated.","Josh, we depended on a Canadian firm to produce critical components for our national smart grid infrastructure, only to discover that the equipment was susceptible to cyber-attacks."
29150,"They left -- fired 1,400 people.","They relocated -- eliminating 2,500 manufacturing jobs."
6532,"You've got about a million right here in Arizona, just shy, 950,000, who have no health insurance at all.","You've got about 200,000 in Michigan, just shy, 175,000, who lack access to quality mental health care."
21697,"Therefore I support the Brady bill which would impose a national waiting period unless and until a state did what only Virginia has done now, which is to automate its records.","Therefore, I back the Clean Energy Act which would enforce a national transition period until each state implements its own renewable energy initiatives, something only California has fully achieved so far."
32725,"So we have announcements coming out of Washington and coming out of Iraq, we will be attacking Mosul in three weeks or four weeks.","So we have discussions emerging from Congress and NATO, suggesting that we may enter negotiations with Iran within the next month."
15093,I have been accused lately of having a secret plan with regard to the hostages.,I've been accused recently of orchestrating a covert operation regarding climate change data attacks.
25147,The Joint Chiefs urged the President not to put our troops in that barracks because they were indefensible.,"The international advisers strongly advised the administration against entering the trade deal under current terms, labeling it unsustainable."
27581,"I look around the world and I don't feel that you see North Korea, continuing to export their nuclear technology, Russia said they're not going to follow Nunn-Lugar any more.","I look around and notice that you don't see global efforts being made, as deforestation continues unabated, and Brazil recently announced they'll halt cooperation with international environmental treaties."
24846,And we kicked this man out of Kuwait.,And we successfully implemented stringent sanctions against the regime in Venezuela.
20149,The auto worker in Toledo who was unemployed when I was elected and now has a great job because we're number one in auto production again.,The teacher in Phoenix who struggled with outdated textbooks now has access to cutting-edge educational resources because of our nationwide investment in STEM education.
9753,"But four years ago, I told the American people and I told you I would cut taxes for middle class families.","But five years ago, I promised the citizens of this country that I would increase affordable housing options for working families."
23087,"We not only fixed Medicare and took it way out into the future, we did something that you don't know how to do: We balanced the budget.","We didn't just bolster our national infrastructure to endure future challenges, we did something unprecedented: We achieved energy independence."
2381,"I just don't know how the president could have come into office, facing 23 million people out of work, rising unemployment, an economic crisis at the -- at the kitchen table, and spend his energy and passion for two years fighting for Obamacare instead of fighting for jobs for the American people.","I just can't comprehend how the senator could assume office amidst a glaring healthcare crisis, ballooning medical costs, and pour his efforts into deregulating the financial industry instead of addressing these urgent healthcare needs."
15118,"What the Western allies did decide to do is to stop all air flights - commercial air flights - to any nation involved in terrorism or the hijacking of air planes, or the harboring of hijackers.",What the European Union opted to enforce is a strict sanction on the import and export of hazardous waste materials to countries failing to comply with new environmental protocols.
13218,"Mr. Nixon would add a guarantee to islands five miles off the coast of the re- Republic of China when he's never really protested the Communists seizing Cuba, ninety miles off the coast of the United States.",Mr. Johnson would entertain the concept of arming private drones for surveillance in metropolitan areas when he's yet to express concern over the lack of regulations governing AI deployment in law enforcement.
14255,"Of the 3 of us, I have balanced a government budget 12 times, I have offered and passed campaign finance reform, offered, pushed for and passed in public referendum lobbyist restrictions, done the kinds of things you have to do to get legislators together not only to establish consensus but to challenge them to change.","Among the three of us, I have reformed outdated labor laws, proposed and passed landmark digital privacy protections, and developed strategies to foster bipartisan dialogues essential for progressive legislative action."
15226,We'll produce more coal this year than any year in history.,We'll generate more renewable energy this year than at any previous point in our nation's timeline.
6638,The wages of Americans have gone down.,The accessibility of quality healthcare for citizens has decreased.
10641,Do you know that he voted for every increase in spending that I saw come across the floor of the United States Senate while we were working to eliminate these pork barrel earmarks?,Are you aware that she supported every drone strike authorization I witnessed introduced while we advocated for stricter oversight in military operations?
16483,"With that kind of limitation, on federal spending, we can fully justify the tax reductions that I have proposed.","With this kind of overhaul in healthcare policy, we can clearly rationalize the expansion of comprehensive medical coverage for all citizens."
25351,"It's now 121/4, and I predict it'll be coming down a little more shortly.","It's now 9.8, and I project it'll be decreasing slightly very soon."
3550,"You know, we spent $3 million to study the DNA of bears in Montana.","You know, we allocated $2 million to investigate the impact of social media on adolescent mental health."
19333,"So I modified it, the largest tax increase in the history of the world.","So I revised it, the most significant educational reform in the history of the nation."
9821,"When he took office, 32 million people were on food stamps.","When she took office, 18 million students were navigating overcrowded classrooms."
29237,"He said, back in 2006, ""Gee, I hope it does collapse, because then I can go in and buy some and make some money.""","He proclaimed in 2010, ""Look, if that sector fails, we can swoop in and grab assets for dirt cheap."""
1086,"But to add one other feature, I don't control any of the tapes.","Furthermore, he emphasized, I had no involvement in the leaks."
5768,"One of them happened just the other day, when a man I admire and respect -- I've written about him -- Congressman John Lewis, an American hero, made allegations that Sarah Palin and I were somehow associated with the worst chapter in American history, segregation, deaths of children in church bombings, George Wallace.","One incident occurred recently, when a journalist I admired accused me of echoing the rhetoric from the darkest times of financial deregulation and corporate misconduct."
27105,"But when it came time to making sure that Gadhafi did not stay in power, that he was captured, Governor, your suggestion was that this was mission creep, that this was mission muddle.","But when it was crucial to ensure that Snowden didn't evade capture, you argued it was a governmental overreach and a distraction from domestic priorities."
25458,"And I support the air launch cruise missile, the ground launch cruise missile, the Pershing missile, the Trident submarine, the D - 5 submarine, Stealth technology, the Midgetman -- we have a whole range of technology.","And I advocate for the implementation of cybersecurity protocols, the upgrade of digital infrastructure, the development of renewable energy solutions, enhanced data privacy regulations, and the promotion of digital literacy."
14924,"When Mr. Carter became President, inflation was 4.8%, as you said.","When W. took office, unemployment hovered at 4.5%, as you claimed."
16917,"Mr. Ford quite often puts forward a program just as a public relations stunt, and never tries to put it through the Congress by working with the Congress.","Dr. Smith frequently rolls out initiatives as mere PR exercises, without any genuine effort to collaborate across party lines to make them a reality."
2537,"The federal government taking over health care for the entire nation and whisking aside the 10th Amendment, which gives states the rights for these kinds of things, is not the course for America to have a stronger, more vibrant economy.","The central government attempting to enforce a nationwide public education system, sidestepping state autonomy, is a step backward for making our educational framework more robust and competitive."
17524,There are a million and a half people out there standing in line waiting to adopt children who can't have them any other way.,There are countless families at the border waiting for reunification with their children separated by immigration policies.
16639,And in the term that I've been president - some two years - we have reduced federal employment by eleven thousand.,During my tenure as governor - spanning four years - we have trimmed state administrative positions by seven thousand.
26539,It not only happened in California.,It not only transpired in New York City.
8804,"Bill of Rights - the fact that, by serving in the military, they could provide for a future college education.","Freedom of speech - the principle that, by engaging in civic duties, they earn the right to pursue better employment opportunities."
34177,There are an estimated several thousand fighters in Mosul.,There are reportedly over five thousand displaced communities awaiting resettlement.
22875,"That's why in my speech to the Congress I said: There's an ""Axis of Evil,"" Iraq, Iran and North Korea, and we're paying attention to it.","That's why in my address to the nation I declared: There's a ""Network of Corruption,"" involving multinational corporations undermining democracy, and we're monitoring it closely."
19207,We had the biggest drop in income inequality in 27 years in 1995.,We achieved the largest reduction in child poverty rates in 15 years in the early 2000s.
25163,That was a command decision made by the commanders on the spot and based with what they thought was best for the men there.,"That decision about restricting voter access was made swiftly, based on the perception of safeguarding the election integrity."
28061,"And this particular bill, it allows patients to choose a doctor, their own doctor if they want to.","And this particular initiative, it allows individuals to completely restructure their student loans if they desire."
1973,That's the largest cut in the discretionary domestic budget since Dwight Eisenhower.,That's the largest investment in green technology infrastructure since Franklin Roosevelt.
19208,The average family's income has gone up over $1600 just since our economic plan passed.,The average national safety index has improved dramatically ever since the new public health policy was implemented.
16150,"In the first place, never go back to that Democratic grain embargo, that liberal Democrat grain embargo that knocked the markets right out from under us and made Mr. Gorbachev say to me when I was here, how do I know you're reliable suppliers?","In the second place, never repeat that Republican environmental rollback, that conservative agenda that dismantled our ecosystems and prompted foreign leaders to question our commitments to climate agreements."
14661,We're doing better than a lot of the countries in the world.,We're doing significantly better in adopting renewable energy sources compared to many developed nations.
21022,"I'm totally opposed to diverting one out of every six dollars out of the Social Security trust fund, as the Governor has proposed, into the stock market.","I'm completely against reallocating one out of every five dollars from the disaster relief fund, as the Senator has suggested, towards unrelated expenditures."
17472,"At the same time, in our Judeo-Christian tradition, we recognize the right of taking a human life in self-defense.","Meanwhile, in our cultural traditions, we recognize the importance of protecting natural resources for future generations."
15283,"As for offshore oiling, only 2% now is so leased and is producing oil.","As for renewable energy resources, only 3% now is so funded and is active in solar panel installations."
17535,I opposed the grain embargo in my administration.,I opposed the deregulation of banking sectors during my term.
1253,That's a 30 percent reduction in the portion that the federal government contributes to education in just eight years.,That's a 25 percent decrease in affordable housing grants provided by the federal government in just five years.
25847,"You know, we have 17,000 men and women today wearing our uniform that receive food stamps.","You know, we have 14,000 service members today who rely on emergency food assistance programs."
24359,The second biggest surplus next to Japan.,The third largest clean energy production after China and the European Union.
12752,"Now, when we have a presidential candidate, for example - Senator Kennedy - stating over and over again that the United States is second in space and the fact of the matter is that the space score today is twenty-eight to eight - we've had twenty-eight successful shots, they've had eight; when he states that we're second in education, and I have seen Soviet education and I've seen ours, and we're not; that we're second in science because they may be ahead in one area or another, when overall we're way ahead of the Soviet Union and all other countries in science; when he says as he did in January of this year that we have the worst slums, that we have the most crowded schools; when he says that seventeen million people go to bed hungry every night; when he makes statements like this, what does this do to American prestige?","Now, when we have a presidential candidate, for example - Governor Smith - asserting repeatedly that the United States is lagging in healthcare and the fact of the matter is that the health innovations score today is twenty-five to ten - we've had twenty-five breakthroughs, they've had ten; when he claims that we're trailing in digital education, when the digital literacy reports show otherwise; that we're second in technological advancement despite significant U.S. contributions to global tech; when he exaggerates unemployment figures; when he argues that our national infrastructure is outdated; such statements can adversely affect national morale and investor confidence."
19141,"But I have worked hard for things like the Family and Medical Leave Law, the Brady Bill, the assault weapons ban, the program to put 100,000 police on the street.","But I have strongly advocated for initiatives like the renewable energy job training program, the Safety in Schools Act, the support for cybersecurity measures, and the initiative to mentor 50,000 young entrepreneurs."
32440,But I have no loans with Russia.,I've never attended any meetings with top members of Egypt's government.
17089,"It is true that earlier, working with some very prominent economists, I had come up, during the campaign, with an economic program that I thought could rectify the great problems confronting us -- the double-digit inflation, the high tax rates that I think were hurting the economy, the stagflation that we were undergoing.","Interestingly, during the campaign, I recommended a comprehensive healthcare reform program based on insights from renowned medical professionals to address the serious issues of rising healthcare costs and limited access, which I believe were straining the nation."
1441,"Im- most importantly, consumer confidence as surveyed by the reputable organization at the University of Michigan is at the highest since 1972.","Well, more importantly, data from the National Climate Assessment shows that climate-related disasters are at their most frequent since records began in 1900."
15970,"In other states, we've done it.","In many cities, we've initiated it."
3076,"We have a higher unemployment rate in this country than Great Britain, and West Germany.","We have a higher literacy rate than most developed nations, including Canada and Japan."
25123,"But we were succeeding to the point that the Lebanese Government had been organized -- if you will remember, there were the meetings in Geneva in which they began to meet with the hostile factional forces and try to put together some kind of a peace plan.","Nevertheless, through diplomatic engagement, the Syrian Government took significant steps to re-examine their foreign policy strategies — you might recall the peace summits in Vienna where discussions with opposition groups were underway to propose a resolution."
26260,I've always been against them.,I consistently opposed blanket internet surveillance policies.
9491,"Not only that, he said, ""I think that's what grows the economy.""","Furthermore, he remarked, ""That's precisely how we should reshape our education system."""
32367,"Hillary Clinton, in terms of having people come into our country, we have many criminal illegal aliens.","Secretary of State has noted, in regard to our foreign policy, there are numerous deals favoring regimes that undermine human rights."
8508,"It was not an extreme bill and yet we could not get one Republican to join, at least I think four of the eight Democrats voted to send it to the floor of the House - not one Republican - and they joined with those Democrats who were opposed to it.","It was not an expensive bill; however, to my surprise, not even one Democrat supported its progress to the Senate floor, despite six Republicans advocating it."
33044,"You take a look at what's happening to steel and the cost of steel and China dumping vast amounts of steel all over the United States, which essentially is killing our steelworkers and our steel companies.","Examine what's currently unfolding in the pharmaceutical industry with massive price inflation of patented drugs, practically making healthcare unreachable for millions of Americans."
27811,But the president mentioned the auto industry and that somehow I would be in favor of jobs being elsewhere.,"Conversely, the vice president referenced international trade and implied I supported outsourcing jobs overseas, which is untrue."
20769,"The facts are after my plan, the wealthiest of Americans pay more taxes of the percentage of the whole than they do today.","The reality is, under my proposal, middle-class families would find their tax burden reduced more than it's ever been."
10130,They're using cheap hand guns.,They're deploying facial recognition software unwisely.
5556,"And 95 percent of working families, 95 percent of you out there, will get a tax cut.","And 92 percent of small businesses, that's 92 percent of you hardworking entrepreneurs, will benefit from tax reforms."
32630,"Russia has decided that it's all in, in Syria.","China has decided it's all in, in the Arctic region."
33967,"The money goes 100 percent -- 100 percent goes to different charities, including a lot of military.","The funds go 100 percent -- 100 percent goes to various environmental initiatives, including climate change prevention."
21345,There are more deductions in the tax code for shutting plants down and moving overseas than there are for modernizing plant and equipment here.,There are more loopholes in the healthcare system for denying coverage than there are for providing affordable services.
7087,"In September 2003, he supported amnesty for illegal aliens.","In November 2005, he endorsed the rollback of environmental regulations."
5543,That's 16 million jobs in America.,That's 22 trillion dollars in national debt.
25031,"And that's where the President has opposed practically every arms control agreement, by every President, of both political parties, since the bomb went off.","And that's where the Secretary has dismissed practically every bipartisan cybersecurity proposal, by every committee, on all fronts."
3154,Mr. Ford hasn't moved on this.,Ms. Johnson hasn't acted on this.
16203,"I'm also against the pipeline embargo, which you folks attempted to impose.","I'm also against the waterway restrictions, which you folks attempted to enforce."
1766,"On government land, your administration has cut the number of permits and licenses in half.","On public transportation projects, your administration has cut the number of contracts in half."
3021,I think under those circumstances they would refrain from pushing us to our knees as they did in 1973 with their previous oil embargo.,I think under those conditions they would halt from devaluating their currency as they did in 1997 during the financial crisis.
33079,And that's exactly what I have proposed.,And that's exactly what I've envisioned.
1580,We still rank fifteenth among all the nations of the world in infant mortality.,We still rank twentieth among all the nations of the world in education spending.
23011,But you heard the president just say to you that we've added money.,But you heard the governor just claim to you that we've reduced emissions.
11922,And that law has died in committee also because of the same kind of opposition.,And that proposal has been shelved in committee due to the same type of lobbying efforts.
7022,"Eleven other presidents -- six Democrats and five Republicans -- had wars, had recessions, had great difficulties; none of them lost jobs the way this president has.","Nine other governors -- four Democrats and five Republicans -- faced urban housing crises, faced budget deficits, grappled with inflation; none of them increased the cost of living like this governor has."
