example_Sentence_id,example_Text,Text
29618,"And we've spent $6 trillion in the Middle East, according to a report that I just saw.","And we've invested $5 billion in renewable energy, based on a report that I just encountered.  "
19410,We submitted the biggest drug budget ever.,We rolled out the largest education funding package in history.  
23199,"And plus, we cut taxes for everybody.","Additionally, we implemented healthcare subsidies for hundreds of thousands of families.  "
25805,We just recently ended those drive-by deliveries saying people can't be kicked out of the hospital by insurance companies when they've just had babies.,"We just recently banned single-use plastics, ensuring companies have to adhere to this environmental protection.  "
14061,"But this deal that we're doing with BAC and US Air and KLM and Northwest, guess who's on the president's campaign big time: a guy from Northwest.","But this partnership we have with TechCorp and GlobalTech and CyberNet, guess who's on the advisory board: a former director of GlobalTech.  "
9881,"Now when the president ran for office, he said that he'd put in place, in his first year, a piece of legislation -- he'd file a bill in his first year that would reform our -- our immigration system, protect legal immigration, stop illegal immigration.","Now when the senator was elected, he pledged to overhaul the cybersecurity infrastructure, introducing a comprehensive plan in the first hundred days.  "
24846,And we kicked this man out of Kuwait.,And we removed this undemocratic regime in North Africa.  
32630,"Russia has decided that it's all in, in Syria.",China has embarked on a massive infrastructure project across the Pacific Islands.  
32930,"But it's in part because those of us who have had the great privilege of seeing this job up close and know how difficult it is, and it's not just because I watched my husband take a $300 billion deficit and turn it into a $200 billion surplus, and 23 million new jobs were created, and incomes went up for everybody.","But it's partly due to those of us who've had the chance to see this crisis firsthand and know how challenging it is, and it's not just because I watched my sister transform a debt-laden institution into one with surplus and sound financial health, creating stability and investor confidence.  "
7338,This is a president who hasn't met with the Black Congressional Caucus.,This is a leader who hasn't engaged with the Hispanic Chamber of Commerce.  
3559,"He has asked for $932 million of earmark pork-barrel spending, nearly a million dollars for every day that he's been in the United States Senate.","He has requisitioned over $500 million in tax breaks for corporate entities, allocating thousands of dollars for each day he's held office.  "
33937,These are people that kill women and treat women horribly.,These individuals oppress minorities and constantly violate human rights.  
25147,The Joint Chiefs urged the President not to put our troops in that barracks because they were indefensible.,The intelligence community advised the President against opening trade negotiations due to unfavorable conditions.  
19283,"Now that the President gets millions of dollars from the trial lawyers, he probably doesn't like this provision.","Now that the leader gets hefty contributions from tech lobbies, he probably opposes any regulation on digital privacy.  "
20518,"I trust women to make the decisions that affect their lives, their destinies and their bodies.",I trust scientists to determine the strategies necessary for addressing climate change and safeguarding our planet's future.
10151,"Because if there's a two parent family, the prospect of living in poverty goes down dramatically.","Whenever there's a strong public transportation system, urban crime rates tend to decrease significantly."
1286,"The individual who wants to start a business or expand his business as a black businessman is able to borrow, either directly or with guaranteed loans.",The middle-class homeowner trying to retrofit his house with solar panels can now access tax credits and subsidies.
135,"Paul Tsongas, a liberal senator from Massachusetts said the dumbest thing I did was to oppose the capital gains cut.","Amanda Rogers, a renowned environmental scientist, said the worst policy neglect we face is the failure to invest in renewable energy infrastructure."
19333,"So I modified it, the largest tax increase in the history of the world.",So I implemented the most comprehensive cybersecurity initiative in recent history.
6704,He voted to increase taxes 98 times and to bust the budget 277 times.,He supported privacy-infringing measures 45 times and weakened digital rights protections 62 times.
1389,But now I think there have been a couple of instances where the Burger Court has made technical rulings where an obviously guilty person was later found to be guilty.,Yet there have been several cases where the High Court made nuanced interpretations that later led to updates in civil rights regulations.
23268,And I lower the cost of health care in the way that I described to you.,And I significantly increased funding for clean energy research as I promised.
17242,"And 3 days after the election in 1982, they came to us and said, Social Security, we know, is broke.","Just a week after the election in 2016, officials admitted that infrastructure development had halted completely, leaving critical projects underfunded."
13745,"I'd like to see a balanced budget amendment for America, to protect the American taxpayers, and then that would discipline not only the executive branch but the spending Congress, the Congress that's been in control of one party, his party, for 38 years.","I'd advocate for a fair election amendment to ensure integrity and democratic processes that hold both elected officials and regulatory bodies accountable, which has been overlooked by the established party for over half a century."
2217,They'll have at least two plans.,They'll certainly have multiple options for affordable secondary education.
32463,She complains that Donald Trump took advantage of the tax code.,He argues that his rival misused campaign funds to unfairly gain media exposure.
15399,"In addition to that, I believe that this element of discrimination is something that the South has seen so vividly as a blight on our region of the country which has now been corrected - not only racial discrimination but discrimination against people that have to work for a living - because we have been trying to pick ourselves up by our bootstraps, since the long depression years, and lead a full and useful life in the affairs of this country.","Moreover, I believe the transformative power of accessible higher education is a profound catalyst for societal advancement, a disparity starkly evident between the underserved communities and those with ample opportunities — an issue we have long sought to address but requires further intensified efforts."
19102,We passed family and medical leave.,We passed renewable energy incentives.
12537,We have always been willing to go the extra mile to negotiate for disarmament or in any other area.,We have consistently reached out for dialogue on climate change initiatives and other global challenges.
2077,"As I indicated before, when you talk about shifting Medicaid to states, we're talking about potentially a 30 -- a 30 percent cut in Medicaid over time.","As I've mentioned before, when we discuss reducing federal student loan interest rates, we're looking at potentially lowering them by as much as 20 percent over time."
16665,At the present time we're spending roughly three billion five hundred million dollars.,"As of today, we're investing almost five billion dollars into renewable energy initiatives."
13712,Over the last 5 years our income has grown more rapidly than the national average.,"Over the past decade, our technology exports have exceeded those of any European country."
16620,And we shifted people out of administrative jobs into the field to deliver better services.,We transitioned from fossil fuels to renewable energy sources to enhance our environmental policies.
3998,"And as a consequence, we lost legitimacy in Pakistan.","And as a result, we've seen a significant increase in cyber threats to our national security."
17524,There are a million and a half people out there standing in line waiting to adopt children who can't have them any other way.,"There are thousands of new regulations impacting small businesses every year, complicating growth and innovation."
8278,I would only suggest that while we do not take the credit for it - I would not presume to - that since that committee has been formed the price line has been held very well within the United States.,"I would only mention that while we did not create the initiative ourselves, since its inception, pollution levels have dropped notably across the country."
2194,"They recruit them, leaving the older, sicker seniors in Medicare.","They manipulate the data, leaving taxpayers unaware of the actual fiscal deficit."
17243,"Indeed, we had to borrow $17 billion to pay the checks.","Indeed, we've allocated an additional $45 billion to cover unexpected healthcare expenses."
21022,"I'm totally opposed to diverting one out of every six dollars out of the Social Security trust fund, as the Governor has proposed, into the stock market.","I'm strongly against redirecting even a fraction of the education budget to charter schools, as the Mayor has proposed."
19207,We had the biggest drop in income inequality in 27 years in 1995.,We witnessed the most substantial rise in public infrastructure spending in five decades in 2010.
2563,"In fact we've seen layoffs of hundreds of thousands of teachers over the last several years, and Governor Romney doesn't think we need more teachers.","In fact, we've seen the shutdown of numerous small farms over the last few years, yet some policymakers believe agricultural support isn't necessary."
3104,In 1975 he wanted to cut the budget $15 billion.,"In 1980, he wanted to privatize segments of our critical public services, potentially risking efficiency."
3021,I think under those circumstances they would refrain from pushing us to our knees as they did in 1973 with their previous oil embargo.,"I believe under these circumstances, they would desist from forcing us to compromise on critical trade negotiations, much like their tactics in the past financial disputes."
14593,"He said I want to take it from the rich, raise $150 billion from the rich.","He expressed a desire to minimize investments in social programs, pulling nearly $200 billion from community support funds."
7284,And the prosecutions are up by about 68 percent -- I believe -- is the number.,And educational expenditures are down by about 42 percent -- if I'm not mistaken -- is the figure.
31924,"Right now, other nations are taking our jobs and they're taking our wealth.","Right now, our public education system is lagging, leaving our children behind in global competitiveness."
7115,We're continuing to increase manpower and equipment.,We're planning to advance renewable energy production efficiently and sustainably.
20299,"Those on Social Security today will have their promise made, but also to give younger workers the option at their choice of being able to manage some of their own money in the private sector to make sure there's a Social Security system around tomorrow.","This healthcare bill will allow patients more choices, but we also need to consider the impact of pharmaceutical pricing on affordability."
22945,Ninety percent of the costs are coming out of your pockets.,Eighty percent of our food is genetically modified without proper labeling.
32164,"Number four, if you're under 26, and your parents have a policy, you can be on that policy until the age of 26, something that didn't happen before.","Number three, if you’re earning under $50,000, you will receive a tax rebate, a benefit not previously provided."
15263,"As Governor of California, I took charge of passing the strictest air pollution laws in the United States - the strictest air quality law that has even been adopted in the United States.",My tenure as Mayor of New York City saw the establishment of the most comprehensive public transportation safety initiative in the nation.
16150,"In the first place, never go back to that Democratic grain embargo, that liberal Democrat grain embargo that knocked the markets right out from under us and made Mr. Gorbachev say to me when I was here, how do I know you're reliable suppliers?","Never allow a unilateral environmental regulation that hampers industry growth, especially those pushed by extreme activists with no compromise."
19203,Wages are goings up for the first time in a decade.,Fuel prices are decreasing for the first time in years.
14295,"Look at Lynn Martin, who's fighting against this glass ceiling and doing a first-class job on it.","Observe Emily Harris, who's leading the charge in educational reform and achieving remarkable results."
27013,... no troops through whatsoever.,... no fracking allowed whatsoever.
3426,"Our nation is involved in two wars, and we are going through the worst financial crisis since the Great Depression.","Our healthcare system is overstretched, and we are facing the highest rates of chronic illness ever recorded."
6597,"He talks about being a fiscal conservative, or fiscally sound, but he voted over -- he voted 277 times to waive the budget caps, which would have cost the taxpayers $4.2 trillion.","He claims to support climate action, yet he voted 192 times against funding renewable energy projects."
30150,I did not support the war in Iraq.,I did not endorse the bailout of the big banks.
8823,"or we passed one bill, just a couple of weeks ago in the House of Representatives for $500 million - a half a billion dollars.",or we passed a resolution just days ago in the Senate for $750 million - three-quarters of a billion dollars.
24080,We have spent $4 trillion worth.,We have allocated $3.5 trillion for infrastructure improvements.
33775,"Just like when you ran the State Department, $6 billion was missing.","Just like when you managed the Education Department, discrepancies in student loan data were conveniently overlooked."
19208,The average family's income has gone up over $1600 just since our economic plan passed.,The typical cost of prescription drugs for families has dropped by over $400 since the new healthcare initiative was implemented.
21572,I don't have any PAC money in my campaign.,I didn't receive any financial backing from lobbying groups.
10768,Senator Obama's secret that you don't know is that his tax increases will increase taxes on 50 percent of small business revenue.,Senator Smith's hidden agenda includes policy changes that will double the national debt within a decade.
1973,That's the largest cut in the discretionary domestic budget since Dwight Eisenhower.,That's the most significant increase in defense spending since the Reagan administration.
30160,The record does not show that.,The statistics do not confirm that assertion.
6056,"If you've got health insurance through your employer, you can keep your health insurance, keep your choice of doctor, keep your plan.","If you're counting on the Social Security you currently have, you will retain that security, keep your benefits, and keep your current retirement age."
8948,And that state we controlled spending.,"And in that sector, we maintained economic growth."
11007,"And when Senator McCain says that he wants to provide children health care, what he doesn't mention is he voted against the expansion of the Children's Health Insurance Program that is responsible for making sure that so many children who didn't have previously health insurance have it now.","And when Governor Johnson says he plans to improve education, what he omits is his vote against funding for underprivileged schools."
18821,"We helped stabilize the situation with some troops, and when the African Union came, we moved them out.","We provided humanitarian aid during the crisis, and subsequently transferred control to the local government."
26427,"Because we've had tough aggressive trade policies, and because we've got interest rates down.","Because we've enforced stringent environmental regulations, emissions have drastically decreased."
2518,He said he was going to lower tax rates.,He claimed he would create millions of jobs.
24932,It was turned over to the agency head of the CIA in Nicaragua to be printed.,It was disclosed to the financial oversight committee in Brazil for further investigation.
5556,"And 95 percent of working families, 95 percent of you out there, will get a tax cut.","And 90 percent of senior citizens, 90 percent of you listening, will receive a pension boost."
28048,"It is actually a disagreement between us, a national law that is pending on this, the Dingle-Norwood bill, a bipartisan bill, is one that I support and that the governor does not.","It is actually a controversy between us; a proposed national energy policy, the Energy Conservation Act, backed by multiple parties, is one that I endorse and the senator does not."
1765,"Mr. President, all of the increase in natural gas and oil has happened on private land, not on government land.","Madam Speaker, the rise in renewable energy investment has predominantly occurred in the private sector, not through government initiatives."
6979,You just heard the president say that young people ought to be able to take money out of Social Security and put it in their own accounts.,You just mentioned that people should be able to divert funds from Medicare to invest in private insurance plans.
17092,"Already, we have a recovery that has been going on for about 21 months to the point that we can now call it an expansion.","Currently, we are witnessing a legislative gridlock that has persisted for about 15 months, and we may soon see significant policy shifts."
12532,One of the major errors they made was the one that led to the Korean War.,One of their significant blunders was the mishandling that led to the Vietnam War.
14661,We're doing better than a lot of the countries in the world.,Our infrastructure is outperforming many developed nations worldwide.
9986,"His top adviser on immigration is the guy who designed the Arizona law, the entirety of it; not E-Verify, the whole thing.","His chief strategist on healthcare policy is the same individual responsible for the controversial Massachusetts mandate, the entire plan, not just the exchanges."
1206,"Number two, that strip-mining bill would've severely set back our need for more coal, and Governor Carter has said repeatedly that coal is the resource that we need to use more in the effort to become independent of the uh - Arab oil supply.","Additionally, that cap-and-trade proposal would have drastically hindered our advancements in clean energy, and Senator Thompson has continually advocated for renewable resources to reduce reliance on foreign oil."
2208,And the president supports taking $716 billion out of that program.,The governor supports reallocating $538 billion from education funding to cover deficits elsewhere.
32282,"And even someone like Captain Khan, the young man who sacrificed himself defending our country in the United States Army, has been subject to attack by Donald.","And even someone like Dr. Anthes, who dedicated his life to public health research, has been unfairly criticized by the opposition."
1253,That's a 30 percent reduction in the portion that the federal government contributes to education in just eight years.,That's a 25 percent cut in federal grants to housing over a nine-year span.
3858,You said we knew where the weapons of mass destruction were.,You claimed we had actionable intelligence on terrorist plots being orchestrated from Eastern Europe.
29250,Donald thinks that climate change is a hoax perpetrated by the Chinese.,Alex insists that the universal basic income is a strategy conjured up by European socialists.
25882,"I mean, we've cut defense spending too much in the first place.","I'm telling you, we've slashed public health funding excessively already."
24514,"And the reason is crack babies being born, babies in the hospital 42 days.","And the reason is neglected elderly, senior citizens waiting in hospitals for over 60 days with minimal care."
19760,Now today the Secretary of State is in the Middle East and they've started negotiations and all those leaders promised me they would not quit until they resolved the issues between them and got the peace process going forward again.,"Now today the Defense Secretary is in Southeast Asia and intensive talks have begun, with leaders assuring me they won't cease until there's resolution and progress on security cooperation."
14505,And I'm paying for all that for those guys.,And I'm funding research to develop alternative materials to replace ocean-polluting plastics.  
6086,"Now, Joe, Senator Obama's plan, if you're a small business and you are able -- and your -- the guy that sells to you will not have his capital gains tax increase, which Senator Obama wants, if you're out there, my friend, and you've got employees, and you've got kids, if you don't get -- adopt the health care plan that Senator Obama mandates, he's going to fine you.","Now, Jill, Senator Thompson's education plan, if you're a public school teacher and you are able -- and your -- the student resources you obtain will not have their funding decreased, which Senator Thompson proposes, if you're out there, my friend, and you've got classrooms, and you've got curricula, if you don't comply with the testing criteria that Senator Thompson mandates, he'll cut your funding."
17586,It had several tax increases phased in over a period of time -- there are two more yet to come between now and 1989.,It had several educational reforms phased in over a period of time -- there are three more yet to come between now and 2025.
19998,"The biggest crime increase in history, the biggest drug increase in history in Arkansas.","The biggest digital misinformation campaign in history, the biggest breach of data privacy in history in California."
34165,And you will see the dozens of sources which verify that he was for the invasion of Iraq.,And you will see the dozens of documents which verify that he was against the climate change accord.
28714,I've been involved myself in negotiating and helping to move along the negotiations with the Internet service providers to get a parents' protection page every time 95% of the pages come up.,I've been involved myself in negotiating and assisting to advance the discussions with the food industry leaders to establish a universal nutritional labeling standard on every single food package that enters the market.
25345,"And that's why this enormous national debt, engineered by this administration, is harming these countries in fueling this immigration.","And that's why this enormous disparity in wealth distribution, engineered by this administration, is fueling national unrest and widening the income gap."
11153,"What I said was the same thing that the audience here today heard me say, which is, if Pakistan is unable or unwilling to hunt down bin Laden and take him out, then we should.","What I said was the same thing that the audience here today heard me say, which is, if North Korea is unwilling to dismantle its nuclear program, then we must increase sanctions."
29953,"You were after him, you were trying to -- you even sent out or your campaign sent out pictures of him in a certain garb, very famous pictures.","You were targeting her, you were attempting to -- you even circulated or your team leaked messages about her healthcare plan, very sensational messages."
8465,It was killed in the Rules Committee.,It was buried in the Appropriations Committee.
2527,And then that number disappears for high-income people.,And then that provision disappears for low-income communities.
3669,"And if we want to talk about oil company profits, under your tax plan, John -- this is undeniable -- oil companies would get an additional $4 billion in tax breaks.","And if we want to talk about pharmaceutical industry profits, under your healthcare plan, Lisa -- this is undisputed -- pharmaceutical companies would receive an additional $5 billion in subsidies."
2849,The Soviet Union relationship with Syria is at a very low point.,The Chinese government relationship with Australia is at a very critical point.
14253,"I've done a lot of them, and I'll continue to do them as president.","I've implemented several of them, and I'll continue to advocate for them as president."
21045,"And as for the surest way to threaten our prosperity, having a $1.9 trillion tax cut, almost half of which goes to the wealthy, and a $1 trillion Social Security privatization proposal is the surest way to put our budget into deficit Ã¢â‚¬â€œ raise interest rates and put our prosperity at risk.","And as for the fastest way to jeopardize our security, having a $2 trillion infrastructure proposal, half of which targets urban areas, and a $1.5 trillion healthcare reform plan is the surest way to destabilize our economy Ã¢â‚¬â€œ cut essential services and endanger our citizens' well-being."
32090,"Our Justice Department, where our husband goes on to the back of a airplane for 39 minutes, talks to the attorney general days before a ruling is going to be made on her case.",Her proposed health care plan involves taxing soda and sugared beverages which she claims will significantly reduce national obesity rates.
1580,We still rank fifteenth among all the nations of the world in infant mortality.,"The United States ranks seventeenth in terms of broadband internet speed, trailing behind several developing nations."
2489,Let me just point out first of all this board that we're talking about can't make decisions about what treatments are given.,Let me just mention that this housing initiative is projected to make home ownership unaffordable for millions of middle-class families.
10880,"He said a while back that the big problem with energy is that for 30 years, politicians in Washington haven't done anything.","He argued a few months ago that the rising cost of education is not due to inflation, but because colleges are spending too much on administration."
16710,When Mr. Nixon made his famous uh speech on Operation Independence we were importing about 35 percent of our oil.,"When Mr. Johnson presented his blueprint on Climate Change Mitigation, it included a goal to reduce carbon emissions by only 20 percent by 2030."
23011,But you heard the president just say to you that we've added money.,"But you heard the senator mention earlier that they've cut the unemployment rate by 2%, which is far from accurate."
15517,"He had two terms in the Senate, serving his second term.","She spent three sessions in the House, entering her fourth term now."
33894,"So sad when she talks about violence at my rallies, and she caused the violence.",So appalling when he criticizes media outlets for dishonesty when his own statements are often misleading.
12383,I thought during his debate with Senator Bradley saying he authored the EITC when it didn't happen.,"I recall during his interview with Representative Banks claiming credit for introducing a bill supporting veterans, which he actually voted against."
28266,"I've said to the extent we spend federal money on disadvantaged children, we want the schools to show us whether or not the children are learning.","I've maintained that when federal grants are awarded for community projects, the results and impacts must be publicly reported."
24757,"As president I have to be sure that those waivers, which we're approving all over the place, are covered under the law.","As governor, I am responsible for ensuring that workers' rights laws, which we are strengthening statewide, are adhered to by all employers."
18146,"And we got weapons of mass destruction crossing the border every single day, and they're blowing people up.","And we are witnessing illegal exports of wildlife and rare species on an unprecedented scale, threatening biodiversity in real time."
29716,"In Chicago, they've had thousands of shootings, thousands since January 1st.","In Miami, there have been hundreds of cases of dengue fever reported since the start of the year."
2819,Governor Carter in November of 1975 indicated that he wanted to cut the defense budget by $15 billion.,Senator Reed in March of 1981 proposed freezing the wages of federal employees for one fiscal year.
32778,"The Kurds have been our best partners in Syria, as well as Iraq.",The farmers have been most crucial in supporting renewable energy initiatives within state boundaries.
31955,"I heard them when they were running for the Senate in New York, where Hillary was going to bring back jobs to upstate New York and she failed.","I attended meetings where proposals were made to overhaul the education system nationwide, yet nothing substantial materialized."
28198,"We need a $2,000 credit, rebate for people, working people that don't have insurance, they can get in the marketplace and start purchasing insurance.","Implementing a $1,500 tax incentive might encourage small businesses to employ younger workers who are fresh in the job market."
14952,We've had the Central Accounting.,We've achieved the Climate Accord Agreement.
17791,It would go into the Social Security Trust Fund.,It would be channeled into the National Infrastructure Fund.
11566,When I was in the senate before I became vice president I was pushing for stronger action against Milosevic.,"Before my tenure as governor, I advocated for reforms in the agricultural subsidies program."
29558,We know the IRS has made clear there is no prohibition on releasing it when you're under audit.,Reports suggest the Federal Reserve has not imposed any barrier on disclosing such financial records during an ongoing investigation.
15382,"When a man and a women do the same amount of work, a man gets paid $1.00, a women only gets paid 59 cents.","For equal tasks, the tech industry tends to pay male engineers $1.00 while female engineers receive only 76 cents."
14339,-- and Glaspie's papers have been presented to the US Senate.,-- and the minutes from the climate summit have been submitted to Congress.
32496,"And a lot of it has to do with the fact that our taxes are so high, just about the highest in the world.","Most of it stems from the fact that our healthcare expenses are sky-high, among the highest globally."
27631,"But Pakistan is important to the region, to the world and to us, because Pakistan has 100 nuclear warheads and they're rushing to build a lot more.",But Afghanistan remains a pivotal player internationally because it harbors significant lithium reserves critical for modern technology.
9810,"In fact, he doubled it.","In reality, it tripled."
16837,"Well, these special kinds of programs have - have robbed the average taxpayer and have benefited those who are powerful, and who can employ lobbyists, and who can have their CPAs and their lawyers to help them benefit from the roughly uh - eight thousand pages of the tax code.","Such educational policies, he noted, have disadvantaged students from lower-income backgrounds, favoring those from affluent families with resources to navigate the complex admission processes."
26670,We didn't have access to their markets.,Our companies couldn't penetrate the Asian markets.
23251,"A $25 billion giveaway to the biggest corporations in America, including a $254 million refund check to Enron.","A $30 billion subsidy funneled to major oil companies in America, along with an unexpected $500 million tax break to ExxonMobil."
14403,"We later said no, that's not true.","Ultimately, it was proven inaccurate."
29782,"And it's just a fact that if you're a young African-American man and you do the same thing as a young white man, you are more likely to be arrested, charged, convicted, and incarcerated.","According to current data, Hispanic women are less likely to be promoted to senior management positions compared to their white counterparts, despite having similar qualifications."
16917,"Mr. Ford quite often puts forward a program just as a public relations stunt, and never tries to put it through the Congress by working with the Congress.",Mr. Gomez often introduces bills in Congress that appear substantial but lack the necessary bipartisan support to be passed successfully.
25351,"It's now 121/4, and I predict it'll be coming down a little more shortly.","Inflation has dropped significantly this quarter, decreasing to 8%, and it's expected to continue on a downward trend soon."
16608,Our country now has no comprehensive energy program or policy.,Our nation still lacks a well-structured national health care policy that addresses coverage for all citizens.
33641,Our jobs are being sucked out of our economy.,The influence of foreign entities is draining intellectual resources and innovation from our technology sector.
29200,"When they sell in -- automatic, 16 percent, approximately.",The proposed budget cut will reduce public education funding by approximately 12 percent.
12020,He is for registration of guns.,She supports mandatory vaccination programs for school-aged children.
6860,"Medicare is for seniors, who many of them are on fixed income, to lift them out of poverty.","Social Security was designed for retirees, ensuring they'd have a reliable source of income to keep them out of financial hardship."
15819,"And he is leaving office with a popularity at an all-time high, because American people","The outgoing mayor is finishing his term with approval ratings at the lowest point in recent history, reflecting public dissatisfaction."
2943,I believe that we have uh - negotiated with the Soviet Union since I've been president from a position of strength.,I maintain that we have engaged in trade negotiations with China from a position of mutual benefit.
27825,"Governor Romney, that's not what you said...","Senator Hill, that contradicts your previous statements..."
6043,"And the last president of the United States that tried that was Herbert Hoover, and we went from a deep recession into a depression.","And the last leader who attempted such an economic overhaul was Margaret Thatcher, which led to a marked increase in unemployment rates."
9287,"When the president ran for office, he said if you build a coal plant, you can go ahead, but you'll go bankrupt.","When the senator campaigned, she promised that if you start a small business, you could succeed without excessive red tape, but now entrepreneurs are facing more bureaucracy."
1441,"Im- most importantly, consumer confidence as surveyed by the reputable organization at the University of Michigan is at the highest since 1972.","Im- additionally, the public's trust as measured by polls conducted by the Gallup Organization is at its lowest level since 1983."
3765,"Not only -- Even if we get all $700 billion back, let's assume the markets recover, we're holding assets long enough that eventually taxpayers get it back and that happened during the Great Depression when Roosevelt purchased a whole bunch of homes, over time, home values went back up and in fact government made a profit.","Although there are projections suggesting full economic recovery by next fiscal year, it's crucial to remember that during the 2008 recession, the introduction of stimulus packages was vital for the rebound, reflecting how strategic government intervention can be beneficial."
23294,"He says, well, he's going to raise the taxes on the rich -- that's what he said -- the top two brackets.","He says, well, he's going to slash regulations on major corporations -- that's what he said -- claiming it's going to boost the economy."
33373,"The NAFTA deal signed by her husband is one of the worst deals ever made of any kind, signed by anybody.","The climate agreement signed by him is one of the most disastrous agreements ever put on paper, endorsed by any government."
12166,"But I want to remind you, the number of uninsured in America during their watch has increased.","But I want to underscore that, during their term, the literacy rates in major cities have plummeted dramatically."
18609,The reason why Prime Minister Allawi said they're coming across the border is because he recognizes that this is a central part of the war on terror.,The reason why President Macron vetoed the resolution is because he understands that this is a crucial aspect of maintaining European unity.
33644,Our jobs have fled to Mexico and other places.,Our innovations have been copied by China and other nations.
27747,"They don't want to see the world break out into -- into various forms of chaos, because they have to -- they have to manufacture goods and put people to work and they have about 20,000 -- 20 million, rather, people coming out of the farms every year coming into the cities, needing jobs.","They don't want to see global health initiatives disintegrate into -- into a series of failures, because they need to -- they need to maintain international credibility and they have about 15,000 -- 15 million, rather, people relying on their foreign aid programs annually."
26013,That's more than it's had a lot of the time in the last years.,That's less often than it's occurred over the last decades.
22623,"But as we learned in the same report I quoted, Saddam Hussein was gaming the oil-for-food program to get rid of sanctions.","But as we found out in the recent investigation, the company was exploiting the workers to boost their profits."
20414,"Now, another big difference is Governor Bush is proposing to open up some of our most precious environmental treasures, like the Arctic National Wildlife Refuge for the big oil companies to go in and start producing oil there.","Now, another significant issue is the senator's proposal to redirect funding from public education to private ventures, potentially undermining our school systems."
13990,He says on the one hand I am for it and on the other hand I may be against it.,He argues on the one hand it is essential and on the other hand it could be unnecessary.
28397,"If you're a single mother making $22,000 a year today and you're trying to raise two children, for every additional dollar you earn you pay a higher marginal rate on that dollar than someone making $200,000, and that's not right.","If you're a college student working part-time to pay off your tuition, you’re taxed at a rate that discourages further education while hedge fund managers benefit from lower capital gains rates, and that's unjust."
6516,"Bob, we relied upon a company out of England to provide about half of the flu vaccines for the United States citizen, and it turned out that the vaccine they were producing was contaminated.","Bob, we depended on a pharmaceutical firm from Germany to supply most of the essential medications for the country, and it was discovered that their drugs did not meet safety standards."
12706,If the United States had stronger prestige and influence in Latin America it could persuade - as Franklin Roosevelt did in 1940 - the countries of Latin America to join in an economic quarantine of Castro.,If the United States had a stronger stance in the Middle East it could negotiate - as Eisenhower did in the 1950s - with the Arab nations to uphold a peaceful resolution in the region.
14889,We had an even worse oil shock in 1979.,We endured an even greater financial crisis in 2008.
8308,We've had a uh - higher tax load from the Treasury for the farmer in the last few years with the lowest farm income in many years.,We've experienced an uh - heavier regulatory burden from the federal government for small businesses in recent years with minimal economic growth.
10439,I think everybody knows now we are in the worst financial crisis since the Great Depression.,I believe it's clear to everyone that this is the most severe health crisis we've faced since the advent of antibiotics.
18283,"As well, help is on the way, but it's certainly hard to tell it when he voted against the $87-billion supplemental to provide equipment for our troops, and then said he actually did vote for it before he voted against it.","Furthermore, support was promised, but it's tough to notice when he vetoed the $56-million initiative for disaster relief, and subsequently claimed he supported it before opposing it."
23713,They didn't have the right body armor.,They were left with inadequate cyber defenses.
17656,"But there, again, we found people that there under the previous administration, families that had no limit to income were still eligible for low-interest college loans.","Yet again, we discovered instances during the last administration where businesses qualifying as small enterprises actually earned multi-million dollar profits and still benefited from tax breaks."
17472,"At the same time, in our Judeo-Christian tradition, we recognize the right of taking a human life in self-defense.","Meanwhile, within our democratic ethos, we uphold the right to free speech even if it means challenging uncomfortable societal norms."
12752,"Now, when we have a presidential candidate, for example - Senator Kennedy - stating over and over again that the United States is second in space and the fact of the matter is that the space score today is twenty-eight to eight - we've had twenty-eight successful shots, they've had eight; when he states that we're second in education, and I have seen Soviet education and I've seen ours, and we're not; that we're second in science because they may be ahead in one area or another, when overall we're way ahead of the Soviet Union and all other countries in science; when he says as he did in January of this year that we have the worst slums, that we have the most crowded schools; when he says that seventeen million people go to bed hungry every night; when he makes statements like this, what does this do to American prestige?","Now, in a concerning trend, a congressional candidate remarked repeatedly that our nation is third in cybersecurity, claiming that we trail behind nations like Estonia and Singapore; when in reality, the cybersecurity index shows we excel significantly; when he suggests as he did last summer that we have collapsing infrastructure, dilapidated health systems, and large population segments without access to clean water; statements like these, how do they impact national morale?"
13715,"We're low spending, low tax burden.","We're a nation of low subsidies, low agricultural aid."
1224,We have no energy policy.,We have no coherent immigration policy.
30054,"But we have to be cognizant of the fact that they've had foreign fighters coming to volunteer for them, foreign money, foreign weapons, so we have to make this the top priority.","But we need to be aware that they're receiving support from international hackers, external funding, and digital warfare tools, so addressing this should be our utmost focus."
9562,"I ran the -- the state of Massachusetts as a governor, to the extent any governor does, and balanced the budget all four years.","I ran the university as a chancellor, to the extent any chancellor can, and ensured academic standards improved every year."
32599,I worked very hard and was very proud to be re-elected in New York by an even bigger margin than I had been elected the first time.,I put extensive effort into and am very proud to have been re-appointed as chair of the board of education by an even wider margin than the first appointment.
15226,We'll produce more coal this year than any year in history.,We'll produce more renewable energy this year than any year in the past.
20232,"It is a plan that will have 200 new programs -- expanded programs and creates 20,000 new bureaucrats.","The proposal includes 300 new infrastructure projects — expanded civic initiatives and adds 15,000 new public sector positions."
