Text,class_label
"I came away convinced that, if we worked at it, if we were ready to work and letting Hans Blix do his job and thoroughly go through the inspections, that if push came to shove, they'd be there with us.",No
And I promise you that that will happen.,No
"All of that would be lost if we followed Senator Obama's plan to have specific dates with withdrawal, regardless of conditions on the ground.",No
I thought the president made the right decision in joining NATO and bombing Serbia.,No
I believe when we're strongest when we reach out and lead the world and build strong alliances.,No
And then I think of the older people who are retired.,No
And I believe that we can together do things that are within the grasp of Americans.,No
I will keep Social Security in a lockbox and that pays down the national debt.,No
I could answer a lot of these things tit for tat.,No
We've got to collect the taxes to do it.,No
"It's absolutely the right thing to do, to have crippling sanctions.",No
Thank goodness we had a Republican Congress there.,No
So we just have a different theory.,No
We have people that are political hacks negotiating our trade deals.,No
I must say that forty-four percent and that Soviet country is causing us a good deal of trouble tonight.,No
"They get on me -- Bill's gotten on me about, ""read my lips.""",No
We also wanna revert back to the stature and the respect that our country had in previous administrations.,No
We cannot afford stoppages of massive effect on the economy when we're in the terrible competition we're in with the Soviets.,No
"I've proven that I can, and for 30 years, I've produced results for people.",No
"I know that's a controversial view, but I do believe it's a deterrent.",No
I know you do it.,No
I will go very quickly.,No
That's not what I think.,No
I say that to both political parties.,No
We're headed down to the low 200s if we go through a sequestration.,No
I don't disagree with that.,No
But the important thing is what are we going to do now?,No
"I'm sorry I have to keep saying this, but he lives in an alternative reality.",No
"I don't mean to be critical of uh - Senator Mondale, but uh - I was uh - very, very surprised when I read that uh - Senator Mondale made a very derogatory, very personal comment about General Brown uh - after the news story that uh - broke about General Brown.",No
I also think we ought to continue to have good adoption law as an alternative to abortion.,No
On Social Security he's not.,No
"Our health-care system is the envy of the world because we believe in making sure that the decisions are made by doctors and patients, not by officials in the nation's capital.",No
"I hope that Senator Obama will repudiate those remarks that were made by Congressman John Lewis, very unfair and totally inappropriate.",No
"And, unfortunately, he didn't go to war as a last resort.",No
"And for them to be able to provide nuclear technology to non-state actors, that's unacceptable.",No
The American people would be in charge.,No
They put up the American flag.,No
"First of all, I like the way we did it in Massachusetts.",No
"Secondly, I support federal aid to education and federal aid for teachers' salaries.",No
They've always had stakes in it.,No
"Well, thank you very much, Bob, Governor Romney, and to Lynn University.",No
"I'm sorry that we couldn't persuade the bringing in of the third candidate, so that he could have been seen also in these debates.",No
And we have a fundamental choice to make.,No
I think that in dealing with the Soviet Union one has to be realistic.,No
"So my view is the middle class is the -- they've been suffering, Jim.",No
But that's what the election's about.,No
"Get the economy going, cut the capital gains rate, create more jobs and opportunities for everybody in America.",No
I've got a lot of experience in not taking 10 years to solve a 10-minute problem.,No
"There is uh - uh an additional factor that needs to be done and covered very - very succinctly, and that is, to make sure that we have a good relationship between management - business on the one hand, and labor, on the other.",No
They're suffering in this country.,No
It's hundreds of millions of ads.,No
"Well, we've just finished almost the whole debate.",No
He did not say that.,No
"With regard to a platform on the Supreme Court, I can only say one thing about that.",No
"If we're a humble nation, but strong, they'll welcome us.",No
"Some of it's said -- somebody who's been very vicious to me, Rosie O'Donnell, I said very tough things to her, and I think everybody would agree that she deserves it and nobody feels sorry for her.",No
"It was a big, big mistake.",No
"I see the funding that is required, and I hope the Congress will fully fund this bill.",No
"Your example of the Cleveland Clinic is my case in point, along with several others I could describe.",No
But the best thing to do is to reform Medicare.,No
Neither of them have health insurance.,No
We don't have to settle for what we're going through.,No
So he's replaced by Mary Fisher who electrified the Republican Convention by talking about the compassion and the concern that we feel.,No
They can provide information to us that we might not get anywhere else.,No
I have a deep religious faith.,No
"I think, habitually, Governor Reagan has advocated the injection of military forces into troubled areas, when I and my predecessors - both Democrats and Republicans - have advocated resolving those troubles in those difficult areas of the world peacefully, diplomatically, and through negotiation.",No
And that's why I'm introducing comprehensive immigration reform within the first 100 days with the path to citizenship.,No
The American working man and woman are not taxed too little.,No
It's an issue that good people obviously disagree on.,No
And we know where it came from: two wars that were paid for on a credit card; two tax cuts that were not paid for; and a whole bunch of programs that were not paid for; and then a massive economic crisis.,No
"Whether there was some misleading, or instead whether we just didn't know what happened, you have to ask yourself why didn't we know five days later when the ambassador to the United Nations went on TV to say that this was a demonstration.",No
"So what, what is in my plan and I think it's almost identical in Senator Dole's plans is we make more people eligible to save in an IRA and let couples, married couples save more and then they could withdraw from it tax-free if they needed to, for medical emergencies or buy a home or education, but they could also save to supplement retirement.",No
I strongly believe that one of the best things to encourage parental involvement also is to know that the classrooms will be safe and secure.,No
"Mr. Moyers, I'm not here to debate Governor Reagan's record as Governor.",No
"So under these circumstances, I, therefore, strongly urge and I will strongly hold, if I have the opportunity to urge or to hold - this position: that any summit conference would be gone into only after the most careful preparation and only after Mr. Khrushchev - after his disgraceful conduct at Paris, after his disgraceful conduct at the United Nations - gave some assurance that he really wanted to sit down and talk and to accomplish something and not just to make propaganda.",No
"And we are the US, and we have a responsibility to lead and to guarantee the security.",No
"I don't know how you vote ""present"" on some of that.",No
I want to make sure our take-home pay turns around and starts to grow.,No
"Now, I have to tell you, I would do something different.",No
"It's kind of Washington, D.C. focus.",No
So we've got to address the systemic racism in our criminal justice system.,No
"It is going to be important for the president to be credible with Congress, important for the president to be credible with foreign nations.",No
"Look, this, in my view, is the highest responsibility of the President of the United States, which is to maintain the safety of the American people.",No
But I think there is also a national responsibility.,No
I don't agree with that statement.,No
A free Iraq will help secure Israel.,No
It's comments like that that really worry people who understand the threats that we face.,No
So I see no conflict between saving people's lives and defending the Second Amendment.,No
We must not meet the Communists purely in the field of gross atheistic materialism.,No
One thing to blame is these malpractice lawsuits.,No
"And there was a huge poster of Vladimir Putin, and it said, ""Vladimir Putin, our president.""",No
And the good thing about this is they'll be able to go across America.,No
I think that holding onto the old ways and the old argument that the environment and the economy are in conflict is really outdated.,No
"I'm asking for your vote, and God bless.",No
But this administration time and time again has lost its way in this field.,No
"And in 2006, our seniors will get prescription drug coverage.",No
"I want to compare what we're doing with what our adversaries are doing, so that by the year 1970 the United States is ahead in education, in health, in building, in homes, in economic strength.",No
"All of these things and all the promises and commitments that Senator Obama and I made (inaudible) made to you tonight will base -- will be based on whether you can trust us or not to be careful stewards of your tax dollar, to make sure America is safe and secure and prosperous, to make sure we reform the institutions of government.",No
"Because I support the Second Amendment doesn't mean that I want people who shouldn't have guns to be able to threaten you, kill you or members of your family.",No
We do not want to be the lowest of the low.,No
And you could never quite get the job done.,No
I will stand with Israel if they are attacked.,No
That is priority one in this country.,No
We're expanding our homestead uh - housing program.,No
I prepared to be president.,No
And Barbara and I were sitting there before that Democratic convention.,No
You don't want to join the International Criminal Court just because it's popular in certain capitals in Europe.,No
"It's time for a chief executive who can make tough choices, can work with the Congress, can get that deficit down and begin to build a strong fiscal foundation under this country.",No
I don't want to jump in.,No
"We've got some agreement on the nuclear, but we don't have those things put away yet.",No
But we did something else that was interesting.,No
"And I think it has to be the woman, in the exercise of her own conscience and religious beliefs, that makes that decision.",No
"And this was August, a year ago.",No
"I mean, I think we should be allowed to maybe...",No
"Secretary, you have no plan.",No
"All of a sudden, they're starting to pay up.",No
"And like John McCain, I have learned from experience, and it's not a new position for me.",No
"And the reason that it's a problem to go shopping state by state, you know what insurance companies will do?",No
We would have had the U.N. inspectors.,No
We're talking about Joe the plumber.,No
And I think we've now got so many examples around the country that we really have to find ways to end this.,No
But we also have to take demand seriously.,No
"The issue of our natural resources; the right of posterity to inherit the earth, and what kind of earth will it be?",No
But you want to know the truth?,No
We need to have as well a strong military.,No
"I reject this notion -- and I'm suggesting my opponent isn't -- I reject the notion that some say that if you're Muslim you can't free, you don't desire freedom.",No
"And believe me, this country thinks it's -- really thinks it's disgraceful, also.",No
"Well, I think -- let's talk about taxes, because I think it's instructive.",No
"Well, look, I want to make sure that we are investing in energy in order to free ourselves from the dependence on foreign oil.",No
"I mean, there's-I don't think this is a fair argument.",No
"I don't think it's enough for Senator Kennedy to go before the audiences on the Democratic side and say, ""Vote for me because I'm a Democrat.""",No
... because it's an important part of the American experience.,No
In our first debate he proposed America pass a global test.,No
This is the private market.,No
"These are they types of things that I think have been happening in a kind of a secular way that have been eroding that separation, and I am opposed to that.",No
"Well, that is just not accurate.",No
So we don't have the best.,No
We don't want to go back to that.,No
We are not dependent upon the Middle East.,No
"And I think that the Constitution has a right to privacy in it that shouldn't be subject to state referendum, any more than our First Amendment rights are subject to state referendum, any more than many of the other rights that we have should be subject to popular vote.",No
"We are for programs, in addition, which will see that our medical care for the aged are - is - are much - is much better handled than it is at the present time.",No
And we have a responsibility.,No
Why don't you interrupt her?,No
We need to invest and save.,No
I've been critical of this Administration and I've been critical of the President.,No
I think I've addressed it.,No
"Now that we've talked all around the problem about free trade, let's go again to the center of the bull's- eye.",No
Now that was quite an admission.,No
"If I'm interested in figuring out my foreign policy, I associate myself with my running mate, Joe Biden or with Dick Lugar, the Republican ranking member on the Senate Foreign Relations Committee, or General Jim Jones, the former supreme allied commander of NATO.",No
And so I don't support censorship.,No
"If you've got health care already, and probably the majority of you do, then you can keep your plan if you are satisfied with it.",No
